deso,hyresrätt,bostadsrätt,äganderätt,uppgift saknas,,"Antal lägenheter efter år, region och upplåtelseform"
1214A0030,23,0,645,0,,
1214A0040,81,30,356,0,,
1214B2010,330,86,427,0,,
1214B3010,210,0,503,0,,
1214B4010,80,0,380,0,,
1214C1010,402,33,488,0,,
1214C1020,573,87,377,0,,
1230A0010,72,20,597,0,,
1230A0020,404,0,29,0,,
1230B2010,12,137,787,0,,
1230B2020,105,37,830,0,,
1230C1010,247,466,500,0,,
1230C1020,23,115,706,0,,
1230C1030,166,322,405,0,,
1230C1040,317,193,373,0,,
1230C1050,417,306,615,0,,
1230C1060,202,107,547,0,,
1230C1070,29,159,544,0,,
1230C1080,485,0,396,0,,
1231C1010,259,571,0,0,,
1231C1020,1052,65,231,0,,
1231C1030,330,390,0,0,,
1231C1040,558,113,237,0,,
1231C1050,891,0,108,0,,
1231C1060,236,240,186,0,,
1231C1070,345,115,154,0,,
1231C1080,327,68,488,0,,
1231C1090,52,166,561,0,,
1231C1100,26,0,726,0,,
1233A0010,19,5,561,0,,
1233A0020,7,0,309,0,,
1233B2010,11,6,774,0,,
1233B2020,22,108,476,0,,
1233B2030,12,0,460,0,,
1233B2040,37,10,682,0,,
1233B2050,15,35,807,0,,
1233B2060,106,110,614,0,,
1233B2070,160,291,631,0,,
1233B2080,114,130,598,0,,
1233B3010,100,218,460,0,,
1233B3020,122,145,524,0,,
1233B3030,86,88,696,0,,
1233B3040,101,130,764,0,,
1233B4010,101,9,272,0,,
1233B4020,84,34,471,0,,
1233C1010,6,17,456,0,,
1233C1020,238,272,334,0,,
1233C1030,682,150,306,0,,
1233C1040,4,69,633,0,,
1233C1050,77,239,302,0,,
1256A0010,43,0,503,0,,
1256A0020,34,0,346,0,,
1256A0030,15,0,508,0,,
1256B2010,124,69,565,0,,
1256B2020,437,0,346,0,,
1256B3010,327,0,459,1,,
1256B4010,337,18,357,0,,
1256B5010,239,0,375,0,,
1256C1010,170,22,471,0,,
1256C1020,611,12,335,0,,
1257A0010,60,14,512,0,,
1257A0020,111,0,756,1,,
1257A0030,165,19,581,0,,
1257C1010,201,24,415,0,,
1257C1020,394,186,309,0,,
1257C1030,578,57,273,0,,
1257C1040,34,12,390,0,,
1260A0010,52,20,622,0,,
1260A0020,532,72,368,0,,
1260A0030,27,9,737,4,,
1260B2010,190,63,583,0,,
1260C1010,48,76,550,0,,
1260C1020,454,264,212,0,,
1260C1030,46,59,602,0,,
1260C1040,449,181,370,0,,
1261A0010,31,0,248,0,,
1261A0020,7,0,326,1,,
1261A0030,39,0,405,0,,
1261B2010,171,135,512,0,,
1261B2020,142,64,667,0,,
1261B2030,37,92,720,0,,
1261B2040,487,142,260,0,,
1261B2050,17,31,848,0,,
1261B2060,36,23,593,0,,
1261B2070,69,27,537,0,,
1261C1010,106,0,469,0,,
1261C1020,53,54,383,0,,
1261C1030,398,45,370,0,,
1261C1040,667,118,155,0,,
1261C1050,1,346,246,0,,
1261C1060,148,164,259,0,,
1261C1070,658,28,140,0,,
1261C1080,692,519,354,0,,
1261C1090,4,314,250,0,,
1262C1010,308,6,433,0,,
1262C1020,6,7,594,0,,
1262C1030,211,646,185,0,,
1262C1040,3,255,478,0,,
1262C1050,35,1075,159,0,,
1262C1060,224,105,472,0,,
1262C1070,38,528,455,0,,
1262C1080,26,0,563,0,,
1262C1090,9,288,636,0,,
1262C1100,207,116,688,0,,
1262C1110,6,0,699,0,,
1262C1120,35,0,665,0,,
1263A0010,24,0,348,0,,
1263A0020,60,0,581,0,,
1263B2010,116,0,531,0,,
1263B2020,196,65,673,0,,
1263B3010,27,81,652,0,,
1263C1010,180,161,287,0,,
1263C1020,510,619,115,0,,
1263C1030,50,0,429,0,,
1263C1040,413,247,359,0,,
1263C1050,319,293,366,0,,
1263C1060,59,0,456,0,,
1263C1070,96,56,587,0,,
1264A0010,66,24,468,0,,
1264A0020,6,0,447,0,,
1264A0030,26,0,350,0,,
1264A0040,31,0,430,0,,
1264B2010,289,94,385,0,,
1264B3010,223,57,364,0,,
1264C1010,1012,82,373,0,,
1264C1020,155,76,614,0,,
1264C1030,427,26,449,0,,
1264C1040,405,136,582,0,,
1265A0010,69,0,605,0,,
1265A0020,8,0,505,0,,
1265A0030,42,0,699,0,,
1265A0040,141,0,462,0,,
1265A0050,129,41,584,0,,
1265A0060,38,0,453,0,,
1265A0070,22,0,398,0,,
1265B2010,95,0,563,0,,
1265C1010,263,18,961,0,,
1265C1020,336,71,533,0,,
1265C1030,284,66,550,0,,
1265C1040,420,302,362,0,,
1266A0010,54,0,695,0,,
1266A0020,57,0,488,0,,
1266A0030,17,0,371,0,,
1266A0040,7,0,439,0,,
1266A0050,32,0,571,0,,
1266B2010,104,0,611,0,,
1266C1010,134,106,500,0,,
1266C1020,661,143,475,0,,
1266C1030,469,29,579,0,,
1266C1040,688,12,339,0,,
1267A0010,34,0,652,0,,
1267A0020,69,0,829,0,,
1267C1010,118,0,741,0,,
1267C1020,275,69,596,0,,
1267C1030,84,10,666,0,,
1267C1040,179,253,563,0,,
1267C1050,934,82,297,0,,
1267C1060,107,60,711,0,,
1267C1070,44,38,374,0,,
1270A0010,120,16,930,0,,
1270A0020,169,0,797,0,,
1270A0030,230,24,748,0,,
1270C1010,334,297,554,0,,
1270C1020,721,78,183,0,,
1270C1030,178,0,251,0,,
1270C1040,142,148,652,0,,
1272A0010,22,0,575,0,,
1272B2010,193,0,449,0,,
1272B3010,104,24,481,0,,
1272C1010,580,236,595,0,,
1272C1020,494,206,587,0,,
1272C1030,168,18,554,0,,
1272C1040,219,0,524,0,,
1273A0010,12,0,400,0,,
1273A0020,15,0,525,0,,
1273A0030,149,0,468,0,,
1273B2010,456,22,590,0,,
1273C1010,73,9,581,0,,
1273C1020,76,185,384,0,,
1273C1030,395,143,227,0,,
1273C1040,446,143,299,0,,
1273C1050,458,142,324,0,,
1275A0010,19,0,540,0,,
1275C1010,284,91,313,0,,
1275C1020,408,245,207,0,,
1275C1030,260,0,396,0,,
1275C1040,336,309,177,0,,
1276A0010,33,0,750,0,,
1276A0020,4,0,380,0,,
1276A0030,50,0,600,0,,
1276B2010,441,167,626,0,,
1276B3010,247,28,583,0,,
1276C1010,570,501,352,0,,
1276C1020,490,195,358,0,,
1276C1030,84,272,417,0,,
1276C1040,95,66,508,0,,
1276C1050,519,32,201,0,,
1277A0010,23,0,325,0,,
1277B2010,249,22,625,0,,
1277B3010,257,51,565,0,,
1277C1010,40,12,246,0,,
1277C1020,242,45,317,0,,
1277C1030,53,0,664,0,,
1277C1040,529,95,77,0,,
1277C1050,736,322,148,0,,
1277C1060,120,35,286,0,,
1277C1070,334,0,309,0,,
1278A0010,19,0,726,0,,
1278A0020,154,84,770,0,,
1278B2010,238,68,394,0,,
1278B2020,192,0,310,0,,
1278B2030,143,36,359,0,,
1278B3010,155,130,487,0,,
1278C1010,373,218,684,0,,
1278C1020,567,357,433,0,,
1278C1030,414,125,923,0,,
1280C1010,70,122,586,0,,
1280C1020,20,141,273,0,,
1280C1030,6,208,431,0,,
1280C1040,97,125,557,0,,
1280C1050,107,108,631,0,,
1280C1060,26,381,170,0,,
1280C1070,275,494,36,0,,
1280C1080,135,189,299,0,,
1280C1090,81,19,707,0,,
1280C1100,11,0,547,0,,
1280C1110,568,51,557,0,,
1280C1120,12,0,288,0,,
1280C1130,138,181,495,0,,
1280C1140,9,0,509,0,,
1280C1150,322,311,80,0,,
1280C1160,426,361,161,0,,
1280C1170,723,552,0,0,,
1280C1180,15,171,340,0,,
1280C1190,120,48,680,0,,
1280C1200,738,128,41,0,,
1280C1210,438,570,0,0,,
1280C1220,0,910,0,0,,
1280C1230,6,748,80,0,,
1280C1240,865,0,0,0,,
1280C1250,93,0,560,0,,
1280C1260,82,586,0,0,,
1280C1270,2375,1149,2,0,,
1280C1280,1,702,114,0,,
1280C1290,684,168,0,0,,
1280C1300,31,673,0,0,,
1280C1310,538,266,0,0,,
1280C1320,835,0,0,0,,
1280C1330,0,612,61,0,,
1280C1340,584,420,505,0,,
1280C1350,698,78,42,0,,
1280C1360,0,728,0,0,,
1280C1370,16,58,568,0,,
1280C1380,661,416,0,0,,
1280C1390,97,855,3,0,,
1280C1400,74,60,544,0,,
1280C1410,53,0,474,0,,
1280C1420,0,743,26,0,,
1280C1430,981,21,0,0,,
1280C1440,706,1003,93,0,,
1280C1450,82,18,504,0,,
1280C1460,587,324,0,0,,
1280C1470,412,373,0,0,,
1280C1480,507,0,0,0,,
1280C1490,90,10,392,0,,
1280C1500,992,0,0,0,,
1280C1510,168,370,391,0,,
1280C1520,155,540,0,0,,
1280C1530,782,0,59,0,,
1280C1540,162,98,331,0,,
1280C1550,184,417,260,0,,
1280C1560,74,0,600,0,,
1280C1570,44,578,129,0,,
1280C1580,0,851,62,0,,
1280C1590,600,392,103,0,,
1280C1600,914,0,0,0,,
1280C1610,13,228,388,0,,
1280C1620,0,459,137,0,,
1280C1630,321,192,336,0,,
1280C1640,72,0,506,0,,
1280C1650,0,801,0,0,,
1280C1660,39,58,459,0,,
1280C1670,10,0,545,0,,
1280C1680,921,109,3,0,,
1280C1690,429,0,0,0,,
1280C1700,1070,0,0,0,,
1280C1710,820,165,16,0,,
1280C1720,845,0,0,0,,
1280C1730,2,690,98,0,,
1280C1740,984,52,6,0,,
1280C1750,626,0,0,0,,
1280C1760,605,0,0,0,,
1280C1770,262,767,0,0,,
1280C1780,8,648,89,0,,
1280C1790,694,325,44,0,,
1280C1800,674,347,0,0,,
1280C1810,20,26,536,0,,
1280C1820,1437,0,23,0,,
1280C1830,580,0,0,0,,
1280C1840,385,324,0,0,,
1280C1850,0,832,0,0,,
1280C1860,531,462,197,0,,
1280C1870,478,561,0,0,,
1280C1880,313,0,0,0,,
1280C1890,696,0,0,0,,
1280C1900,394,99,418,0,,
1280C1910,994,239,0,0,,
1280C1920,220,490,0,0,,
1280C1930,870,0,0,0,,
1280C1940,784,138,222,0,,
1280C1950,273,309,307,0,,
1280C1960,281,617,0,0,,
1280C1970,807,235,0,0,,
1280C1980,754,0,0,0,,
1280C1990,81,42,539,0,,
1280C2000,0,738,0,0,,
1280C2010,44,8,462,0,,
1280C2020,966,171,0,0,,
1280C2030,323,440,0,0,,
1280C2040,22,342,320,0,,
1280C2050,262,113,213,0,,
1280C2060,378,458,0,0,,
1280C2070,0,116,299,0,,
1280C2080,2327,1901,271,0,,
1280C2090,631,419,0,0,,
1280C2100,720,0,5,0,,
1280C2110,253,577,0,0,,
1280C2120,15,116,574,0,,
1280C2130,703,413,66,0,,
1280C2140,640,213,0,0,,
1280C2150,0,827,0,0,,
1280C2160,216,622,0,0,,
1280C2170,379,440,1,0,,
1280C2180,190,1092,0,0,,
1280C2190,329,357,0,0,,
1280C2200,423,833,0,0,,
1280C2210,26,3,718,0,,
1280C2220,632,561,0,0,,
1280C2230,666,173,0,0,,
1280C2240,707,319,0,0,,
1280C2250,294,517,0,0,,
1280C2260,649,227,0,0,,
1280C2270,552,496,0,0,,
1280C2280,1,768,0,0,,
1280C2290,797,320,0,0,,
1280C2300,694,242,0,0,,
1280C2310,364,600,0,0,,
1280C2320,75,667,37,0,,
1280C2330,56,258,234,0,,
1280C2340,249,359,132,0,,
1280C2350,559,241,0,0,,
1280C2360,739,315,0,0,,
1280C2370,717,384,0,0,,
1280C2380,179,886,0,0,,
1280C2390,575,281,0,0,,
1280C2400,560,356,0,0,,
1280C2410,326,739,8,0,,
1280C2420,237,731,0,0,,
1280C2430,370,562,0,0,,
1280C2440,127,481,175,0,,
1280C2450,681,319,0,0,,
1280C2460,574,401,0,0,,
1280C2470,586,415,0,0,,
1280C2480,802,0,0,0,,
1280C2490,522,505,0,0,,
1280C2500,1596,382,0,0,,
1280C2510,352,444,0,0,,
1280C2520,552,567,0,0,,
1280C2530,22,30,561,0,,
1280C2540,742,283,1,0,,
1280C2550,394,241,105,0,,
1280C2560,684,200,0,0,,
1280C2570,545,326,0,0,,
1280C2580,403,280,1,0,,
1280C2590,170,818,5,0,,
1280C2600,133,512,583,0,,
1280C2610,1654,603,0,0,,
1280C2620,303,631,0,0,,
1280C2630,302,648,0,0,,
1280C2640,110,86,228,0,,
1280C2650,497,435,0,0,,
1280C2660,180,605,0,0,,
1280C2670,786,264,0,0,,
1280C2680,524,336,27,0,,
1280C2690,497,320,2,0,,
1280C2700,84,1229,0,0,,
1280C2710,392,500,0,0,,
1280C2720,238,630,0,0,,
1280C2730,678,154,0,0,,
1280C2740,78,64,472,0,,
1280C2750,682,551,0,0,,
1280C2760,451,343,41,0,,
1280C2770,393,338,1,0,,
1280C2780,828,238,0,0,,
1280C2790,771,0,0,0,,
1280C2800,309,610,0,0,,
1280C2810,688,497,0,0,,
1280C2820,626,276,19,0,,
1280C2830,320,612,30,0,,
1280C2840,653,208,207,0,,
1280C2850,372,569,100,0,,
1280C2860,303,562,0,0,,
1280C2870,609,2114,0,0,,
1280C2880,1007,1848,0,0,,
1280C2890,274,499,0,0,,
1280C2900,959,126,31,0,,
1280C2910,1262,107,112,0,,
1280C2920,570,517,6,0,,
1281A0010,12,0,366,0,,
1281A0020,73,39,810,0,,
1281A0030,94,18,534,0,,
1281A0040,23,0,458,0,,
1281B2010,5,29,690,0,,
1281B2020,79,24,362,0,,
1281B2030,186,36,423,0,,
1281B2040,237,291,386,0,,
1281B3010,222,95,255,0,,
1281B3020,437,125,400,0,,
1281B3030,162,113,272,0,,
1281B3040,122,109,559,0,,
1281B4010,74,78,465,0,,
1281B4020,254,167,450,0,,
1281B4030,50,94,607,0,,
1281B5010,176,12,615,0,,
1281B5020,53,8,344,0,,
1281C1010,274,658,67,0,,
1281C1020,750,184,147,0,,
1281C1030,625,535,228,0,,
1281C1040,294,482,0,0,,
1281C1050,0,931,0,0,,
1281C1060,237,255,380,0,,
1281C1070,899,570,1,0,,
1281C1080,1086,78,65,0,,
1281C1090,415,213,180,0,,
1281C1100,275,1050,23,0,,
1281C1110,858,0,225,0,,
1281C1120,1475,133,30,0,,
1281C1130,450,524,37,0,,
1281C1140,20,382,323,0,,
1281C1150,571,369,33,0,,
1281C1160,251,292,184,0,,
1281C1170,721,192,14,0,,
1281C1180,600,403,38,0,,
1281C1190,558,314,148,0,,
1281C1200,186,397,174,0,,
1281C1210,386,418,27,0,,
1281C1220,254,712,70,0,,
1281C1230,110,126,512,0,,
1281C1240,620,46,59,0,,
1281C1250,715,415,17,0,,
1281C1260,982,455,60,0,,
1281C1270,444,404,37,0,,
1281C1280,754,183,216,0,,
1281C1290,172,582,89,0,,
1281C1300,285,217,133,0,,
1281C1310,253,522,0,0,,
1281C1320,278,1017,0,0,,
1281C1330,139,450,93,0,,
1281C1340,161,209,140,0,,
1281C1350,1097,80,0,0,,
1281C1360,876,267,1,0,,
1281C1370,1313,535,0,0,,
1281C1380,352,675,57,0,,
1281C1390,365,389,92,0,,
1281C1400,271,364,275,0,,
1281C1410,219,409,95,0,,
1281C1420,171,523,41,0,,
1281C1430,826,632,213,0,,
1281C1440,1256,0,0,0,,
1281C1450,1357,0,0,0,,
1281C1460,220,393,224,0,,
1281C1470,674,422,0,0,,
1281C1480,115,414,52,0,,
1281C1490,134,159,459,0,,
1281C1500,793,0,0,0,,
1281C1510,44,321,513,0,,
1281C1520,101,0,506,0,,
1281C1530,722,202,2,0,,
1281C1540,432,238,80,0,,
1281C1550,258,328,323,0,,
1281C1560,36,34,450,0,,
1281C1570,9,39,251,0,,
1282A0010,70,14,984,0,,
1282B2010,61,93,758,0,,
1282B3010,154,23,524,0,,
1282C1010,16,16,802,0,,
1282C1020,20,178,820,0,,
1282C1030,6,163,229,0,,
1282C1040,648,495,43,0,,
1282C1050,718,37,323,0,,
1282C1060,979,10,117,0,,
1282C1070,1124,163,3,0,,
1282C1080,1019,177,45,0,,
1282C1090,712,318,101,0,,
1282C1100,726,187,217,0,,
1282C1110,789,365,55,0,,
1282C1120,1,438,213,0,,
1282C1130,800,20,167,0,,
1282C1140,832,0,0,0,,
1282C1150,401,0,0,0,,
1282C1160,239,747,44,0,,
1282C1170,576,0,26,0,,
1282C1180,122,810,131,0,,
1282C1190,58,374,792,0,,
1282C1200,668,63,190,0,,
1283A0010,17,0,514,0,,
1283A0020,54,0,466,0,,
1283A0030,41,0,728,0,,
1283A0040,41,0,457,0,,
1283B2010,2,76,623,0,,
1283B2020,308,433,404,0,,
1283B2030,1,0,623,0,,
1283B3010,228,65,521,0,,
1283B4010,290,0,382,0,,
1283B5010,82,32,306,0,,
1283C1010,10,0,526,0,,
1283C1020,124,77,560,0,,
1283C1030,212,384,323,0,,
1283C1040,303,534,180,0,,
1283C1050,5,130,405,0,,
1283C1060,104,12,276,0,,
1283C1070,475,299,96,0,,
1283C1080,3,765,142,0,,
1283C1090,762,4,149,0,,
1283C1100,9,79,463,0,,
1283C1110,35,320,342,0,,
1283C1120,817,187,132,0,,
1283C1130,939,0,48,0,,
1283C1140,188,140,407,0,,
1283C1150,762,270,0,0,,
1283C1160,85,108,465,0,,
1283C1170,14,47,539,0,,
1283C1180,17,6,527,0,,
1283C1190,527,0,419,0,,
1283C1200,1243,666,0,0,,
1283C1210,1012,80,41,0,,
1283C1220,122,154,564,0,,
1283C1230,934,126,7,0,,
1283C1240,1030,25,2,0,,
1283C1250,656,427,0,0,,
1283C1260,485,228,225,0,,
1283C1270,98,491,111,0,,
1283C1280,690,221,0,0,,
1283C1290,714,401,1,0,,
1283C1300,4,18,616,0,,
1283C1310,659,518,0,0,,
1283C1320,8,113,467,0,,
1283C1330,489,496,12,0,,
1283C1340,169,392,83,0,,
1283C1350,303,653,0,0,,
1283C1360,288,324,342,0,,
1283C1370,535,252,83,0,,
1283C1380,829,388,15,0,,
1283C1390,481,593,39,0,,
1283C1400,981,133,65,0,,
1283C1410,35,1035,0,0,,
1283C1420,510,457,32,0,,
1283C1430,434,679,44,0,,
1283C1440,511,549,88,0,,
1283C1450,818,348,11,0,,
1283C1460,846,381,0,0,,
1283C1470,1094,124,20,0,,
1283C1480,796,384,68,0,,
1283C1490,564,208,115,0,,
1283C1500,1039,257,33,0,,
1283C1510,526,437,0,0,,
1283C1520,597,217,332,0,,
1283C1530,1240,316,6,0,,
1283C1540,638,0,0,0,,
1283C1550,804,74,0,0,,
1283C1560,840,0,0,0,,
1283C1570,585,0,170,0,,
1283C1580,855,71,395,0,,
1283C1590,319,760,139,0,,
1283C1600,210,348,184,0,,
1283C1610,306,1062,6,0,,
1283C1620,278,244,87,0,,
1283C1630,1574,140,329,0,,
1283C1640,127,87,414,0,,
1283C1650,28,33,469,0,,
1283C1660,137,467,158,0,,
1283C1670,279,194,309,0,,
1283C1680,4,81,247,0,,
1283C1690,85,0,623,0,,
1283C1700,292,4,452,0,,
1284A0010,9,0,573,0,,
1284A0020,62,0,568,0,,
1284A0030,58,125,299,0,,
1284B2010,56,59,243,0,,
1284B2020,29,0,476,0,,
1284C1010,96,146,368,0,,
1284C1020,233,132,514,0,,
1284C1030,7,5,549,0,,
1284C1040,57,0,391,0,,
1284C1050,4,0,603,0,,
1284C1060,501,94,477,0,,
1284C1070,642,0,415,0,,
1284C1080,504,30,383,0,,
1284C1090,624,284,300,0,,
1284C1100,463,139,333,0,,
1284C1110,102,155,449,0,,
1284C1120,99,3,689,0,,
1285A0010,193,29,738,0,,
1285A0020,4,28,274,0,,
1285A0030,63,0,239,0,,
1285A0040,39,0,550,0,,
1285A0050,30,0,442,0,,
1285A0060,7,0,422,0,,
1285A0070,90,0,346,0,,
1285B2010,284,0,463,0,,
1285B3010,165,33,384,0,,
1285B4010,90,59,335,0,,
1285B5010,75,30,310,0,,
1285C1010,1142,308,75,0,,
1285C1020,442,219,277,0,,
1285C1030,563,353,215,0,,
1285C1040,205,37,648,0,,
1285C1050,629,0,202,0,,
1285C1060,307,451,367,0,,
1285C1070,180,185,522,0,,
1285C1080,917,235,321,0,,
1285C1090,349,510,181,0,,
1286A0010,154,16,449,0,,
1286A0020,59,23,524,0,,
1286A0030,66,57,547,0,,
1286A0040,12,0,372,0,,
1286A0050,2,0,405,0,,
1286A0060,56,9,273,0,,
1286B2010,32,33,481,0,,
1286B2020,160,44,354,0,,
1286C1010,1037,116,96,0,,
1286C1020,764,243,113,0,,
1286C1030,536,263,263,0,,
1286C1040,580,633,563,0,,
1286C1050,259,190,326,0,,
1286C1060,560,691,191,0,,
1286C1070,298,442,397,0,,
1286C1080,981,208,293,0,,
1286C1090,128,353,292,0,,
1286C1100,1,19,258,0,,
1286C1110,65,359,435,0,,
1287A0010,16,0,576,0,,
1287A0020,59,21,578,0,,
1287A0030,11,0,478,0,,
1287A0040,26,0,545,0,,
1287A0050,63,0,468,0,,
1287B2010,146,91,457,0,,
1287B2020,36,14,677,0,,
1287B3010,365,145,485,0,,
1287C1010,50,56,819,0,,
1287C1020,2,18,525,0,,
1287C1030,430,11,378,0,,
1287C1040,643,136,10,0,,
1287C1050,883,129,73,0,,
1287C1060,987,224,211,0,,
1287C1070,704,233,195,0,,
1287C1080,677,16,179,0,,
1287C1090,69,33,610,0,,
1287C1100,528,490,316,0,,
1287C1110,300,14,330,0,,
1287C1120,553,238,226,0,,
1287C1130,187,455,97,0,,
1287C1140,227,25,287,0,,
1287C1150,74,523,101,0,,
1287C1160,214,159,546,0,,
1287C1170,2,669,328,0,,
1287C1180,155,324,417,0,,
1287C1190,41,53,389,0,,
1290A0010,34,0,423,0,,
1290A0020,157,0,692,0,,
1290A0030,138,0,623,0,,
1290A0040,70,0,743,0,,
1290A0050,83,0,732,0,,
1290A0060,68,0,339,0,,
1290A0070,7,0,430,0,,
1290A0080,52,0,932,1,,
1290A0090,46,0,702,0,,
1290A0100,73,0,367,0,,
1290A0110,177,0,873,0,,
1290B2010,62,30,1112,0,,
1290B2020,431,45,231,0,,
1290B2030,556,117,437,0,,
1290B2040,38,38,706,0,,
1290B2050,172,91,795,0,,
1290B2060,189,272,385,0,,
1290B3010,408,14,619,0,,
1290B3020,308,40,399,1,,
1290B4010,193,102,568,0,,
1290B5010,190,24,536,0,,
1290B6010,230,24,449,0,,
1290B7010,262,0,432,0,,
1290B8010,35,18,351,0,,
1290C1010,58,93,282,0,,
1290C1020,143,179,665,0,,
1290C1030,14,133,559,0,,
1290C1040,50,32,402,0,,
1290C1050,224,73,742,0,,
1290C1060,396,74,229,0,,
1290C1070,1124,174,49,0,,
1290C1080,100,622,245,0,,
1290C1090,330,424,241,0,,
1290C1100,1009,266,39,0,,
1290C1110,303,56,540,0,,
1290C1120,1201,204,26,0,,
1290C1130,872,463,1,0,,
1290C1140,1137,147,25,0,,
1290C1150,688,197,312,0,,
1290C1160,1285,0,0,0,,
1290C1170,829,262,0,0,,
1290C1180,583,191,594,0,,
1290C1190,879,223,218,0,,
1290C1200,42,512,162,0,,
1290C1210,67,37,571,0,,
1290C1220,898,0,0,0,,
1290C1230,1072,0,29,0,,
1291A0010,27,0,600,0,,
1291A0020,25,0,350,0,,
1291A0030,36,0,479,0,,
1291A0040,47,57,601,0,,
1291A0050,144,8,426,0,,
1291A0060,134,64,354,0,,
1291A0070,83,28,463,0,,
1291B2010,219,35,303,0,,
1291B3010,231,0,298,0,,
1291B4010,99,83,376,0,,
1291B5010,215,44,277,0,,
1291C1010,185,46,316,0,,
1291C1020,601,118,547,0,,
1291C1030,584,518,92,0,,
1291C1040,670,77,513,0,,
1292A0010,24,0,315,0,,
1292A0020,31,0,471,0,,
1292A0030,37,0,969,0,,
1292A0040,7,0,738,0,,
1292B2010,425,85,475,0,,
1292B2020,301,47,505,0,,
1292B3010,128,0,297,0,,
1292B3020,16,0,357,0,,
1292B4010,197,27,379,0,,
1292C1010,210,256,500,0,,
1292C1020,330,32,624,0,,
1292C1030,808,506,35,0,,
1292C1040,459,285,395,0,,
1292C1050,673,281,78,0,,
1292C1060,524,372,283,0,,
1292C1070,1086,102,27,0,,
1292C1080,1070,147,37,0,,
1292C1090,721,251,33,0,,
1292C1100,475,78,487,0,,
1292C1110,209,39,692,0,,
1292C1120,89,215,513,0,,
1292C1130,89,14,521,0,,
1292C1140,9,48,719,0,,
1292C1150,348,152,643,0,,
1293A0010,35,0,641,0,,
1293A0020,26,0,733,0,,
1293A0030,13,0,615,0,,
1293A0040,53,0,573,0,,
1293A0050,54,0,509,0,,
1293A0060,52,0,529,0,,
1293A0070,15,0,420,0,,
1293A0080,50,0,536,0,,
1293B2010,452,50,310,0,,
1293B2020,105,43,610,0,,
1293B2030,210,186,396,0,,
1293B3010,9,18,411,0,,
1293B3020,239,37,657,0,,
1293B3030,289,46,266,0,,
1293B4010,311,44,365,0,,
1293B4020,100,60,537,0,,
1293B5010,385,18,541,0,,
1293B6010,423,0,544,0,,
1293B7010,328,18,550,0,,
1293B8010,42,0,422,0,,
1293C1010,483,197,387,0,,
1293C1020,22,12,522,0,,
1293C1030,531,114,72,1,,
1293C1040,1004,164,103,0,,
1293C1050,1120,213,7,0,,
1293C1060,699,369,6,0,,
1293C1070,214,79,604,0,,
1293C1080,47,18,475,0,,
1293C1090,35,626,365,0,,
1293C1100,424,214,101,0,,
1293C1110,15,26,480,0,,
1293C1120,931,206,168,0,,
1293C1130,9,86,530,0,,
1315A0010,89,0,439,0,,
1315A0020,111,0,507,0,,
1315A0030,181,0,441,0,,
1315A0040,122,0,494,0,,
1315B2010,309,0,333,0,,
1315C1010,678,44,470,0,,
1315C1020,205,72,420,0,,
1380A0010,81,0,627,0,,
1380A0020,9,30,739,0,,
1380A0030,112,0,557,0,,
1380A0040,95,0,563,0,,
1380A0050,46,78,399,0,,
1380A0060,9,0,457,1,,
1380A0070,29,0,486,0,,
1380B2010,124,16,796,0,,
1380B2020,221,0,500,0,,
1380B2030,544,53,568,0,,
1380B3010,386,39,556,0,,
1380B4010,169,38,509,0,,
1380C1010,9,0,477,0,,
1380C1020,73,110,515,0,,
1380C1030,268,0,321,0,,
1380C1040,114,47,593,0,,
1380C1050,227,439,211,0,,
1380C1060,53,81,583,0,,
1380C1070,702,26,189,0,,
1380C1080,1191,0,0,0,,
1380C1090,1151,110,31,0,,
1380C1100,833,397,191,0,,
1380C1110,541,54,303,0,,
1380C1120,398,464,384,0,,
1380C1130,711,0,0,0,,
1380C1140,79,64,738,0,,
1380C1150,47,16,448,0,,
1380C1160,871,456,12,0,,
1380C1170,544,155,192,0,,
1380C1180,230,377,595,0,,
1380C1190,588,0,322,0,,
1380C1200,782,59,58,0,,
1380C1210,303,400,86,0,,
1380C1220,1025,36,20,0,,
1380C1230,734,76,316,0,,
1380C1240,1038,79,62,0,,
1380C1250,125,36,641,0,,
1380C1260,66,0,674,0,,
1380C1270,738,372,1,0,,
1380C1280,1090,296,152,0,,
1380C1290,1631,48,1,0,,
1380C1300,1238,4,27,0,,
1380C1310,321,648,17,0,,
1380C1320,1291,30,0,0,,
1380C1330,189,52,571,0,,
1380C1340,866,281,148,0,,
1380C1350,339,0,399,0,,
1380C1360,204,146,473,0,,
1380C1370,364,470,317,0,,
1380C1380,230,24,739,0,,
1380C1390,309,111,385,0,,
1380C1400,501,97,245,0,,
1380C1410,289,84,470,0,,
1380C1420,57,1,594,0,,
1380C1430,123,0,762,0,,
1380C1440,16,0,473,0,,
1381A0010,32,0,536,0,,
1381A0020,163,8,529,0,,
1381A0030,116,0,521,0,,
1381A0040,95,0,679,0,,
1381A0050,77,0,680,0,,
1381A0060,18,0,393,0,,
1381B2010,283,168,872,0,,
1381B2020,76,68,1100,0,,
1381B3010,178,0,234,0,,
1381B3020,126,0,460,0,,
1381B4010,252,0,379,0,,
1381B5010,287,0,339,1,,
1381C1010,568,46,537,0,,
1381C1020,171,0,668,0,,
1381C1030,923,135,327,0,,
1381C1040,165,75,303,0,,
1382A0010,36,0,832,0,,
