deso,Median income tkr,Antal personer totalt,,,,,
1480C1450,298.3,2146,,,,,
1480C1460,309.1,1239,,,,,
1480C1470,465.3,1509,,,,,
1480C1480,263.9,1716,,,,,
1480C1490,339.1,1370,,,,,
1480C1500,308.3,1646,,,,,
1480C1510,324.9,1711,,,,,
1480C1520,318.5,2078,,,,,
1480C1530,529.6,1468,,,,,
1480C1540,343.6,1188,,,,,
1480C1550,343.8,1824,,,,,
1480C1560,472.4,1379,,,,,
1480C1570,319.2,2531,,,,,
1480C1580,469.6,1402,,,,,
1480C1590,317.6,1270,,,,,
1480C1600,305.7,1773,,,,,
1480C1610,310.8,1645,,,,,
1480C1620,406.5,2580,,,,,
1480C1630,351.3,1631,,,,,
1480C1640,507.8,1202,,,,,
1480C1650,305.2,1285,,,,,
1480C1660,65.7,1322,,,,,
1480C1670,293.9,1672,,,,,
1480C1680,364.4,2272,,,,,
1480C1690,280.5,2512,,,,,
1480C1700,319.8,1632,,,,,
1480C1710,420.2,1490,,,,,
1480C1720,316.7,1156,,,,,
1480C1730,343.7,1399,,,,,
1480C1740,64.6,1316,,,,,
1480C1750,329.1,1416,,,,,
1480C1760,350.4,1465,,,,,
1480C1770,380.7,1452,,,,,
1480C1780,353.5,1598,,,,,
1480C1790,325.8,1271,,,,,
1480C1800,360.6,1357,,,,,
1480C1810,427.8,1564,,,,,
1480C1820,473.8,1129,,,,,
1480C1830,328.6,2068,,,,,
1480C1840,353.4,1147,,,,,
1480C1850,291.3,2066,,,,,
1480C1860,284.3,1551,,,,,
1480C1870,349.1,1757,,,,,
1480C1880,338.9,1708,,,,,
1480C1890,226.8,1333,,,,,
1480C1900,356.1,1849,,,,,
1480C1910,381,1873,,,,,
1480C1920,414.1,1037,,,,,
1480C1930,364.8,1169,,,,,
1480C1940,432.7,1326,,,,,
1480C1950,394.9,1465,,,,,
1480C1960,348.2,1584,,,,,
1480C1970,304.8,1487,,,,,
1480C1980,359.3,1277,,,,,
1480C1990,429.5,1252,,,,,
1480C2000,326,1743,,,,,
1480C2010,396,1408,,,,,
1480C2020,400.4,1834,,,,,
1480C2030,408.7,1657,,,,,
1480C2040,450.4,1364,,,,,
1480C2050,408.1,1527,,,,,
1480C2060,493.9,1026,,,,,
1480C2070,362.6,1114,,,,,
1480C2080,425.4,1317,,,,,
1480C2090,420,1465,,,,,
1480C2100,351.6,1556,,,,,
1480C2110,425.7,1539,,,,,
1480C2120,413.3,1709,,,,,
1480C2130,370.2,1275,,,,,
1480C2140,503.6,1873,,,,,
1480C2150,315,1459,,,,,
1480C2160,358.7,1497,,,,,
1480C2170,305.3,1419,,,,,
1480C2180,376.3,1281,,,,,
1480C2190,431.3,1203,,,,,
1480C2200,386.8,1273,,,,,
1480C2210,468,1875,,,,,
1480C2220,355.1,1181,,,,,
1480C2230,437.1,1589,,,,,
1480C2240,358.3,1619,,,,,
1480C2250,394.4,1494,,,,,
1480C2260,277.9,1175,,,,,
1480C2270,425.3,2725,,,,,
1480C2280,385.9,1419,,,,,
1480C2290,394.6,1485,,,,,
1480C2300,405.6,1310,,,,,
1480C2310,459.6,926,,,,,
1480C2320,414.1,1550,,,,,
1480C2330,400.8,1126,,,,,
1480C2340,437.5,906,,,,,
1480C2350,413.7,1345,,,,,
1480C2360,476.5,1918,,,,,
1480C2370,449.1,1693,,,,,
1480C2380,379.1,1419,,,,,
1480C2390,357.6,1175,,,,,
1480C2400,399.3,1527,,,,,
1480C2410,401.7,1300,,,,,
1480C2420,379.9,1634,,,,,
1480C2430,450,1417,,,,,
1480C2440,355.2,1702,,,,,
1480C2450,410.5,2047,,,,,
1480C2460,387.4,1825,,,,,
1480C2470,357.5,1592,,,,,
1480C2480,367.5,1286,,,,,
1480C2490,393.4,1567,,,,,
1480C2500,388.2,1433,,,,,
1480C2510,347.5,1218,,,,,
1480C2520,447.5,1044,,,,,
1480C2530,358.2,1483,,,,,
1480C2540,384.1,1633,,,,,
1480C2550,372.5,1448,,,,,
1480C2560,335.2,2666,,,,,
1480C2570,507.7,1459,,,,,
1480C2580,352.3,1417,,,,,
1480C2590,373.5,1930,,,,,
1480C2600,346.8,1153,,,,,
1480C2610,388.7,1073,,,,,
1480C2620,171.1,1263,,,,,
1480C2630,236.4,1832,,,,,
1480C2640,423.4,1218,,,,,
1480C2650,353.9,1688,,,,,
1480C2660,265.3,1265,,,,,
1480C2670,339.1,1554,,,,,
1480C2680,351.6,1041,,,,,
1480C2690,290.2,1588,,,,,
1480C2700,332.9,1205,,,,,
1480C2710,264.5,1559,,,,,
1480C2720,526.9,1798,,,,,
1480C2730,332.1,1588,,,,,
1480C2740,356.1,1391,,,,,
1480C2750,320.8,1535,,,,,
1480C2760,398.9,1007,,,,,
1480C2770,382,1405,,,,,
1480C2780,317.4,1395,,,,,
1480C2790,367.6,1235,,,,,
1480C2800,379.4,1210,,,,,
1480C2810,322.5,1320,,,,,
1480C2820,267.5,1630,,,,,
1480C2830,360.5,1425,,,,,
1480C2840,379.5,1864,,,,,
1480C2850,353.6,1827,,,,,
1480C2860,316.3,1776,,,,,
1480C2870,384.7,1172,,,,,
1480C2880,344.7,1255,,,,,
1480C2890,306.8,1810,,,,,
1480C2900,299.8,1145,,,,,
1480C2910,365.3,1608,,,,,
1480C2920,367.7,1077,,,,,
1480C2930,295.5,1197,,,,,
1480C2940,322.8,1491,,,,,
1480C2950,420.6,3064,,,,,
1480C2960,327.6,1412,,,,,
1480C2970,329.4,2013,,,,,
1480C2980,406.2,1377,,,,,
1480C2990,366.8,1724,,,,,
1480C3000,347,1339,,,,,
1480C3010,410.7,1199,,,,,
1480C3020,238.2,1358,,,,,
1480C3030,402,1100,,,,,
1480C3040,324.3,2309,,,,,
1480C3050,205.7,1602,,,,,
1480C3060,320,1727,,,,,
1480C3070,204.7,611,,,,,
1480C3080,266,1723,,,,,
1480C3090,309.2,1291,,,,,
1480C3100,374.3,1590,,,,,
1480C3110,422.3,1707,,,,,
1480C3120,296.5,1629,,,,,
1480C3130,223.7,1703,,,,,
1480C3140,227,1213,,,,,
1480C3150,349.7,1759,,,,,
1480C3160,360.5,1925,,,,,
1480C3170,412.9,1342,,,,,
1480C3180,431.6,1510,,,,,
1480C3190,400.5,1122,,,,,
1480C3200,409.7,1125,,,,,
1480C3210,302,1754,,,,,
1480C3220,371.2,3050,,,,,
1480C3230,270.1,1879,,,,,
1480C3240,390.7,1749,,,,,
1480C3250,435.2,1452,,,,,
1480C3260,346.8,1583,,,,,
1480C3270,295,1317,,,,,
1480C3280,315.3,1750,,,,,
1480C3290,240.3,1819,,,,,
1480C3300,288,1528,,,,,
1480C3310,318.4,1550,,,,,
1480C3320,321.6,1296,,,,,
1480C3330,479,1105,,,,,
1480C3340,517.7,1546,,,,,
1480C3350,292.8,1154,,,,,
1480C3360,385.5,2196,,,,,
1480C3370,226.2,1466,,,,,
1480C3380,227.2,1563,,,,,
1480C3390,247.1,1849,,,,,
1480C3400,226,1841,,,,,
1480C3410,223.9,1594,,,,,
1480C3420,377.1,1559,,,,,
1480C3430,223.9,1825,,,,,
1480C3440,304.8,1048,,,,,
1480C3450,316.7,1983,,,,,
1480C3460,299.9,1693,,,,,
1480C3470,386.6,1207,,,,,
1480C3480,296.9,1454,,,,,
1480C3490,328.5,1401,,,,,
1480C3500,203.2,978,,,,,
1480C3510,201.1,1078,,,,,
1480C3520,426.9,1503,,,,,
1480C3530,192.1,1076,,,,,
1480C3540,260.4,1624,,,,,
1480C3550,246.4,1804,,,,,
1480C3560,222,2078,,,,,
1480C3570,238.5,1776,,,,,
1480C3580,284.9,1112,,,,,
1480C3590,378.6,2279,,,,,
1480C3600,232,1496,,,,,
1480C3610,256,1713,,,,,
1480C3620,393.7,1528,,,,,
1480C3630,472.2,1419,,,,,
1480C3640,215,1041,,,,,
1480C3650,303.8,1007,,,,,
1480C3660,224.7,1190,,,,,
1480C3670,198.1,1118,,,,,
1480C3680,247.9,1419,,,,,
1480C3690,196.4,1319,,,,,
1480C3700,197.1,607,,,,,
1480C3710,226.5,1214,,,,,
1480C3720,363.7,1760,,,,,
1480C3730,157.2,1478,,,,,
1480C3740,464.5,1939,,,,,
1480C3750,287.5,583,,,,,
1480C3760,275.9,537,,,,,
1480C3770,190,1812,,,,,
1480C3780,348.7,1160,,,,,
1480C3790,306.8,781,,,,,
1480C3800,402.6,1889,,,,,
1480C3810,358.9,1267,,,,,
1480C3820,415.7,1053,,,,,
1480C3830,259.2,1657,,,,,
1480C3840,347.2,1265,,,,,
1480C3850,320.7,1107,,,,,
1480C3860,201.5,1837,,,,,
1480C3870,245.4,994,,,,,
1480C3880,280.5,1734,,,,,
1480C3890,271.3,1756,,,,,
1480C3900,256.9,1760,,,,,
1480C3910,280.6,1804,,,,,
1480C3920,433.2,1432,,,,,
1480C3930,274.7,1192,,,,,
1480C3940,254.6,1045,,,,,
1480C3950,217.1,1047,,,,,
1480C3960,238.6,1312,,,,,
1480C3970,252.4,1163,,,,,
1480C3980,460.3,1365,,,,,
1480C3990,210.3,1150,,,,,
1480C4000,224,1014,,,,,
1481A0010,387.6,1549,,,,,
1481C1010,403.3,1040,,,,,
1481C1020,434.9,1074,,,,,
1481C1030,380.3,1216,,,,,
1481C1040,372.2,959,,,,,
1481C1050,352,1235,,,,,
1481C1060,403,1106,,,,,
1481C1070,396.4,968,,,,,
1481C1080,388.9,1022,,,,,
1481C1090,383.1,1110,,,,,
1481C1100,380.2,1330,,,,,
1481C1110,444.2,1265,,,,,
1481C1120,401.1,953,,,,,
1481C1130,325.9,1495,,,,,
1481C1140,402.9,1534,,,,,
1481C1150,342,951,,,,,
1481C1160,354.6,1190,,,,,
1481C1170,380.4,1040,,,,,
1481C1180,338.4,1156,,,,,
1481C1190,348.3,956,,,,,
1481C1200,390.2,2562,,,,,
1481C1210,419.2,1146,,,,,
1481C1220,354.1,1610,,,,,
1481C1230,531.4,1106,,,,,
1481C1240,401.6,1114,,,,,
1481C1250,344.2,1024,,,,,
1481C1260,417,1029,,,,,
1481C1270,367.3,1285,,,,,
1481C1280,456.3,1140,,,,,
1481C1290,477,1021,,,,,
1481C1300,345.5,1443,,,,,
1481C1310,345.4,1607,,,,,
1481C1320,310.9,1041,,,,,
1481C1330,384.3,1696,,,,,
1481C1340,391.5,2188,,,,,
1481C1350,406.6,1107,,,,,
1481C1360,489.7,1474,,,,,
1481C1370,378.9,1767,,,,,
1481C1380,481,1077,,,,,
1481C1390,424.3,1412,,,,,
1481C1400,363.6,1263,,,,,
1482A0010,388.7,834,,,,,
1482A0020,387.2,1451,,,,,
1482A0030,396.3,1770,,,,,
1482A0040,394.4,1227,,,,,
1482A0050,401.1,759,,,,,
1482A0060,412.7,830,,,,,
1482A0070,375.3,733,,,,,
1482A0080,388.2,1157,,,,,
1482B2010,425.9,1164,,,,,
1482B2020,414.6,702,,,,,
1482B2030,386.8,1304,,,,,
1482B2040,403.1,621,,,,,
1482B3010,360.7,1185,,,,,
1482B4010,363.3,1194,,,,,
1482C1010,411.5,1850,,,,,
1482C1020,327.4,1619,,,,,
1482C1030,398.2,1202,,,,,
1482C1040,375.3,1322,,,,,
1482C1050,308.8,1191,,,,,
1482C1060,283.4,1248,,,,,
1482C1070,293.9,891,,,,,
1482C1080,386.8,1144,,,,,
1482C1090,304.1,1493,,,,,
1482C1100,278.7,1069,,,,,
1482C1110,351.2,1418,,,,,
1482C1120,415.4,820,,,,,
1482C1130,370.9,2111,,,,,
1482C1140,383,1351,,,,,
1482C1150,390.8,1437,,,,,
1482C1160,415.2,1709,,,,,
1484A0010,325.8,1238,,,,,
1484A0020,358.3,914,,,,,
1484A0030,334.8,1323,,,,,
1484B2010,305.4,1873,,,,,
1484C1010,293.1,1252,,,,,
1484C1020,302.2,1334,,,,,
1484C1030,251.9,980,,,,,
1484C1040,289.9,1257,,,,,
1484C1050,385.8,1168,,,,,
1485A0010,388.5,2202,,,,,
1485A0020,368.6,881,,,,,
1485A0030,339.7,1256,,,,,
1485A0040,367.9,1426,,,,,
1485A0050,393.8,789,,,,,
1485A0060,365.3,1232,,,,,
1485A0070,362.9,1253,,,,,
1485B2010,352,969,,,,,
1485B2020,391.8,802,,,,,
1485B2030,350,1950,,,,,
1485C1010,405,1088,,,,,
1485C1020,298.4,1620,,,,,
1485C1030,393.6,1372,,,,,
1485C1040,434.8,1269,,,,,
1485C1050,287.4,1655,,,,,
1485C1060,288.5,1444,,,,,
1485C1070,238.6,1713,,,,,
1485C1080,370.1,1033,,,,,
1485C1090,289.4,1931,,,,,
1485C1100,292.9,1237,,,,,
1485C1110,320.2,1018,,,,,
1485C1120,321.6,942,,,,,
1485C1130,256.7,1848,,,,,
1485C1140,390.8,846,,,,,
1485C1150,318.1,1296,,,,,
1485C1160,233.2,1381,,,,,
1485C1170,388.9,997,,,,,
1485C1180,325.4,1336,,,,,
1485C1190,313,1014,,,,,
1485C1200,342.2,1103,,,,,
1485C1210,388.6,1247,,,,,
1485C1220,200.9,1201,,,,,
1485C1230,320.5,913,,,,,
1485C1240,193,990,,,,,
1486A0010,345.6,1373,,,,,
1486A0020,341.3,1718,,,,,
1486A0030,325.4,857,,,,,
1486C1010,331,1072,,,,,
1486C1020,346.8,1425,,,,,
1486C1030,294.1,2049,,,,,
1486C1040,372.8,1531,,,,,
1487A0010,353.4,1324,,,,,
1487A0020,362,600,,,,,
1487A0030,330,1524,,,,,
1487A0040,341.7,1151,,,,,
1487A0050,336.2,1591,,,,,
1487B2010,271,1209,,,,,
1487C1010,367.9,951,,,,,
1487C1020,367.4,1278,,,,,
1487C1030,301.1,1200,,,,,
1487C1040,327.7,1048,,,,,
1487C1050,378.5,1132,,,,,
1487C1060,312.9,1124,,,,,
1487C1070,234.3,1039,,,,,
1487C1080,342.8,1357,,,,,
1487C1090,200.2,1157,,,,,
1487C1100,383.8,1126,,,,,
1487C1110,238,736,,,,,
1487C1120,364.7,1685,,,,,
1487C1130,220.6,990,,,,,
1487C1140,329.1,1110,,,,,
1487C1150,292.9,1802,,,,,
1487C1160,268.2,1154,,,,,
1487C1170,294.3,1256,,,,,
1487C1180,422.4,1330,,,,,
1487C1190,286.6,1414,,,,,
1488A0010,328.2,884,,,,,
1488A0020,369.6,633,,,,,
1488A0030,328.7,1575,,,,,
1488A0040,380.5,1706,,,,,
1488B2010,356.3,1686,,,,,
1488C1010,284.6,1663,,,,,
1488C1020,291.9,1464,,,,,
1488C1030,223.4,1255,,,,,
1488C1040,394.7,1548,,,,,
1488C1050,204.8,1418,,,,,
1488C1060,241.2,1112,,,,,
1488C1070,115.4,610,,,,,
1488C1080,351,1848,,,,,
1488C1090,194.8,850,,,,,
1488C1100,206.3,1105,,,,,
1488C1110,252.2,1815,,,,,
1488C1120,413.2,1274,,,,,
1488C1130,304.8,1683,,,,,
1488C1140,361.4,1445,,,,,
1488C1150,282.1,979,,,,,
1488C1160,270.2,1476,,,,,
1488C1170,332.3,1368,,,,,
1488C1180,308.5,2290,,,,,
1488C1190,330.3,1343,,,,,
1488C1200,415.4,1567,,,,,
1488C1210,374.9,1273,,,,,
1488C1220,279,1301,,,,,
1488C1230,398.6,1926,,,,,
1488C1240,373.8,1157,,,,,
1488C1250,430.1,1026,,,,,
1488C1260,339,1565,,,,,
1488C1270,399.5,1660,,,,,
1489A0010,366,1333,,,,,
1489A0020,363.2,1019,,,,,
1489A0030,347.9,848,,,,,
1489A0040,346.3,1146,,,,,
1489A0050,310.6,1853,,,,,
1489B2010,385.7,1837,,,,,
1489B2020,407.1,1277,,,,,
1489B3010,304.4,1219,,,,,
1489C1010,367.5,1579,,,,,
1489C1020,397.4,1820,,,,,
1489C1030,397.7,1109,,,,,
1489C1040,405.6,1515,,,,,
1489C1050,327.7,1748,,,,,
1489C1060,346.5,1355,,,,,
1489C1070,298.5,1968,,,,,
1489C1080,304.8,1699,,,,,
1489C1090,266.8,1419,,,,,
1489C1100,261.1,1424,,,,,
1489C1110,267.9,1049,,,,,
1489C1120,319.3,998,,,,,
1489C1130,343.9,905,,,,,
1489C1140,346,1405,,,,,
1489C1150,368.1,1166,,,,,
1490A0010,361.7,677,,,,,
1490A0020,341.4,950,,,,,
1490A0030,349.5,1195,,,,,
1490A0040,335.5,827,,,,,
1490A0050,371.6,708,,,,,
1490A0060,352.5,993,,,,,
1490A0070,354.3,1639,,,,,
1490A0080,370.6,976,,,,,
1490A0090,359.2,684,,,,,
1490A0100,324.8,1082,,,,,
1490B2010,337.8,807,,,,,
1490B2020,297.9,776,,,,,
1490B2030,315.5,1183,,,,,
1490B2040,350.8,1094,,,,,
1490B3010,356.9,1123,,,,,
1490B3020,341.6,1180,,,,,
1490B3030,353.7,579,,,,,
1490B4010,354.4,705,,,,,
1490B4020,360,1230,,,,,
1490C1010,351.3,1823,,,,,
1490C1020,264.9,909,,,,,
1490C1030,332.6,1090,,,,,
1490C1040,333.1,1303,,,,,
1490C1050,306.2,1564,,,,,
1490C1060,305.1,859,,,,,
1490C1070,310.9,1298,,,,,
1490C1080,281.4,1015,,,,,
1490C1090,339.7,783,,,,,
1490C1100,355,945,,,,,
1490C1110,256.3,1299,,,,,
1490C1120,327.6,2106,,,,,
1490C1130,331.9,1256,,,,,
1490C1140,327.3,1234,,,,,
1490C1150,399.7,1660,,,,,
1490C1160,373.5,896,,,,,
1490C1170,371.1,1622,,,,,
1490C1180,301.1,1045,,,,,
1490C1190,338,1519,,,,,
1490C1200,350.2,1118,,,,,
1490C1210,223.8,1083,,,,,
1490C1220,319.4,1356,,,,,
1490C1230,380,1191,,,,,
1490C1240,301.1,884,,,,,
1490C1250,291,785,,,,,
1490C1260,346.8,1290,,,,,
1490C1270,298.6,1086,,,,,
1490C1280,360.6,802,,,,,
1490C1290,209.8,1336,,,,,
1490C1300,203,1644,,,,,
1490C1310,424.7,1005,,,,,
1490C1320,301.7,1257,,,,,
1490C1330,335.3,862,,,,,
1490C1340,185.9,964,,,,,
1490C1350,238.1,1111,,,,,
1490C1360,347.5,918,,,,,
1490C1370,211.3,1180,,,,,
1490C1380,359.1,763,,,,,
1490C1390,372.7,888,,,,,
1490C1400,404.6,1244,,,,,
1490C1410,330.6,1332,,,,,
1490C1420,295.9,1340,,,,,
1490C1430,347.9,1399,,,,,
1490C1440,381.4,1139,,,,,
1490C1450,389.3,1583,,,,,
1490C1460,298.4,1270,,,,,
1490C1470,221.7,806,,,,,
1490C1480,255.1,897,,,,,
1490C1490,292.7,710,,,,,
1490C1500,252.7,1508,,,,,
1490C1510,256.6,813,,,,,
1490C1520,264.3,1590,,,,,
1490C1530,329.9,1458,,,,,
1490C1540,381.2,1205,,,,,
1490C1550,400.3,708,,,,,
1490C1560,319.3,977,,,,,
1490C1570,378.3,1225,,,,,
1490C1580,271.4,881,,,,,
1491A0010,310.5,2004,,,,,
1491A0020,332.3,1835,,,,,
1491A0030,330,1126,,,,,
1491A0040,333.1,1910,,,,,
1491A0050,331.8,1595,,,,,
1491A0060,303.9,659,,,,,
1491B2010,276.9,964,,,,,
1491C1010,338.1,1289,,,,,
1491C1020,364.3,1446,,,,,
1491C1030,358.9,1241,,,,,
1491C1040,280.2,1571,,,,,
1491C1050,316.9,1326,,,,,
1491C1060,334.2,1051,,,,,
1491C1070,304.6,1199,,,,,
1492A0010,287.4,1631,,,,,
1492A0020,322.6,794,,,,,
1492C1010,290.7,1404,,,,,
1492C1020,299.6,1331,,,,,
1492C1030,229.4,1730,,,,,
1492C1040,321.9,1456,,,,,
1492C1050,341.3,1170,,,,,
1493A0010,344.7,1492,,,,,
1493A0020,331.2,1193,,,,,
1493A0030,330.3,1491,,,,,
1493A0040,294.8,1232,,,,,
1493C1010,337.1,674,,,,,
1493C1020,325.8,1064,,,,,
1493C1030,359,858,,,,,
1493C1040,301.8,962,,,,,
1493C1050,265,1986,,,,,
1493C1060,275,1451,,,,,
1493C1070,304.6,1266,,,,,
1493C1080,321.9,1823,,,,,
1493C1090,303.3,1097,,,,,
1493C1100,367.6,1488,,,,,
1493C1110,311.6,1273,,,,,
1494A0010,311.1,1040,,,,,
1494A0020,352.8,1593,,,,,
1494A0030,333.8,1245,,,,,
1494A0040,360.2,786,,,,,
1494A0050,347.5,1573,,,,,
1494A0060,360.2,987,,,,,
1494A0070,330.2,1372,,,,,
1494B2010,341.9,853,,,,,
1494C1010,374.1,1374,,,,,
1494C1020,312.3,1350,,,,,
1494C1030,316,1431,,,,,
1494C1040,260.2,1493,,,,,
1494C1050,320.2,1772,,,,,
1494C1060,304.9,1461,,,,,
1494C1070,317.3,1227,,,,,
1494C1080,351.2,1341,,,,,
1494C1090,390.3,1198,,,,,
1494C1100,342.7,1501,,,,,
1494C1110,305.9,1539,,,,,
1494C1120,296.1,1586,,,,,
1494C1130,268.9,1368,,,,,
1494C1140,377.9,1194,,,,,
1494C1150,387.8,2015,,,,,
1495A0010,348.8,1262,,,,,
1495A0020,333.3,1612,,,,,
1495A0030,357.9,1571,,,,,
1495B2010,309.8,933,,,,,
1495C1010,343,896,,,,,
1495C1020,282.4,1334,,,,,
1495C1030,302.7,1091,,,,,
1495C1040,317.3,898,,,,,
1495C1050,257.6,1553,,,,,
1495C1060,342.4,1282,,,,,
1495C1070,328,1913,,,,,
1496A0010,345.3,1243,,,,,
1496A0020,372,930,,,,,
1496A0030,364.9,1656,,,,,
1496A0040,362.5,969,,,,,
1496A0050,378.6,1120,,,,,
1496A0060,353.5,1605,,,,,
1496A0070,340,969,,,,,
1496B2010,376.7,1051,,,,,
1496B3010,270.5,856,,,,,
1496C1010,334.8,1484,,,,,
1496C1020,411.5,1358,,,,,
1496C1030,393.2,1436,,,,,
1496C1040,320.8,1138,,,,,
1496C1050,370.9,1803,,,,,
1496C1060,387.1,1385,,,,,
1496C1070,315.5,1939,,,,,
1496C1080,342.4,1569,,,,,
1496C1090,250.1,1933,,,,,
1496C1100,352.5,1953,,,,,
1496C1110,295.5,934,,,,,
1496C1120,277.7,1730,,,,,
1496C1130,273.7,1393,,,,,
1496C1140,354.6,1123,,,,,
1496C1150,350.2,1347,,,,,
1496C1160,345.2,1792,,,,,
1496C1170,380.4,2023,,,,,
1496C1180,391,2156,,,,,
1496C1190,475.3,675,,,,,
1496C1200,212.3,1609,,,,,
1496C1210,318.2,1233,,,,,
1496C1220,302.9,1499,,,,,
1497A0010,324.6,1428,,,,,
1497A0020,331.8,685,,,,,
1497C1010,337.7,1463,,,,,
1497C1020,337.6,1108,,,,,
1497C1030,267.8,1214,,,,,
1497C1040,301.1,1296,,,,,
1498A0010,328,1351,,,,,
1498A0020,321.1,1391,,,,,
1498A0030,349.2,664,,,,,
1498C1010,285.5,1392,,,,,
1498C1020,305,1450,,,,,
1498C1030,360.4,873,,,,,
1498C1040,275.7,1548,,,,,
1498C1050,318.8,1269,,,,,
1499A0010,316.8,1345,,,,,
1499A0020,331.6,1821,,,,,
1499A0030,323.5,925,,,,,
1499A0040,338.1,858,,,,,
1499A0050,334.5,1294,,,,,
1499A0060,346.7,1206,,,,,
1499A0070,369.4,635,,,,,
1499B2010,301.8,1426,,,,,
1499B3010,272.9,1264,,,,,
1499B4010,310.9,735,,,,,
1499C1010,308.3,2074,,,,,
1499C1020,298.3,1216,,,,,
1499C1030,292.5,1821,,,,,
1499C1040,286.4,1405,,,,,
1499C1050,247.8,1382,,,,,
1499C1060,351.9,1622,,,,,
1499C1070,380,1290,,,,,
1499C1080,266.4,1986,,,,,
1499C1090,235.5,714,,,,,
1715A0010,319,750,,,,,
1715A0020,334.2,767,,,,,
1715A0030,340.4,1289,,,,,
1715C1010,297.4,1714,,,,,
1715C1020,276.1,1706,,,,,
1715C1030,352,1570,,,,,
1715C1040,358.5,1351,,,,,
1730A0010,282.1,1245,,,,,
1730A0020,341.1,909,,,,,
1730A0030,333.1,1420,,,,,
1730B2010,280.9,1100,,,,,
1730C1010,290.7,1896,,,,,
1737A0010,343.1,727,,,,,
1737A0020,289.9,877,,,,,
1737A0030,316.7,1347,,,,,
1737A0040,267.5,1287,,,,,
1737A0050,278.4,871,,,,,
1737C1010,316.9,1261,,,,,
1737C1020,293,1178,,,,,
1737C1030,318.2,1584,,,,,
1760A0010,331.2,1536,,,,,
1760C1010,272.5,1586,,,,,
1761A0010,422.3,960,,,,,
1761C1010,313.4,1641,,,,,
1761C1020,409.2,1257,,,,,
1761C1030,402.4,1229,,,,,
1761C1040,281.4,1418,,,,,
1761C1050,286.6,1409,,,,,
1761C1060,454.9,1319,,,,,
1761C1070,461.1,1399,,,,,
1761C1080,413.8,1416,,,,,
1762A0010,311.8,530,,,,,
1762C1010,319,826,,,,,
1762C1020,263.8,1558,,,,,
1763A0010,336.9,1395,,,,,
1763B2010,277.4,1377,,,,,
1763B2020,297.6,873,,,,,
1763C1010,298.3,1824,,,,,
1763C1020,353.5,1749,,,,,
1763C1030,318.1,1459,,,,,
1764A0010,289.4,935,,,,,
1764A0020,335,1399,,,,,
1764C1010,285.3,837,,,,,
1764C1020,322.4,1198,,,,,
1764C1030,294,754,,,,,
1764C1040,263.5,1168,,,,,
1764C1050,304.9,816,,,,,
1765A0010,312.7,774,,,,,
1765A0020,318.7,1095,,,,,
1765A0030,333.2,1150,,,,,
1765A0040,362.3,993,,,,,
1765B2010,337.5,1020,,,,,
1765C1010,321.7,801,,,,,
1765C1020,318.2,612,,,,,
1765C1030,258.5,1230,,,,,
1766A0010,326.7,1435,,,,,
1766A0020,332.7,669,,,,,
1766A0030,328.9,1535,,,,,
1766A0040,287.6,967,,,,,
1766A0050,312.6,797,,,,,
1766A0060,308.9,1020,,,,,
1766C1010,307.4,1306,,,,,
1766C1020,288.5,974,,,,,
1766C1030,260.6,1026,,,,,
1766C1040,313.4,811,,,,,
1780A0010,386.1,898,,,,,
1780A0020,317.5,1566,,,,,
1780A0030,383.9,986,,,,,
1780A0040,359.1,1090,,,,,
1780A0050,382.7,731,,,,,
1780A0060,326.9,1327,,,,,
1780B2010,274.1,1016,,,,,
1780B2020,277.1,1482,,,,,
1780B3010,279.3,1705,,,,,
1780B4010,309.7,750,,,,,
1780C1010,376.9,1679,,,,,
1780C1020,273.6,1509,,,,,
1780C1030,359.2,1940,,,,,
1780C1040,354.4,4218,,,,,
1780C1050,357.4,1513,,,,,
1780C1060,343.1,1318,,,,,
1780C1070,404.5,1419,,,,,
1780C1080,329.9,1547,,,,,
1780C1090,324.4,1369,,,,,
1780C1100,299.3,1531,,,,,
1780C1110,243.7,1483,,,,,
1780C1120,342.7,1413,,,,,
1780C1130,341.2,1577,,,,,
1780C1140,327.5,1494,,,,,
1780C1150,268.1,1517,,,,,
1780C1160,249.1,1305,,,,,
1780C1170,367,1567,,,,,
1780C1180,247,1458,,,,,
1780C1190,398.2,1462,,,,,
1780C1200,324.1,1582,,,,,
1780C1210,340,1552,,,,,
1780C1220,332,1415,,,,,
1780C1230,361.8,1482,,,,,
1780C1240,400,1293,,,,,
1780C1250,218.5,1488,,,,,
1780C1260,405.4,985,,,,,
1780C1270,242.7,1423,,,,,
1780C1280,408.6,749,,,,,
1780C1290,319,1435,,,,,
1780C1300,135.1,1241,,,,,
1780C1310,411.5,1154,,,,,
1780C1320,241.2,1378,,,,,
1780C1330,209.4,1131,,,,,
1780C1340,242.9,1622,,,,,
1780C1350,424.5,1004,,,,,
1780C1360,356.5,1312,,,,,
1780C1370,159,1902,,,,,
1780C1380,368.9,1667,,,,,
1780C1390,433.2,1571,,,,,
1780C1400,417.3,1805,,,,,
1780C1410,350,920,,,,,
1780C1420,391.3,1640,,,,,
1780C1430,394.7,669,,,,,
1781A0010,290.3,1618,,,,,
1781A0020,344.4,835,,,,,
1781A0030,335.9,1088,,,,,
1781B2010,268.5,859,,,,,
1781C1010,283.2,1614,,,,,
1781C1020,264.5,1535,,,,,
