deso,bilar_i_trafik,,"Personbilar i trafik efter år, region och status"
1267C1060,1075,,
1267C1070,576,,
1270A0010,1499,,
1270A0020,1349,,
1270A0030,1203,,
1270C1010,1240,,
1270C1020,691,,
1270C1030,477,,
1270C1040,1238,,
1272A0010,864,,
1272B2010,771,,
1272B3010,828,,
1272C1010,1277,,
1272C1020,1157,,
1272C1030,906,,
1272C1040,842,,
1273A0010,619,,
1273A0020,816,,
1273A0030,753,,
1273B2010,976,,
1273C1010,867,,
1273C1020,768,,
1273C1030,645,,
1273C1040,747,,
1273C1050,758,,
1275A0010,829,,
1275C1010,632,,
1275C1020,528,,
1275C1030,698,,
1275C1040,682,,
1276A0010,1121,,
1276A0020,628,,
1276A0030,911,,
1276B2010,1299,,
1276B3010,1166,,
1276C1010,1199,,
1276C1020,969,,
1276C1030,884,,
1276C1040,926,,
1276C1050,629,,
1277A0010,518,,
1277B2010,1335,,
1277B3010,1081,,
1277C1010,478,,
1277C1020,756,,
1277C1030,1137,,
1277C1040,544,,
1277C1050,802,,
1277C1060,535,,
1277C1070,771,,
1278A0010,1106,,
1278A0020,1244,,
1278B2010,723,,
1278B2020,524,,
1278B2030,621,,
1278B3010,696,,
1278C1010,1094,,
1278C1020,1052,,
1278C1030,1634,,
1280C1010,933,,
1280C1020,601,,
1280C1030,842,,
1280C1040,958,,
1280C1050,1251,,
1280C1060,651,,
1280C1070,716,,
1280C1080,627,,
1280C1090,983,,
1280C1100,728,,
1280C1110,957,,
1280C1120,446,,
1280C1130,899,,
1280C1140,629,,
1280C1150,500,,
1280C1160,673,,
1280C1170,790,,
1280C1180,703,,
1280C1190,953,,
1280C1200,564,,
1280C1210,526,,
1280C1220,700,,
1280C1230,612,,
1280C1240,437,,
1280C1250,759,,
1280C1260,480,,
1280C1270,1123,,
1280C1280,706,,
1280C1290,451,,
1280C1300,538,,
1280C1310,402,,
1280C1320,362,,
1280C1330,545,,
1280C1340,1130,,
1280C1350,382,,
1280C1360,562,,
1280C1370,891,,
1280C1380,566,,
1280C1390,677,,
1280C1400,800,,
1280C1410,558,,
1280C1420,585,,
1280C1430,394,,
1280C1440,1132,,
1280C1450,774,,
1280C1460,416,,
1280C1470,419,,
1280C1480,264,,
1280C1490,487,,
1280C1500,557,,
1280C1510,799,,
1280C1520,436,,
1280C1530,386,,
1280C1540,645,,
1280C1550,944,,
1280C1560,682,,
1280C1570,408,,
1280C1580,580,,
1280C1590,611,,
1280C1600,273,,
1280C1610,621,,
1280C1620,471,,
1280C1630,597,,
1280C1640,664,,
1280C1650,499,,
1280C1660,594,,
1280C1670,587,,
1280C1680,406,,
1280C1690,223,,
1280C1700,416,,
1280C1710,283,,
1280C1720,332,,
1280C1730,715,,
1280C1740,337,,
1280C1750,317,,
1280C1760,264,,
1280C1770,311,,
1280C1780,642,,
1280C1790,526,,
1280C1800,297,,
1280C1810,667,,
1280C1820,607,,
1280C1830,310,,
1280C1840,366,,
1280C1850,518,,
1280C1860,711,,
1280C1870,524,,
1280C1880,89,,
1280C1890,301,,
1280C1900,663,,
1280C1910,207,,
1280C1920,439,,
1280C1930,340,,
1280C1940,430,,
1280C1950,660,,
1280C1960,347,,
1280C1970,204,,
1280C1980,332,,
1280C1990,763,,
1280C2000,466,,
1280C2010,705,,
1280C2020,300,,
1280C2030,334,,
1280C2040,756,,
1280C2050,438,,
1280C2060,309,,
1280C2070,466,,
1280C2080,2448,,
1280C2090,270,,
1280C2100,219,,
1280C2110,254,,
1280C2120,901,,
1280C2130,506,,
1280C2140,172,,
1280C2150,418,,
1280C2160,376,,
1280C2170,336,,
1280C2180,403,,
1280C2190,380,,
1280C2200,371,,
1280C2210,957,,
1280C2220,281,,
1280C2230,215,,
1280C2240,310,,
1280C2250,369,,
1280C2260,254,,
1280C2270,452,,
1280C2280,597,,
1280C2290,293,,
1280C2300,460,,
1280C2310,316,,
1280C2320,626,,
1280C2330,545,,
1280C2340,749,,
1280C2350,352,,
1280C2360,471,,
1280C2370,388,,
1280C2380,385,,
1280C2390,301,,
1280C2400,313,,
1280C2410,475,,
1280C2420,382,,
1280C2430,352,,
1280C2440,479,,
1280C2450,411,,
1280C2460,412,,
1280C2470,355,,
1280C2480,293,,
1280C2490,481,,
1280C2500,352,,
1280C2510,360,,
1280C2520,488,,
1280C2530,835,,
1280C2540,332,,
1280C2550,678,,
1280C2560,227,,
1280C2570,343,,
1280C2580,261,,
1280C2590,506,,
1280C2600,1161,,
1280C2610,760,,
1280C2620,490,,
1280C2630,628,,
1280C2640,430,,
1280C2650,422,,
1280C2660,328,,
1280C2670,390,,
1280C2680,356,,
1280C2690,381,,
1280C2700,434,,
1280C2710,505,,
1280C2720,309,,
1280C2730,314,,
1280C2740,672,,
1280C2750,402,,
1280C2760,411,,
1280C2770,329,,
1280C2780,288,,
1280C2790,253,,
1280C2800,410,,
1280C2810,419,,
1280C2820,345,,
1280C2830,420,,
1280C2840,508,,
1280C2850,567,,
1280C2860,428,,
1280C2870,1304,,
1280C2880,1097,,
1280C2890,430,,
1280C2900,387,,
1280C2910,584,,
1280C2920,400,,
1281A0010,573,,
1281A0020,1424,,
1281A0030,963,,
1281A0040,749,,
1281B2010,997,,
1281B2020,598,,
1281B2030,752,,
1281B2040,991,,
1281B3010,595,,
1281B3020,864,,
1281B3030,593,,
1281B3040,947,,
1281B4010,852,,
1281B4020,907,,
1281B4030,951,,
1281B5010,1054,,
1281B5020,532,,
1281C1010,576,,
1281C1020,619,,
1281C1030,912,,
1281C1040,317,,
1281C1050,561,,
1281C1060,604,,
1281C1070,611,,
1281C1080,470,,
1281C1090,328,,
1281C1100,563,,
1281C1110,564,,
1281C1120,110,,
1281C1130,294,,
1281C1140,636,,
1281C1150,446,,
1281C1160,632,,
1281C1170,251,,
1281C1180,406,,
1281C1190,638,,
1281C1200,385,,
1281C1210,385,,
1281C1220,479,,
1281C1230,750,,
1281C1240,327,,
1281C1250,447,,
1281C1260,373,,
1281C1270,519,,
1281C1280,443,,
1281C1290,560,,
1281C1300,319,,
1281C1310,331,,
1281C1320,607,,
1281C1330,487,,
1281C1340,446,,
1281C1350,167,,
1281C1360,312,,
1281C1370,221,,
1281C1380,452,,
1281C1390,512,,
1281C1400,549,,
1281C1410,348,,
1281C1420,283,,
1281C1430,894,,
1281C1440,48,,
1281C1450,12,,
1281C1460,665,,
1281C1470,461,,
1281C1480,356,,
1281C1490,580,,
1281C1500,343,,
1281C1510,868,,
1281C1520,632,,
1281C1530,445,,
1281C1540,475,,
1281C1550,838,,
1281C1560,685,,
1281C1570,328,,
1282A0010,1602,,
1282B2010,1242,,
1282B3010,999,,
1282C1010,1277,,
1282C1020,1419,,
1282C1030,586,,
1282C1040,852,,
1282C1050,803,,
1282C1060,587,,
1282C1070,593,,
1282C1080,688,,
1282C1090,663,,
1282C1100,758,,
1282C1110,645,,
1282C1120,607,,
1282C1130,626,,
1282C1140,440,,
1282C1150,335,,
1282C1160,806,,
1282C1170,301,,
1282C1180,995,,
1282C1190,1351,,
1282C1200,702,,
1283A0010,801,,
1283A0020,780,,
1283A0030,1158,,
1283A0040,707,,
1283B2010,905,,
1283B2020,1259,,
1283B2030,834,,
1283B3010,1049,,
1283B4010,696,,
1283B5010,567,,
1283C1010,772,,
1283C1020,778,,
1283C1030,736,,
1283C1040,928,,
1283C1050,784,,
1283C1060,538,,
1283C1070,529,,
1283C1080,749,,
1283C1090,552,,
1283C1100,757,,
1283C1110,783,,
1283C1120,748,,
1283C1130,489,,
1283C1140,1004,,
1283C1150,670,,
1283C1160,913,,
1283C1170,769,,
1283C1180,766,,
1283C1190,848,,
1283C1200,613,,
1283C1210,625,,
1283C1220,1250,,
1283C1230,396,,
1283C1240,417,,
1283C1250,497,,
1283C1260,633,,
1283C1270,643,,
1283C1280,380,,
1283C1290,527,,
1283C1300,837,,
1283C1310,522,,
1283C1320,760,,
1283C1330,423,,
1283C1340,551,,
1283C1350,545,,
1283C1360,829,,
1283C1370,668,,
1283C1380,644,,
1283C1390,617,,
1283C1400,783,,
1283C1410,784,,
1283C1420,566,,
1283C1430,737,,
1283C1440,652,,
1283C1450,490,,
1283C1460,577,,
1283C1470,587,,
1283C1480,773,,
1283C1490,693,,
1283C1500,627,,
1283C1510,696,,
1283C1520,895,,
1283C1530,930,,
1283C1540,415,,
1283C1550,391,,
1283C1560,575,,
1283C1570,613,,
1283C1580,950,,
1283C1590,985,,
1283C1600,639,,
1283C1610,1062,,
1283C1620,582,,
1283C1630,1381,,
1283C1640,776,,
1283C1650,628,,
1283C1660,945,,
1283C1670,1026,,
1283C1680,438,,
1283C1690,1073,,
1283C1700,897,,
1284A0010,1066,,
1284A0020,953,,
1284A0030,522,,
1284B2010,526,,
1284B2020,800,,
1284C1010,663,,
1284C1020,1135,,
1284C1030,752,,
1284C1040,562,,
1284C1050,809,,
1284C1060,986,,
1284C1070,1036,,
1284C1080,766,,
1284C1090,913,,
1284C1100,893,,
1284C1110,728,,
1284C1120,1041,,
1285A0010,1345,,
1285A0020,502,,
1285A0030,419,,
1285A0040,911,,
1285A0050,791,,
1285A0060,683,,
1285A0070,605,,
1285B2010,956,,
1285B3010,720,,
1285B4010,646,,
1285B5010,617,,
1285C1010,777,,
1285C1020,923,,
1285C1030,770,,
1285C1040,999,,
1285C1050,603,,
1285C1060,934,,
1285C1070,1103,,
1285C1080,1060,,
1285C1090,874,,
1286A0010,721,,
1286A0020,817,,
1286A0030,916,,
1286A0040,680,,
1286A0050,636,,
1286A0060,512,,
1286B2010,934,,
1286B2020,647,,
1286C1010,691,,
1286C1020,747,,
1286C1030,769,,
1286C1040,1605,,
1286C1050,647,,
1286C1060,924,,
1286C1070,1034,,
1286C1080,1008,,
1286C1090,690,,
1286C1100,447,,
1286C1110,942,,
1287A0010,1093,,
1287A0020,1057,,
1287A0030,833,,
1287A0040,977,,
1287A0050,841,,
1287B2010,713,,
1287B2020,1061,,
1287B3010,1078,,
1287C1010,1272,,
1287C1020,928,,
1287C1030,695,,
1287C1040,437,,
1287C1050,579,,
1287C1060,863,,
1287C1070,779,,
1287C1080,581,,
1287C1090,958,,
1287C1100,1116,,
1287C1110,695,,
1287C1120,669,,
1287C1130,522,,
1287C1140,476,,
1287C1150,550,,
1287C1160,994,,
1287C1170,1091,,
1287C1180,1038,,
1287C1190,758,,
1290A0010,657,,
1290A0020,963,,
1290A0030,951,,
1290A0040,1197,,
1290A0050,1077,,
1290A0060,554,,
1290A0070,678,,
1290A0080,1430,,
1290A0090,1130,,
1290A0100,620,,
1290A0110,1346,,
1290B2010,1448,,
1290B2020,630,,
1290B2030,938,,
1290B2040,1019,,
1290B2050,1262,,
1290B2060,814,,
1290B3010,1135,,
1290B3020,776,,
1290B4010,1076,,
1290B5010,919,,
1290B6010,783,,
1290B7010,787,,
1290B8010,577,,
1290C1010,564,,
1290C1020,1260,,
1290C1030,924,,
1290C1040,668,,
1290C1050,1236,,
1290C1060,665,,
1290C1070,814,,
1290C1080,820,,
1290C1090,789,,
1290C1100,717,,
1290C1110,1065,,
1290C1120,716,,
1290C1130,645,,
1290C1140,624,,
1290C1150,743,,
1290C1160,722,,
1290C1170,689,,
1290C1180,1225,,
1290C1190,683,,
1290C1200,643,,
1290C1210,869,,
1290C1220,445,,
1290C1230,527,,
1291A0010,890,,
1291A0020,526,,
1291A0030,681,,
1291A0040,813,,
1291A0050,644,,
1291A0060,585,,
1291A0070,709,,
1291B2010,598,,
1291B3010,560,,
1291B4010,571,,
1291B5010,503,,
1291C1010,651,,
1291C1020,1072,,
1291C1030,721,,
1291C1040,1006,,
1292A0010,572,,
1292A0020,843,,
1292A0030,1515,,
1292A0040,1195,,
1292B2010,1164,,
1292B2020,979,,
1292B3010,555,,
1292B3020,570,,
1292B4010,784,,
1292C1010,1022,,
1292C1020,1155,,
1292C1030,807,,
1292C1040,1070,,
1292C1050,755,,
1292C1060,1073,,
1292C1070,728,,
1292C1080,837,,
1292C1090,585,,
1292C1100,957,,
1292C1110,1136,,
1292C1120,950,,
1292C1130,852,,
1292C1140,1115,,
1292C1150,1213,,
1293A0010,991,,
1293A0020,1057,,
1293A0030,955,,
1293A0040,846,,
1293A0050,888,,
1293A0060,813,,
1293A0070,631,,
1293A0080,851,,
1293B2010,673,,
1293B2020,887,,
1293B2030,822,,
1293B3010,638,,
1293B3020,1059,,
1293B3030,545,,
1293B4010,669,,
1293B4020,844,,
1293B5010,826,,
1293B6010,893,,
1293B7010,869,,
1293B8010,633,,
1293C1010,921,,
1293C1020,701,,
1293C1030,503,,
1293C1040,624,,
1293C1050,720,,
1293C1060,586,,
1293C1070,1181,,
1293C1080,791,,
1293C1090,925,,
1293C1100,600,,
1293C1110,687,,
1293C1120,928,,
1293C1130,841,,
1315A0010,666,,
1315A0020,799,,
1315A0030,678,,
1315A0040,839,,
1315B2010,671,,
1315C1010,1097,,
1315C1020,751,,
1380A0010,1054,,
1380A0020,1177,,
1380A0030,1008,,
1380A0040,884,,
1380A0050,726,,
1380A0060,740,,
1380A0070,790,,
1380B2010,1333,,
1380B2020,872,,
1380B2030,1215,,
1380B3010,1094,,
1380B4010,962,,
1380C1010,781,,
1380C1020,946,,
1380C1030,694,,
1380C1040,941,,
1380C1050,937,,
1380C1060,853,,
1380C1070,587,,
1380C1080,685,,
1380C1090,594,,
1380C1100,907,,
1380C1110,826,,
1380C1120,912,,
1380C1130,486,,
1380C1140,1126,,
1380C1150,719,,
1380C1160,770,,
1380C1170,529,,
1380C1180,1150,,
1380C1190,849,,
1380C1200,380,,
1380C1210,583,,
1380C1220,599,,
1380C1230,874,,
1380C1240,515,,
1380C1250,1128,,
1380C1260,925,,
1380C1270,657,,
1380C1280,952,,
1380C1290,700,,
1380C1300,600,,
1380C1310,754,,
1380C1320,791,,
1380C1330,1063,,
1380C1340,872,,
1380C1350,722,,
1380C1360,948,,
1380C1370,974,,
1380C1380,1265,,
1380C1390,723,,
1380C1400,714,,
1380C1410,990,,
1380C1420,913,,
1380C1430,1143,,
1380C1440,663,,
1381A0010,829,,
1381A0020,937,,
1381A0030,859,,
1381A0040,1015,,
1381A0050,1135,,
1381A0060,649,,
1381B2010,1447,,
1381B2020,1661,,
1381B3010,481,,
1381B3020,817,,
1381B4010,669,,
1381B5010,647,,
1381C1010,1209,,
1381C1020,1136,,
1381C1030,1089,,
1381C1040,618,,
1382A0010,1247,,
1382A0020,985,,
1382A0030,1462,,
1382A0040,759,,
1382A0050,985,,
1382A0060,682,,
1382A0070,737,,
1382A0080,829,,
1382A0090,835,,
1382B2010,803,,
1382B3010,587,,
1382C1010,935,,
1382C1020,1626,,
1382C1030,1143,,
1382C1040,653,,
1382C1050,726,,
1382C1060,890,,
1382C1070,1038,,
1382C1080,559,,
1382C1090,832,,
1382C1100,964,,
1382C1110,487,,
1382C1120,828,,
1382C1130,743,,
1382C1140,662,,
1382C1150,1624,,
1382C1160,558,,
1383A0010,795,,
1383A0020,1035,,
1383A0030,1451,,
1383A0040,690,,
1383A0050,972,,
1383A0060,679,,
1383A0070,1219,,
1383A0080,962,,
1383A0090,1128,,
1383B2010,994,,
1383B2020,674,,
1383B3010,567,,
1383B3020,738,,
1383B4010,1148,,
1383B5010,1355,,
1383B6010,637,,
1383B6020,555,,
1383C1010,761,,
1383C1020,946,,
1383C1030,553,,
1383C1040,662,,
1383C1050,1173,,
1383C1060,819,,
1383C1070,722,,
1383C1080,921,,
1383C1090,817,,
1383C1100,984,,
1383C1110,816,,
1383C1120,1122,,
1383C1130,805,,
1383C1140,596,,
1383C1150,1225,,
1383C1160,1024,,
1383C1170,874,,
1383C1180,878,,
1383C1190,1383,,
1383C1200,1146,,
1384A0010,699,,
1384A0020,1197,,
1384A0030,960,,
1384A0040,1150,,
1384A0050,829,,
1384B2010,988,,
1384B2020,608,,
1384B2030,1157,,
1384B2040,982,,
1384B2050,1138,,
1384B3010,731,,
1384B3020,1098,,
1384C1010,1223,,
1384C1020,1225,,
1384C1030,982,,
1384C1040,997,,
1384C1050,1285,,
1384C1060,1046,,
1384C1070,1219,,
1384C1080,1031,,
1384C1090,857,,
1384C1100,826,,
1384C1110,1038,,
1384C1120,982,,
1384C1130,576,,
1384C1140,767,,
1384C1150,686,,
1384C1160,967,,
1384C1170,508,,
1384C1180,807,,
1384C1190,575,,
1384C1200,728,,
1384C1210,833,,
1384C1220,979,,
1384C1230,662,,
1384C1240,923,,
1384C1250,1349,,
1384C1260,1130,,
1384C1270,1078,,
1384C1280,901,,
1384C1290,1071,,
1384C1300,533,,
1384C1310,840,,
1384C1320,926,,
1401A0010,1364,,
1401A0020,953,,
1401B2010,735,,
1401B2020,636,,
1401B3010,916,,
1401C1010,829,,
1401C1020,797,,
1401C1030,615,,
1401C1040,947,,
1401C1050,877,,
1401C1060,776,,
1401C1070,556,,
1401C1080,912,,
1401C1090,662,,
1401C1100,664,,
1401C1110,798,,
1401C1120,693,,
1401C1130,903,,
1401C1140,937,,
1401C1150,1145,,
1401C1160,667,,
1402C1010,1029,,
1402C1020,1065,,
1402C1030,848,,
1402C1040,856,,
1402C1050,824,,
1402C1060,907,,
1402C1070,682,,
1402C1080,679,,
1402C1090,803,,
1402C1100,926,,
1402C1110,893,,
1402C1120,560,,
1402C1130,907,,
1402C1140,597,,
1402C1150,738,,
1402C1160,1090,,
1402C1170,849,,
1402C1180,927,,
1407A0010,435,,
1407A0020,754,,
1407A0030,604,,
1407C1010,712,,
1407C1020,874,,
1407C1030,705,,
1407C1040,821,,
1407C1050,789,,
1415A0010,824,,
1415A0020,1363,,
1415A0030,836,,
1415C1010,1100,,
1415C1020,1116,,
1415C1030,948,,
1415C1040,860,,
1415C1050,753,,
1415C1060,680,,
1415C1070,759,,
1415C1080,791,,
1415C1090,928,,
1415C1100,1118,,
1415C1110,884,,
1415C1120,939,,
1419A0010,923,,
1419A0020,672,,
1419A0030,987,,
1419B2010,1172,,
1419B2020,855,,
1419B3010,892,,
1419C1010,929,,
1419C1020,597,,
1419C1030,1060,,
1419C1040,915,,
1421A0010,830,,
1421A0020,647,,
1421A0030,687,,
1421A0040,631,,
1421A0050,772,,
1421A0060,881,,
1421B2010,1224,,
1421B3010,626,,
1421B4010,644,,
1421B5010,873,,
1421C1010,603,,
1421C1020,729,,
1427A0010,694,,
1427A0020,685,,
1427A0030,991,,
1427B2010,1478,,
1427C1010,1119,,
1430A0010,1129,,
1430A0020,851,,
1430A0030,1001,,
1430A0040,955,,
1430C1010,1284,,
1430C1020,1030,,
1435A0010,1109,,
1435A0020,1022,,
1435A0030,1028,,
1435A0040,1227,,
1435A0050,1014,,
1435B2010,1156,,
1435C1010,909,,
1438A0010,1106,,
1438C1010,508,,
1438C1020,1104,,
1439A0010,1087,,
1439A0020,1349,,
1439C1010,794,,
1439C1020,679,,
1440A0010,1403,,
1440A0020,1143,,
1440B2010,725,,
1440B2020,727,,
1440B2030,786,,
1440B2040,657,,
1440B3010,602,,
1440C1010,874,,
1440C1020,711,,
1440C1030,757,,
1440C1040,713,,
1440C1050,984,,
1440C1060,1050,,
1440C1070,1189,,
1440C1080,894,,
1440C1090,742,,
1440C1100,1206,,
1441A0010,1464,,
1441B2010,1300,,
1441B2020,591,,
1441B2030,968,,
1441B2040,1066,,
1441B3010,471,,
1441B4010,526,,
1441C1010,758,,
1441C1020,703,,
1441C1030,971,,
1441C1040,878,,
1441C1050,950,,
1441C1060,573,,
1441C1070,831,,
1441C1080,845,,
1441C1090,872,,
1441C1100,573,,
1441C1110,880,,
1441C1120,911,,
1441C1130,459,,
1441C1140,772,,
1441C1150,775,,
1441C1160,786,,
1441C1170,757,,
1442A0010,1334,,
1442A0020,948,,
1442A0030,1411,,
1442C1010,561,,
1442C1020,767,,
1442C1030,752,,
1442C1040,619,,
1443A0010,585,,
1443A0020,1023,,
1443A0030,749,,
1443B2010,532,,
1443C1010,965,,
1443C1020,1293,,
1444A0010,813,,
1444A0020,896,,
1444C1010,833,,
1444C1020,764,,
1445A0010,1426,,
1445A0020,1040,,
1445C1010,1019,,
1446A0010,725,,
1446A0020,627,,
1446B2010,660,,
1446C1010,1058,,
1446C1020,973,,
1447A0010,553,,
1447A0020,889,,
1447B2010,831,,
1447C1010,620,,
1452A0010,563,,
1452A0020,1018,,
1452A0030,726,,
1452A0040,1060,,
1452B2010,872,,
1452B3010,657,,
1452C1010,497,,
1452C1020,642,,
1452C1030,548,,
1460A0010,1076,,
1460A0020,1303,,
1460B2010,714,,
1460B3010,530,,
1460C1010,662,,
1460C1020,984,,
1461A0010,994,,
1461A0020,1237,,
1461A0030,965,,
1461C1010,989,,
1461C1020,859,,
1462A0010,849,,
1462A0020,1217,,
1462A0030,1348,,
1462B2010,908,,
1462C1010,637,,
1462C1020,1108,,
1462C1030,925,,
1462C1040,627,,
1463A0010,837,,
1463A0020,1315,,
1463A0030,1258,,
1463A0040,1133,,
1463A0050,1156,,
1463A0060,664,,
1463A0070,1053,,
1463A0080,979,,
1463B2010,586,,
1463B2020,655,,
1463B3010,772,,
1463B4010,690,,
1463C1010,1142,,
1463C1020,767,,
1463C1030,767,,
1463C1040,1033,,
1463C1050,945,,
1463C1060,428,,
1463C1070,546,,
1463C1080,670,,
1463C1090,570,,
1463C1100,772,,
1465A0010,931,,
1465A0020,1620,,
1465A0030,1018,,
1465A0040,665,,
1465C1010,1051,,
1465C1020,717,,
1466A0010,563,,
1466A0020,890,,
1466A0030,533,,
1466A0040,540,,
1466B2010,724,,
1466C1010,912,,
1466C1020,1052,,
1470A0010,773,,
1470A0020,883,,
1470A0030,1066,,
1470A0040,554,,
1470A0050,1315,,
1470A0060,1125,,
1470B2010,663,,
1470B3010,539,,
1470C1010,1144,,
1470C1020,1262,,
1471A0010,729,,
1471A0020,688,,
1471A0030,745,,
1471A0040,1333,,
1471B2010,1140,,
1471B3010,547,,
1471C1010,772,,
1471C1020,809,,
1471C1030,429,,
1471C1040,630,,
1472A0010,1711,,
1472C1010,934,,
1472C1020,817,,
1472C1030,1123,,
1472C1040,849,,
1472C1050,695,,
1473A0010,1231,,
1473A0020,794,,
1473A0030,739,,
1473C1010,766,,
1473C1020,827,,
1473C1030,616,,
1480A0010,468,,
1480A0020,296,,
1480A0030,1368,,
1480A0040,526,,
1480A0050,577,,
1480B2010,325,,
1480C1010,1162,,
1480C1020,932,,
1480C1030,1195,,
1480C1040,679,,
1480C1050,811,,
1480C1060,939,,
1480C1070,835,,
1480C1080,639,,
1480C1090,785,,
1480C1100,984,,
1480C1110,643,,
1480C1120,973,,
1480C1130,681,,
1480C1140,779,,
1480C1150,640,,
1480C1160,990,,
1480C1170,414,,
1480C1180,665,,
1480C1190,505,,
1480C1200,792,,
1480C1210,476,,
1480C1220,604,,
1480C1230,428,,
1480C1240,481,,
1480C1250,554,,
1480C1260,624,,
1480C1270,469,,
1480C1280,343,,
1480C1290,976,,
1480C1300,268,,
1480C1310,693,,
1480C1320,615,,
1480C1330,770,,
1480C1340,351,,
1480C1350,314,,
1480C1360,519,,
1480C1370,378,,
1480C1380,754,,
1480C1390,749,,
1480C1400,406,,
1480C1410,748,,
1480C1420,786,,
1480C1430,514,,
1480C1440,863,,
1480C1450,740,,
1480C1460,356,,
1480C1470,809,,
1480C1480,415,,
1480C1490,435,,
1480C1500,480,,
1480C1510,497,,
1480C1520,586,,
1480C1530,812,,
1480C1540,393,,
1480C1550,484,,
1480C1560,736,,
1480C1570,626,,
1480C1580,708,,
1480C1590,430,,
1480C1600,484,,
1480C1610,406,,
1480C1620,673,,
1480C1630,569,,
1480C1640,652,,
1480C1650,357,,
1480C1660,132,,
1480C1670,428,,
1480C1680,559,,
1480C1690,545,,
1480C1700,556,,
1480C1710,672,,
1480C1720,313,,
1480C1730,386,,
1480C1740,75,,
1480C1750,376,,
1480C1760,386,,
1480C1770,453,,
1480C1780,483,,
1480C1790,340,,
1480C1800,340,,
1480C1810,499,,
1480C1820,532,,
1480C1830,485,,
1480C1840,390,,
1480C1850,516,,
1480C1860,343,,
1480C1870,573,,
1480C1880,511,,
1480C1890,232,,
1480C1900,389,,
1480C1910,637,,
1480C1920,309,,
1480C1930,290,,
1480C1940,429,,
1480C1950,415,,
1480C1960,390,,
1480C1970,370,,
1480C1980,371,,
1480C1990,358,,
1480C2000,440,,
1480C2010,374,,
1480C2020,539,,
1480C2030,454,,
1480C2040,603,,
1480C2050,435,,
1480C2060,456,,
1480C2070,269,,
1480C2080,494,,
1480C2090,428,,
1480C2100,421,,
1480C2110,569,,
1480C2120,492,,
1480C2130,324,,
1480C2140,1147,,
1480C2150,382,,
1480C2160,423,,
1480C2170,336,,
1480C2180,338,,
1480C2190,375,,
1480C2200,430,,
1480C2210,816,,
1480C2220,299,,
1480C2230,417,,
1480C2240,395,,
1480C2250,374,,
1480C2260,200,,
1480C2270,1064,,
1480C2280,342,,
1480C2290,553,,
1480C2300,318,,
1480C2310,392,,
1480C2320,402,,
1480C2330,328,,
1480C2340,415,,
1480C2350,398,,
1480C2360,710,,
1480C2370,412,,
1480C2380,406,,
1480C2390,493,,
1480C2400,579,,
1480C2410,527,,
1480C2420,571,,
1480C2430,533,,
1480C2440,502,,
1480C2450,757,,
1480C2460,430,,
1480C2470,416,,
1480C2480,286,,
1480C2490,431,,
1480C2500,539,,
1480C2510,406,,
1480C2520,305,,
1480C2530,663,,
1480C2540,492,,
1480C2550,391,,
1480C2560,504,,
1480C2570,873,,
1480C2580,384,,
1480C2590,788,,
1480C2600,336,,
1480C2610,415,,
1480C2620,236,,
1480C2630,442,,
1480C2640,499,,
1480C2650,283,,
1480C2660,443,,
1480C2670,591,,
1480C2680,325,,
1480C2690,488,,
1480C2700,399,,
1480C2710,354,,
1480C2720,1033,,
1480C2730,475,,
1480C2740,401,,
1480C2750,329,,
1480C2760,327,,
1480C2770,528,,
1480C2780,421,,
1480C2790,319,,
1480C2800,339,,
1480C2810,337,,
1480C2820,471,,
1480C2830,404,,
1480C2840,601,,
1480C2850,559,,
1480C2860,652,,
1480C2870,335,,
1480C2880,315,,
1480C2890,730,,
1480C2900,311,,
1480C2910,511,,
1480C2920,351,,
1480C2930,310,,
1480C2940,312,,
1480C2950,721,,
1480C2960,381,,
1480C2970,624,,
1480C2980,765,,
1480C2990,750,,
1480C3000,421,,
1480C3010,617,,
1480C3020,413,,
1480C3030,556,,
1480C3040,691,,
1480C3050,344,,
1480C3060,413,,
1480C3070,152,,
1480C3080,507,,
1480C3090,352,,
1480C3100,664,,
1480C3110,1007,,
1480C3120,586,,
1480C3130,467,,
1480C3140,299,,
1480C3150,647,,
1480C3160,958,,
1480C3170,830,,
1480C3180,876,,
1480C3190,616,,
1480C3200,621,,
1480C3210,660,,
1480C3220,869,,
1480C3230,548,,
1480C3240,874,,
1480C3250,780,,
1480C3260,852,,
1480C3270,518,,
1480C3280,467,,
1480C3290,490,,
1480C3300,508,,
1480C3310,592,,
1480C3320,479,,
1480C3330,651,,
1480C3340,1017,,
1480C3350,401,,
1480C3360,1048,,
1480C3370,404,,
1480C3380,384,,
1480C3390,511,,
1480C3400,559,,
1480C3410,344,,
1480C3420,777,,
1480C3430,453,,
1480C3440,451,,
1480C3450,841,,
1480C3460,671,,
1480C3470,718,,
1480C3480,577,,
1480C3490,590,,
1480C3500,267,,
1480C3510,237,,
1480C3520,917,,
1480C3530,253,,
1480C3540,509,,
1480C3550,549,,
1480C3560,564,,
1480C3570,487,,
1480C3580,380,,
1480C3590,1069,,
1480C3600,366,,
1480C3610,488,,
1480C3620,899,,
1480C3630,902,,
1480C3640,239,,
1480C3650,434,,
1480C3660,369,,
1480C3670,266,,
1480C3680,477,,
1480C3690,332,,
1480C3700,156,,
1480C3710,342,,
1480C3720,1125,,
1480C3730,265,,
1480C3740,1316,,
1480C3750,304,,
1480C3760,285,,
