deso,swedish,foreign,total
0662C1090,847,933,1780
0665A0010,1557,235,1792
0665A0020,1269,184,1453
0665A0030,1352,99,1451
0665C1010,1281,239,1520
0665C1020,1548,638,2186
0665C1030,1496,630,2126
0665C2010,1350,1017,2367
0665C2020,1457,502,1959
0680A0010,1802,120,1922
0680A0020,1513,141,1654
0680A0030,1155,96,1251
0680A0040,1142,225,1367
0680A0050,2391,110,2501
0680A0060,1190,120,1310
0680A0070,2388,168,2556
0680A0080,1578,99,1677
0680A0090,1364,102,1466
0680A0100,656,47,703
0680B2010,1609,137,1746
0680B2020,1197,198,1395
0680B3010,1301,513,1814
0680B3020,824,399,1223
0680B4010,932,150,1082
0680B4020,1427,239,1666
0680C1010,1209,137,1346
0680C1020,1650,253,1903
0680C1030,1415,156,1571
0680C1040,1712,663,2375
0680C1050,1992,675,2667
0680C1060,1753,488,2241
0680C1070,979,2389,3368
0680C1080,1795,344,2139
0680C1090,227,1168,1395
0680C1100,374,1345,1719
0680C1110,1785,346,2131
0680C1120,1359,319,1678
0680C1130,1820,333,2153
0680C1140,659,972,1631
0680C1150,1420,393,1813
0680C1160,2667,691,3358
0680C1170,1184,221,1405
0680C1180,1938,1182,3120
0680C1190,1108,863,1971
0680C1200,2237,795,3032
0680C1210,2231,381,2612
0680C1220,865,869,1734
0680C1230,1323,249,1572
0680C1240,554,1786,2340
0680C1250,1485,352,1837
0680C1260,1852,562,2414
0680C1270,1340,491,1831
0680C1280,1273,659,1932
0680C1290,615,1119,1734
0680C1300,1529,327,1856
0680C1310,806,789,1595
0680C1320,1050,455,1505
0680C1330,960,808,1768
0680C1340,1703,788,2491
0680C1350,1559,512,2071
0680C1360,1590,549,2139
0680C1370,1114,496,1610
0680C1380,1575,269,1844
0680C1390,1739,441,2180
0680C1400,1547,489,2036
0680C1410,435,1343,1778
0680C1420,1011,644,1655
0680C1430,554,1438,1992
0680C1440,960,427,1387
0680C1450,1425,809,2234
0680C1460,1203,370,1573
0680C1470,1590,271,1861
0680C1480,2099,602,2701
0680C1490,1224,543,1767
0680C1500,2030,379,2409
0680C1510,1829,333,2162
0680C1520,2062,615,2677
0680C1530,1545,573,2118
0680C1540,2012,276,2288
0680C1550,2055,195,2250
0680C1560,2355,291,2646
0680C1570,1741,174,1915
0680C1580,1857,394,2251
0682A0010,816,92,908
0682A0020,1571,162,1733
0682A0030,972,101,1073
0682A0040,1304,228,1532
0682A0050,1018,67,1085
0682A0060,1250,159,1409
0682B2010,1073,213,1286
0682B2020,769,180,949
0682B3010,807,354,1161
0682B3020,609,251,860
0682B4010,885,224,1109
0682C1010,1164,443,1607
0682C1020,1215,347,1562
0682C1030,1386,562,1948
0682C1040,1899,435,2334
0682C1050,1506,741,2247
0682C1060,1529,667,2196
0682C1070,1948,399,2347
0682C1080,599,1619,2218
0682C1090,1173,1207,2380
0683A0010,1061,199,1260
0683A0020,788,67,855
0683A0030,1880,167,2047
0683A0040,1158,207,1365
0683A0050,1197,167,1364
0683A0060,1307,140,1447
0683B2010,1051,588,1639
0683B3010,1180,357,1537
0683B4010,1087,391,1478
0683B5010,1090,249,1339
0683C1010,606,725,1331
0683C1020,988,474,1462
0683C1030,738,1118,1856
0683C1040,980,603,1583
0683C1050,1538,492,2030
0683C1060,753,398,1151
0683C1070,1875,565,2440
0683C1080,1378,822,2200
0683C1090,931,782,1713
0683C1100,1068,245,1313
0683C1110,842,309,1151
0683C1120,1521,610,2131
0684A0010,1566,314,1880
0684A0020,1472,134,1606
0684B2010,1281,263,1544
0684B3010,726,338,1064
0684C1010,707,705,1412
0684C1020,1232,454,1686
0684C1030,1824,755,2579
0685A0010,1368,141,1509
0685A0020,1103,148,1251
0685A0030,1130,179,1309
0685A0040,763,199,962
0685A0050,1097,95,1192
0685A0060,1860,139,1999
0685A0070,797,257,1054
0685B2010,1134,493,1627
0685B3010,1135,345,1480
0685B4010,975,268,1243
0685C1010,2376,369,2745
0685C1020,1409,520,1929
0685C1030,634,925,1559
0685C1040,1327,453,1780
0685C1050,1610,418,2028
0685C1060,1361,308,1669
0685C1070,1732,605,2337
0686A0010,1607,397,2004
0686A0020,880,106,986
0686A0030,2034,117,2151
0686B2010,1155,376,1531
0686C1010,1258,237,1495
0686C1020,1512,296,1808
0686C1030,1287,651,1938
0686C1040,1337,715,2052
0686C1050,2044,356,2400
0686C1060,1235,258,1493
0687A0010,1085,45,1130
0687A0020,1098,64,1162
0687A0030,1358,127,1485
0687C1010,1686,194,1880
0687C1020,1581,485,2066
0687C1030,1725,521,2246
0687C1040,1859,230,2089
0687C1050,1170,382,1552
0687C1060,1560,804,2364
0687C1070,1391,279,1670
0687C1080,443,717,1160
0760A0010,1856,647,2503
0760A0020,976,136,1112
0760B2010,1277,489,1766
0760B3010,886,340,1226
0760C1010,692,384,1076
0760C1020,1141,594,1735
0761A0010,1103,275,1378
0761B2010,1216,410,1626
0761B2020,1332,288,1620
0761B3010,608,295,903
0761C1010,783,608,1391
0761C1020,822,745,1567
0763A0010,820,259,1079
0763A0020,582,129,711
0763A0030,1477,363,1840
0763A0040,1867,264,2131
0763A0050,1631,303,1934
0763B2010,1033,417,1450
0763C1010,1248,299,1547
0763C1020,1136,469,1605
0764A0010,982,110,1092
0764A0020,1414,132,1546
0764A0030,1200,108,1308
0764A0040,1330,171,1501
0764A0050,1169,90,1259
0764B2010,761,113,874
0764B2020,1259,171,1430
0764B3010,1461,436,1897
0764C1010,1435,400,1835
0764C1020,872,1021,1893
0764C1030,900,1114,2014
0764C1040,750,1216,1966
0764C1050,1281,361,1642
0765A0010,1165,194,1359
0765A0020,1968,392,2360
0765A0030,1327,238,1565
0765B2010,1192,319,1511
0765C1010,1365,626,1991
0765C1020,1474,637,2111
0765C1030,759,1891,2650
0765C1040,1475,694,2169
0765C1050,1446,930,2376
0767A0010,1755,289,2044
0767B2010,1236,1095,2331
0767B2020,469,260,729
0767C1010,1532,796,2328
0767C1020,1611,453,2064
0767C1030,480,190,670
0780A0010,1050,74,1124
0780A0020,1550,156,1706
0780A0030,2091,138,2229
0780A0040,1734,264,1998
0780A0050,1274,96,1370
0780A0060,1852,173,2025
0780A0070,1717,166,1883
0780A0080,1486,138,1624
0780B2010,1162,257,1419
0780B2020,820,242,1062
0780B3010,1719,228,1947
0780B4010,1155,584,1739
0780B5010,1073,631,1704
0780B6010,1430,183,1613
0780C1010,1795,487,2282
0780C1020,2411,1068,3479
0780C1030,726,710,1436
0780C1040,1034,737,1771
0780C1050,777,919,1696
0780C1060,1930,851,2781
0780C1070,1901,1096,2997
0780C1080,1290,156,1446
0780C1090,1623,513,2136
0780C1100,1839,334,2173
0780C1110,836,482,1318
0780C1120,1403,303,1706
0780C1130,1321,128,1449
0780C1140,1421,238,1659
0780C1150,1409,320,1729
0780C1160,1531,397,1928
0780C1170,1695,384,2079
0780C1180,1271,264,1535
0780C1190,1712,585,2297
0780C1200,2096,868,2964
0780C1210,1582,995,2577
0780C1220,1368,388,1756
0780C1230,397,2245,2642
0780C1240,362,1794,2156
0780C1250,858,1124,1982
0780C1260,1713,377,2090
0780C1270,1277,142,1419
0780C1280,427,1917,2344
0780C1290,1316,294,1610
0780C1300,1590,740,2330
0780C1310,2070,205,2275
0780C1320,1809,275,2084
0780C1330,1456,370,1826
0780C1340,1782,438,2220
0780C1350,1153,144,1297
0780C1360,1845,380,2225
0781A0010,1884,354,2238
0781A0020,1491,440,1931
0781A0030,1942,358,2300
0781A0040,1921,251,2172
0781A0050,1536,344,1880
0781B2010,1291,446,1737
0781C1010,1081,221,1302
0781C1020,1225,865,2090
0781C1030,1661,563,2224
0781C1040,1643,553,2196
0781C1050,1680,572,2252
0781C1060,1415,692,2107
0781C1070,1318,1046,2364
0781C1080,1281,409,1690
0821A0010,869,421,1290
0821A0020,807,335,1142
0821A0030,882,278,1160
0821C1010,1400,592,1992
0834A0010,931,68,999
0834A0020,1534,199,1733
0834B2010,1022,164,1186
0834B3010,805,174,979
0834C1010,1814,331,2145
0840A0010,812,138,950
0840A0020,1424,88,1512
0840A0030,1999,156,2155
0840B2010,2332,211,2543
0840B2020,1514,141,1655
0840B2030,1334,255,1589
0840B2040,1672,140,1812
0840B2050,1813,122,1935
0840C1010,1468,366,1834
0860A0010,1058,247,1305
0860A0020,990,223,1213
0860A0030,1055,91,1146
0860A0040,788,229,1017
0860B2010,1235,585,1820
0860B3010,1435,429,1864
0860C1010,816,754,1570
0860C1020,1109,550,1659
0860C1030,1961,509,2470
0861A0010,1111,135,1246
0861A0020,1040,65,1105
0861A0030,1183,251,1434
0861B2010,750,93,843
0861B2020,1263,322,1585
0861B3010,1303,135,1438
0861C1010,1058,97,1155
0861C1020,981,317,1298
0861C1030,1114,353,1467
0861C1040,1254,451,1705
0862A0010,1495,215,1710
0862A0020,777,87,864
0862A0030,1286,367,1653
0862C1010,1003,283,1286
0862C1020,1235,899,2134
0862C1030,1265,435,1700
0880A0010,1421,159,1580
0880A0020,773,143,916
0880A0030,974,75,1049
0880A0040,1039,115,1154
0880A0050,1297,86,1383
0880A0060,1668,129,1797
0880A0070,2718,194,2912
0880B2010,1831,83,1914
0880B2020,1266,181,1447
0880B2030,867,625,1492
0880B2040,1307,362,1669
0880B3010,1089,87,1176
0880B3020,2222,234,2456
0880B4010,1555,179,1734
0880C1010,1349,112,1461
0880C1020,1955,309,2264
0880C1030,1731,267,1998
0880C1040,1381,176,1557
0880C1050,1367,472,1839
0880C1060,961,248,1209
0880C1070,1453,195,1648
0880C1080,1529,324,1853
0880C1090,1777,258,2035
0880C1100,1346,139,1485
0880C1110,1170,263,1433
0880C1120,1065,888,1953
0880C1130,1094,175,1269
0880C1140,707,199,906
0880C1150,1093,705,1798
0880C1160,806,164,970
0880C1170,1750,681,2431
0880C1180,2213,240,2453
0880C1190,1901,953,2854
0880C1200,2549,869,3418
0880C1210,657,1180,1837
0880C1220,699,1291,1990
0880C1230,1058,220,1278
0880C1240,1101,175,1276
0880C1250,1140,307,1447
0880C1260,1709,283,1992
0880C1270,1038,111,1149
0880C1280,1320,216,1536
0881A0010,858,128,986
0881A0020,1011,43,1054
0881A0030,2000,254,2254
0881A0040,1138,201,1339
0881B2010,676,292,968
0881C1010,1422,327,1749
0881C1020,1445,242,1687
0881C1030,1320,392,1712
0881C1040,1002,133,1135
0881C1050,1356,441,1797
0881C1060,1140,406,1546
0881C1070,578,1255,1833
0881C1080,1582,661,2243
0882A0010,2316,179,2495
0882A0020,854,109,963
0882A0030,1964,221,2185
0882B2010,1274,122,1396
0882B3010,879,96,975
0882C1010,1539,824,2363
0882C1020,916,535,1451
0882C1030,849,590,1439
0882C1040,1051,195,1246
0882C1050,787,235,1022
0882C1060,956,240,1196
0882C1070,1127,450,1577
0882C1080,1378,480,1858
0882C1090,1438,124,1562
0882C1100,1254,415,1669
0882C1110,1112,282,1394
0882C1120,2046,191,2237
0883A0010,1194,164,1358
0883A0020,1636,137,1773
0883A0030,1186,83,1269
0883A0040,798,69,867
0883A0050,1172,90,1262
0883A0060,1173,113,1286
0883B2010,1135,284,1419
0883B2020,1213,191,1404
0883B3010,1072,202,1274
0883B4010,970,186,1156
0883B5010,739,267,1006
0883C1010,1701,215,1916
0883C1020,1119,520,1639
0883C1030,1418,455,1873
0883C1040,1003,464,1467
0883C1050,1035,204,1239
0883C1060,952,93,1045
0883C1070,2321,210,2531
0883C1080,1592,202,1794
0883C1090,1349,301,1650
0883C1100,799,89,888
0883C1110,1381,173,1554
0883C1120,1479,146,1625
0883C1130,1105,309,1414
0883C1140,1733,208,1941
0884A0010,1708,105,1813
0884A0020,1584,169,1753
0884A0030,1422,153,1575
0884B2010,1015,124,1139
0884B3010,800,179,979
0884C1010,1141,491,1632
0884C1020,1117,224,1341
0884C1030,1203,732,1935
0884C1040,1639,181,1820
0884C1050,1423,147,1570
0885A0010,1269,103,1372
0885A0020,1261,102,1363
0885A0030,1249,89,1338
0885A0040,2153,239,2392
0885C1010,1323,269,1592
0885C1020,1371,290,1661
0885C1030,942,197,1139
0980A0010,837,71,908
0980A0020,1607,108,1715
0980A0030,1184,60,1244
0980A0040,889,37,926
0980A0050,776,47,823
0980A0060,1262,75,1337
0980A0070,1393,66,1459
0980A0080,868,68,936
0980A0090,1316,94,1410
0980A0100,1631,108,1739
0980A0110,1264,78,1342
0980A0120,1242,72,1314
0980A0130,1298,120,1418
0980A0140,1477,144,1621
0980A0150,2207,147,2354
0980A0160,1631,114,1745
0980A0170,1947,146,2093
0980A0180,1581,189,1770
0980B2010,1530,258,1788
0980B3010,1449,214,1663
0980B4010,1262,201,1463
0980B5010,1212,95,1307
0980C1010,2352,191,2543
0980C1020,1745,180,1925
0980C1030,1797,169,1966
0980C1040,1298,117,1415
0980C1050,1181,298,1479
0980C1060,2205,280,2485
0980C1070,1530,169,1699
0980C1080,1558,358,1916
0980C1090,1877,210,2087
0980C1100,1692,147,1839
0980C1110,1167,258,1425
0980C1120,1425,412,1837
0980C1130,1287,234,1521
0980C1140,1450,227,1677
0980C1150,1136,244,1380
0980C1160,1450,154,1604
1060A0010,1071,168,1239
1060A0020,1226,257,1483
1060B2010,901,129,1030
1060C1010,1284,338,1622
1060C1020,1085,723,1808
1060C1030,1288,881,2169
1060C1040,1030,735,1765
1060C1050,1198,845,2043
1080A0010,1526,100,1626
1080A0020,791,49,840
1080A0030,2615,128,2743
1080A0040,1358,91,1449
1080A0050,1976,127,2103
1080A0060,1351,96,1447
1080A0070,1005,41,1046
1080A0080,1188,95,1283
1080A0090,1655,130,1785
1080A0100,968,126,1094
1080B2010,1538,147,1685
1080B2020,1771,166,1937
1080B3010,1330,65,1395
1080B3020,1263,89,1352
1080B4010,1639,67,1706
1080B5010,1416,62,1478
1080C1010,1498,269,1767
1080C1020,1475,210,1685
1080C1030,1144,171,1315
1080C1040,1363,275,1638
1080C1050,1086,280,1366
1080C1060,1660,349,2009
1080C1070,1626,194,1820
1080C1080,1499,511,2010
1080C1090,1310,262,1572
1080C1100,1237,356,1593
1080C1110,1334,114,1448
1080C1120,926,828,1754
1080C1130,1990,103,2093
1080C1140,1052,115,1167
1080C1150,1118,316,1434
1080C1160,933,1204,2137
1080C1170,359,2053,2412
1080C1180,1398,271,1669
1080C1190,1288,95,1383
1080C1200,1122,425,1547
1080C1210,1244,512,1756
1080C1220,1202,121,1323
1080C1230,1854,338,2192
1080C1240,2310,313,2623
1081A0010,1589,116,1705
1081A0020,1098,62,1160
1081A0030,1239,90,1329
1081A0040,1230,115,1345
1081A0050,1311,212,1523
1081B2010,1836,109,1945
1081B3010,1597,189,1786
1081C1010,1713,359,2072
1081C1020,1730,405,2135
1081C1030,505,1018,1523
1081C1040,546,1064,1610
1081C1050,948,415,1363
1081C1060,1591,180,1771
1081C1070,1321,588,1909
1081C1080,1041,211,1252
1081C1090,1210,516,1726
1081C1100,1041,347,1388
1081C1110,1283,344,1627
1082A0010,1388,116,1504
1082A0020,2173,220,2393
1082A0030,984,97,1081
1082B2010,1424,650,2074
1082C1010,1391,135,1526
1082C1020,1037,478,1515
1082C1030,1051,513,1564
1082C1040,1300,318,1618
1082C1050,1282,140,1422
1082C1060,1263,384,1647
1082C1070,1388,339,1727
1082C1080,1314,639,1953
1082C1090,1881,357,2238
1082C1100,1461,224,1685
1082C1110,1580,210,1790
1082C1120,1621,522,2143
1082C1130,1906,467,2373
1082C1140,1797,166,1963
1083A0010,1810,134,1944
1083A0020,1489,255,1744
1083B2010,1692,330,2022
1083B3010,1449,92,1541
1083B4010,956,120,1076
1083C1010,2022,429,2451
1083C1020,1685,420,2105
1083C1030,1820,563,2383
1083C1040,1997,251,2248
1214A0010,783,185,968
1214A0020,1528,316,1844
1214A0030,1348,197,1545
1214A0040,914,185,1099
1214B2010,1458,528,1986
1214B3010,1345,272,1617
1214B4010,887,238,1125
1214C1010,1436,675,2111
1214C1020,1385,786,2171
1230A0010,1619,467,2086
1230A0020,688,155,843
1230B2010,2357,331,2688
1230B2020,2442,586,3028
1230C1010,2336,798,3134
1230C1020,1921,531,2452
1230C1030,1684,497,2181
1230C1040,1468,346,1814
1230C1050,2077,590,2667
1230C1060,1585,373,1958
1230C1070,1525,369,1894
1230C1080,1302,731,2033
1231C1010,650,955,1605
1231C1020,1128,1495,2623
1231C1030,482,1032,1514
1231C1040,768,1388,2156
1231C1050,679,1643,2322
1231C1060,906,842,1748
1231C1070,615,834,1449
1231C1080,1708,429,2137
1231C1090,1689,506,2195
1231C1100,1730,403,2133
1233A0010,1376,311,1687
1233A0020,776,129,905
1233B2010,1937,218,2155
1233B2020,1324,190,1514
1233B2030,1133,154,1287
1233B2040,2102,163,2265
1233B2050,1996,278,2274
1233B2060,1733,226,1959
1233B2070,2264,247,2511
1233B2080,1730,174,1904
1233B3010,1105,170,1275
1233B3020,1493,175,1668
1233B3030,1880,218,2098
1233B3040,2179,286,2465
1233B4010,875,152,1027
1233B4020,1362,240,1602
1233C1010,1224,123,1347
1233C1020,1450,226,1676
1233C1030,2003,334,2337
1233C1040,1871,231,2102
1233C1050,1475,288,1763
1256A0010,1167,124,1291
1256A0020,757,85,842
1256A0030,1039,136,1175
1256B2010,1572,269,1841
1256B2020,1192,394,1586
1256B3010,1241,365,1606
1256B4010,998,414,1412
1256B5010,877,518,1395
1256C1010,1177,386,1563
1256C1020,1257,609,1866
1257A0010,1036,242,1278
1257A0020,1442,390,1832
1257A0030,1280,358,1638
1257C1010,1134,198,1332
1257C1020,1200,357,1557
1257C1030,1057,657,1714
1257C1040,916,188,1104
1260A0010,1340,417,1757
1260A0020,1317,1025,2342
1260A0030,1510,492,2002
1260B2010,1564,373,1937
1260C1010,1218,586,1804
1260C1020,875,939,1814
1260C1030,1247,694,1941
1260C1040,1321,1144,2465
1261A0010,615,54,669
1261A0020,825,131,956
1261A0030,949,178,1127
1261B2010,1622,268,1890
1261B2020,1991,317,2308
1261B2030,2136,241,2377
1261B2040,1704,230,1934
1261B2050,2247,244,2491
1261B2060,1577,182,1759
1261B2070,1538,160,1698
1261C1010,1441,178,1619
1261C1020,1269,148,1417
1261C1030,1331,358,1689
1261C1040,1247,339,1586
1261C1050,1266,240,1506
1261C1060,1166,222,1388
1261C1070,1136,558,1694
1261C1080,2515,526,3041
1261C1090,1157,164,1321
1262C1010,1387,297,1684
1262C1020,1641,157,1798
1262C1030,1476,273,1749
1262C1040,1656,246,1902
1262C1050,2271,265,2536
1262C1060,1839,362,2201
1262C1070,1960,368,2328
1262C1080,1557,135,1692
1262C1090,2107,188,2295
1262C1100,2098,410,2508
1262C1110,1755,180,1935
1262C1120,1779,314,2093
1263A0010,862,146,1008
1263A0020,1476,301,1777
1263B2010,1321,459,1780
1263B2020,2216,688,2904
1263B3010,1952,428,2380
1263C1010,1942,352,2294
1263C1020,1724,325,2049
1263C1030,1168,158,1326
1263C1040,1734,476,2210
1263C1050,1770,275,2045
1263C1060,1182,176,1358
1263C1070,1884,273,2157
1264A0010,1056,175,1231
1264A0020,951,125,1076
1264A0030,783,123,906
1264A0040,961,156,1117
1264B2010,1360,266,1626
1264B3010,1141,325,1466
1264C1010,2034,379,2413
1264C1020,1665,424,2089
1264C1030,1686,514,2200
1264C1040,2093,514,2607
1265A0010,1148,164,1312
1265A0020,947,114,1061
1265A0030,1521,208,1729
1265A0040,1122,219,1341
1265A0050,1394,264,1658
1265A0060,976,188,1164
1265A0070,807,128,935
1265B2010,1401,239,1640
1265C1010,2201,268,2469
1265C1020,1685,280,1965
1265C1030,1777,271,2048
1265C1040,1879,346,2225
1266A0010,1495,193,1688
1266A0020,1035,122,1157
1266A0030,858,70,928
1266A0040,952,79,1031
1266A0050,1171,183,1354
1266B2010,1332,152,1484
1266C1010,1341,282,1623
1266C1020,1847,601,2448
1266C1030,1768,306,2074
1266C1040,1419,512,1931
1267A0010,1416,250,1666
1267A0020,1663,250,1913
1267C1010,1683,226,1909
1267C1020,1876,425,2301
1267C1030,1662,334,1996
1267C1040,1917,266,2183
1267C1050,1825,400,2225
1267C1060,1850,266,2116
1267C1070,815,173,988
1270A0010,2078,235,2313
1270A0020,1846,265,2111
1270A0030,1721,207,1928
1270C1010,1959,398,2357
1270C1020,1257,672,1929
1270C1030,746,217,963
1270C1040,1880,331,2211
1272A0010,1247,122,1369
1272B2010,1127,249,1376
1272B3010,1168,143,1311
1272C1010,1912,752,2664
1272C1020,1638,829,2467
1272C1030,1377,423,1800
1272C1040,1421,225,1646
1273A0010,787,77,864
1273A0020,1086,122,1208
1273A0030,1014,297,1311
1273B2010,1556,402,1958
1273C1010,1290,277,1567
1273C1020,1188,307,1495
1273C1030,1045,420,1465
1273C1040,1088,623,1711
1273C1050,1258,401,1659
1275A0010,1104,175,1279
1275C1010,999,490,1489
1275C1020,817,656,1473
1275C1030,1043,386,1429
1275C1040,1006,766,1772
1276A0010,1416,247,1663
1276A0020,800,161,961
1276A0030,1170,244,1414
1276B2010,1861,480,2341
1276B3010,1526,473,1999
1276C1010,1944,663,2607
1276C1020,1335,778,2113
1276C1030,1214,507,1721
1276C1040,1288,238,1526
1276C1050,932,588,1520
1277A0010,656,107,763
1277B2010,1634,933,2567
1277B3010,1511,551,2062
1277C1010,461,404,865
1277C1020,899,675,1574
1277C1030,1716,370,2086
1277C1040,465,1175,1640
1277C1050,1215,835,2050
1277C1060,751,341,1092
1277C1070,941,701,1642
1278A0010,1471,202,1673
1278A0020,1720,281,2001
1278B2010,1195,302,1497
1278B2020,785,279,1064
1278B2030,921,243,1164
1278B3010,999,137,1136
1278C1010,1684,384,2068
1278C1020,1765,402,2167
1278C1030,2595,459,3054
1280C1010,1683,391,2074
1280C1020,1083,348,1431
1280C1030,1544,593,2137
1280C1040,1743,557,2300
1280C1050,1576,1065,2641
1280C1060,779,843,1622
1280C1070,778,1422,2200
1280C1080,912,560,1472
1280C1090,1646,798,2444
1280C1100,951,727,1678
1280C1110,1185,1313,2498
1280C1120,800,310,1110
1280C1130,1095,911,2006
1280C1140,1169,284,1453
1280C1150,721,795,1516
1280C1160,1036,1110,2146
1280C1170,680,2600,3280
1280C1180,404,1350,1754
1280C1190,1785,713,2498
1280C1200,783,1386,2169
1280C1210,449,1648,2097
1280C1220,841,840,1681
1280C1230,466,1353,1819
1280C1240,338,1774,2112
1280C1250,1347,354,1701
1280C1260,364,1184,1548
1280C1270,2302,4225,6527
1280C1280,838,947,1785
1280C1290,384,1783,2167
1280C1300,497,1156,1653
1280C1310,353,1542,1895
1280C1320,252,1805,2057
1280C1330,478,982,1460
1280C1340,2225,1211,3436
1280C1350,335,1736,2071
1280C1360,435,1084,1519
1280C1370,610,1432,2042
1280C1380,413,2035,2448
1280C1390,640,1251,1891
1280C1400,1198,820,2018
1280C1410,1062,236,1298
1280C1420,732,833,1565
1280C1430,289,2182,2471
1280C1440,1968,1267,3235
1280C1450,717,981,1698
1280C1460,399,1412,1811
1280C1470,284,1389,1673
1280C1480,145,1313,1458
1280C1490,634,666,1300
1280C1500,902,1034,1936
1280C1510,807,1553,2360
1280C1520,323,1125,1448
1280C1530,339,1534,1873
1280C1540,1093,351,1444
1280C1550,1288,854,2142
1280C1560,1690,228,1918
1280C1570,707,577,1284
1280C1580,398,1643,2041
1280C1590,1111,939,2050
1280C1600,342,1287,1629
1280C1610,657,1160,1817
1280C1620,557,856,1413
1280C1630,1331,438,1769
1280C1640,1258,283,1541
1280C1650,751,609,1360
1280C1660,1316,234,1550
1280C1670,1150,275,1425
1280C1680,394,1645,2039
1280C1690,61,1404,1465
1280C1700,467,1705,2172
1280C1710,535,1527,2062
1280C1720,283,1406,1689
1280C1730,805,876,1681
1280C1740,459,1511,1970
1280C1750,88,1990,2078
1280C1760,168,1674,1842
1280C1770,659,789,1448
1280C1780,665,864,1529
1280C1790,1217,405,1622
1280C1800,573,1102,1675
1280C1810,1494,232,1726
1280C1820,1012,1421,2433
1280C1830,163,1645,1808
1280C1840,216,1451,1667
1280C1850,819,593,1412
1280C1860,1590,456,2046
1280C1870,799,1102,1901
1280C1880,66,900,966
1280C1890,157,1828,1985
1280C1900,1570,378,1948
1280C1910,697,906,1603
1280C1920,800,411,1211
1280C1930,491,1315,1806
1280C1940,1222,1224,2446
1280C1950,1400,429,1829
1280C1960,699,789,1488
1280C1970,808,706,1514
1280C1980,135,1997,2132
1280C1990,1089,706,1795
1280C2000,245,1512,1757
1280C2010,1028,528,1556
1280C2020,166,1983,2149
1280C2030,642,668,1310
1280C2040,1083,652,1735
1280C2050,981,452,1433
1280C2060,706,762,1468
1280C2070,748,332,1080
1280C2080,5108,3899,9007
1280C2090,1048,672,1720
1280C2100,422,1152,1574
1280C2110,813,447,1260
1280C2120,1081,1148,2229
1280C2130,1237,565,1802
1280C2140,844,583,1427
1280C2150,695,608,1303
1280C2160,809,518,1327
1280C2170,852,373,1225
1280C2180,1167,569,1736
1280C2190,889,371,1260
1280C2200,1019,916,1935
1280C2210,1727,415,2142
1280C2220,1110,648,1758
1280C2230,928,503,1431
1280C2240,1085,739,1824
1280C2250,969,298,1267
1280C2260,825,863,1688
1280C2270,1179,524,1703
1280C2280,253,1804,2057
1280C2290,1102,559,1661
1280C2300,607,1175,1782
1280C2310,868,689,1557
1280C2320,1037,449,1486
1280C2330,1100,204,1304
1280C2340,1197,820,2017
1280C2350,956,459,1415
1280C2360,1242,456,1698
1280C2370,1129,802,1931
1280C2380,1472,388,1860
1280C2390,795,799,1594
1280C2400,1024,701,1725
1280C2410,1217,303,1520
1280C2420,1093,376,1469
1280C2430,1119,268,1387
1280C2440,946,550,1496
1280C2450,1250,301,1551
1280C2460,1362,357,1719
1280C2470,1236,541,1777
1280C2480,922,457,1379
1280C2490,1379,288,1667
1280C2500,1107,1384,2491
1280C2510,831,781,1612
1280C2520,1435,542,1977
1280C2530,1262,552,1814
1280C2540,1183,571,1754
1280C2550,1082,428,1510
1280C2560,714,609,1323
1280C2570,1092,287,1379
1280C2580,798,447,1245
1280C2590,1296,228,1524
1280C2600,1890,1137,3027
1280C2610,1892,2180,4072
1280C2620,1345,260,1605
1280C2630,1506,270,1776
1280C2640,978,282,1260
1280C2650,1143,212,1355
1280C2660,1094,299,1393
1280C2670,1338,549,1887
1280C2680,1268,427,1695
1280C2690,918,471,1389
1280C2700,1097,546,1643
1280C2710,1172,262,1434
1280C2720,1075,444,1519
1280C2730,815,710,1525
1280C2740,951,722,1673
1280C2750,1286,850,2136
1280C2760,887,563,1450
1280C2770,790,599,1389
1280C2780,862,761,1623
1280C2790,540,907,1447
1280C2800,965,670,1635
1280C2810,1222,757,1979
1280C2820,765,845,1610
1280C2830,889,567,1456
1280C2840,1233,742,1975
1280C2850,1385,623,2008
1280C2860,535,858,1393
1280C2870,2925,1375,4300
1280C2880,2850,1677,4527
1280C2890,563,891,1454
1280C2900,1232,878,2110
1280C2910,865,1333,2198
1280C2920,1227,567,1794
1281A0010,701,140,841
1281A0020,2117,299,2416
1281A0030,1423,277,1700
1281A0040,1023,255,1278
1281B2010,1624,333,1957
1281B2020,1026,181,1207
1281B2030,1342,280,1622
1281B2040,1830,379,2209
1281B3010,1110,466,1576
1281B3020,1680,358,2038
1281B3030,1218,209,1427
1281B3040,1721,245,1966
1281B4010,1476,200,1676
1281B4020,1744,344,2088
1281B4030,1705,246,1951
1281B5010,1775,451,2226
1281B5020,926,111,1037
1281C1010,1326,469,1795
1281C1020,1328,796,2124
1281C1030,1897,1303,3200
1281C1040,729,640,1369
1281C1050,1232,405,1637
1281C1060,1599,283,1882
1281C1070,1340,1242,2582
1281C1080,779,1424,2203
1281C1090,1079,283,1362
1281C1100,1575,351,1926
1281C1110,1396,620,2016
1281C1120,1331,671,2002
1281C1130,1114,357,1471
1281C1140,970,665,1635
1281C1150,1249,389,1638
1281C1160,976,682,1658
1281C1170,946,246,1192
