bro;Kommunnamn;DeSO;RegSO;;;;
1485;Uddevalla;1485A0020;Lane Ryr-Stenshult-Östra Forshälla;;;;
1485;Uddevalla;1485B2030;Ljungskile-Ulvesund;;;;
1485;Uddevalla;1485C1220;Norra Dalaberg-Norra Hovhult;;;;
1485;Uddevalla;1485C1240;Norra Dalaberg-Norra Hovhult;;;;
1485;Uddevalla;1485C1090;Skansberget-Norra centrum-Sörvik;;;;
1485;Uddevalla;1485C1130;Skogslyckan-Underås;;;;
1485;Uddevalla;1485C1160;Skogslyckan-Underås;;;;
1485;Uddevalla;1485C1150;Södra Hovhult-Ramneröd-Elseberg;;;;
1485;Uddevalla;1485C1190;Södra Hovhult-Ramneröd-Elseberg;;;;
1485;Uddevalla;1485C1070;Tureborg-Stenbacken;;;;
1485;Uddevalla;1485C1050;Uddelvalla Söder-Södra centrum;;;;
1485;Uddevalla;1485C1060;Uddelvalla Söder-Södra centrum;;;;
1485;Uddevalla;1485C1100;Östrabo-Hönseberget-Margretegärde;;;;
1485;Uddevalla;1485C1110;Östrabo-Hönseberget-Margretegärde;;;;
1491;Ulricehamn;1491C1060;Fotåsen-Brunn;;;;
1491;Ulricehamn;1491C1010;Fredriksberg;;;;
1491;Ulricehamn;1491A0010;Gällstad;;;;
1491;Ulricehamn;1491C1070;Hester-Karlslätt-Höghult;;;;
1491;Ulricehamn;1491C1050;Hester-Karlslätt-Höghult;;;;
1491;Ulricehamn;1491A0020;Hökerum-Tvärred-Vegby;;;;
1491;Ulricehamn;1491A0040;Hökerum-Tvärred-Vegby;;;;
1491;Ulricehamn;1491A0050;Hössna-Timmele;;;;
1491;Ulricehamn;1491A0030;Hössna-Timmele;;;;
1491;Ulricehamn;1491A0060;Redväg;;;;
1491;Ulricehamn;1491B2010;Redväg;;;;
1491;Ulricehamn;1491C1040;Ulricehamn centrum ;;;;
1491;Ulricehamn;1491C1020;Ulricehamn södra centrum;;;;
1491;Ulricehamn;1491C1030;Ulricehamn södra centrum;;;;
2480;Umeå;2480C1350;Berghem norra-Fridhem;;;;
2480;Umeå;2480C1270;Berghem södra;;;;
2480;Umeå;2480C1240;Berghem södra;;;;
2480;Umeå;2480C1050;Carlshem norra;;;;
2480;Umeå;2480C1480;Ersboda centrala-Ersboda sydöstra;;;;
2480;Umeå;2480C1490;Ersboda centrala-Ersboda sydöstra;;;;
2480;Umeå;2480C1510;Ersboda nordöstra;;;;
2480;Umeå;2480C1500;Ersboda västra;;;;
2480;Umeå;2480C1520;Ersmark;;;;
2480;Umeå;2480C1260;Grisbacka-Grubbe-Västerhiske;;;;
2480;Umeå;2480C1310;Grisbacka-Grubbe-Västerhiske;;;;
2480;Umeå;2480C1320;Grisbacka-Grubbe-Västerhiske;;;;
2480;Umeå;2480C1330;Grisbacka-Grubbe-Västerhiske;;;;
2480;Umeå;2480C1300;Haga;;;;
2480;Umeå;2480C1390;Haga;;;;
2480;Umeå;2480B2040;Holmsund västra;;;;
2480;Umeå;2480B2020;Holmsund östra;;;;
2480;Umeå;2480B2030;Holmsund östra;;;;
2480;Umeå;2480A0030;Holmsund-Obbola omland;;;;
2480;Umeå;2480A0010;Hörnefors omland;;;;
2480;Umeå;2480B4010;Hörnefors tätort;;;;
2480;Umeå;2480B4020;Hörnefors tätort;;;;
2480;Umeå;2480C1470;Marieberg;;;;
2480;Umeå;2480C1460;Mariehem västra;;;;
2480;Umeå;2480C1420;Mariehem västra;;;;
2480;Umeå;2480C1430;Mariehem östra-Olofsdal;;;;
2480;Umeå;2480C1410;Mariehem östra-Olofsdal;;;;
2480;Umeå;2480C1340;Mariehem östra-Olofsdal;;;;
2480;Umeå;2480B2010;Obbola;;;;
2480;Umeå;2480C1040;Röbäck;;;;
2480;Umeå;2480C1440;Sandbacka;;;;
2480;Umeå;2480C1400;Sandbacka;;;;
2480;Umeå;2480C1020;Sofiehem-Gimonäs-Carlshem södra;;;;
2480;Umeå;2480C1060;Sofiehem-Gimonäs-Carlshem södra;;;;
2480;Umeå;2480A0090;Sävar omland;;;;
2480;Umeå;2480A0050;Sävar omland;;;;
2480;Umeå;2480B3010;Sävar tätort;;;;
2480;Umeå;2480B3020;Sävar tätort;;;;
2480;Umeå;2480C1080;Teg centrala;;;;
2480;Umeå;2480C1170;Teg centrala;;;;
2480;Umeå;2480C1150;Teg västra;;;;
2480;Umeå;2480C1130;Teg västra;;;;
2480;Umeå;2480C1030;Teg östra-Ön;;;;
2480;Umeå;2480C1180;Tomtebo norra;;;;
2480;Umeå;2480C1090;Tomtebo västra;;;;
2480;Umeå;2480C1100;Tomtebo östra-Innertavle;;;;
2480;Umeå;2480B5010;Täfteå tätort;;;;
2480;Umeå;2480C1380;Umedalen västra-Backen;;;;
2480;Umeå;2480C1360;Umedalen västra-Backen;;;;
2480;Umeå;2480C1370;Umedalen östra;;;;
2480;Umeå;2480C1220;Umeå centrum;;;;
2480;Umeå;2480A0070;Umeå norra landsbygd;;;;
2480;Umeå;2480A0080;Umeå norra landsbygd;;;;
2480;Umeå;2480A0020;Umeå södra landsbygd;;;;
2480;Umeå;2480C1010;Umeå södra landsbygd;;;;
2480;Umeå;2480A0040;Umeå västra landsbygd;;;;
2480;Umeå;2480A0060;Umeå västra landsbygd;;;;
2480;Umeå;2480C1230;Universitetet-sjukhusområdet-Nydalahöjden;;;;
2480;Umeå;2480C1200;Universitetet-sjukhusområdet-Nydalahöjden;;;;
2480;Umeå;2480C1160;Universitetet-sjukhusområdet-Nydalahöjden;;;;
2480;Umeå;2480C1250;Väst på stan;;;;
2480;Umeå;2480C1280;Väst på stan;;;;
2480;Umeå;2480C1290;Väst på stan;;;;
2480;Umeå;2480C1450;Västerslätt-Rödäng;;;;
2480;Umeå;2480C1110;Ålidhem norra;;;;
2480;Umeå;2480C1120;Ålidhem norra;;;;
2480;Umeå;2480C1070;Ålidhem södra;;;;
2480;Umeå;2480C1140;Öst på stan;;;;
2480;Umeå;2480C1190;Öst på stan;;;;
2480;Umeå;2480C1210;Öst på stan;;;;
0114;Upplands Väsby;0114C1010;Bollstanäs;;;;
0114;Upplands Väsby;0114C1030;Bollstanäs;;;;
0114;Upplands Väsby;0114C1050;Bollstanäs;;;;
0114;Upplands Väsby;0114C1180;Hammarby-Vaxmyra;;;;
0114;Upplands Väsby;0114C1220;Hammarby-Vaxmyra;;;;
0114;Upplands Väsby;0114C1100;Odenslunda norra-Frestaby-Ekeby;;;;
0114;Upplands Väsby;0114C1140;Odenslunda norra-Frestaby-Ekeby;;;;
0114;Upplands Väsby;0114C1070;Odenslunda södra-Bredden;;;;
0114;Upplands Väsby;0114C1020;Odenslunda södra-Bredden;;;;
0114;Upplands Väsby;0114C1160;Runby norra;;;;
0114;Upplands Väsby;0114C1110;Runby södra-Ed;;;;
0114;Upplands Väsby;0114C1060;Runby södra-Ed;;;;
0114;Upplands Väsby;0114C1170;Skälby-Brunnby Vik;;;;
0114;Upplands Väsby;0114C1190;Skälby-Brunnby Vik;;;;
0114;Upplands Väsby;0114C1040;Smedby södra-Älvsunda;;;;
0114;Upplands Väsby;0114C1080;Upplands Väsby centrum-Smedby norra;;;;
0114;Upplands Väsby;0114C1090;Upplands Väsby centrum-Smedby norra;;;;
0114;Upplands Väsby;0114A0010;Upplands Väsby omland;;;;
0114;Upplands Väsby;0114C1150;Vilunda västra;;;;
0114;Upplands Väsby;0114C1120;Vilunda västra;;;;
0114;Upplands Väsby;0114C1130;Vilunda östra;;;;
0114;Upplands Väsby;0114C1200;Vilunda östra;;;;
0114;Upplands Väsby;0114C1210;Vilunda östra;;;;
0139;Upplands-Bro;0139C1060;Brunna;;;;
0139;Upplands-Bro;0139C1070;Brunna;;;;
0139;Upplands-Bro;0139B2020;Centrala Bro;;;;
0139;Upplands-Bro;0139B2030;Centrala Bro;;;;
0139;Upplands-Bro;0139B2050;Centrala Bro;;;;
0139;Upplands-Bro;0139C1010;Centrala Kungsängen;;;;
0139;Upplands-Bro;0139C1040;Centrala Kungsängen;;;;
0139;Upplands-Bro;0139C1030;Lillsjön-Sylta-Ålsta;;;;
0139;Upplands-Bro;0139B2060;Norra Bro;;;;
0139;Upplands-Bro;0139C1020;Norrboda-Tibble;;;;
0139;Upplands-Bro;0139C1050;Norrboda-Tibble;;;;
0139;Upplands-Bro;0139B2010;Rosenängarna-Österhagen;;;;
0139;Upplands-Bro;0139B2040;Södra Bro-Önsta;;;;
0139;Upplands-Bro;0139A0020;Upplands-Bro norra omland;;;;
0139;Upplands-Bro;0139A0010;Upplands-Bro södra omland;;;;
0380;Uppsala;0380C1220;Bergsbrunna;;;;
0380;Uppsala;0380B4010;Björklinge;;;;
0380;Uppsala;0380B4020;Björklinge;;;;
0380;Uppsala;0380C1210;Bäcklösa-Ultuna-Södra Ulleråker;;;;
0380;Uppsala;0380B3010;Bälinge-Lövstalöt;;;;
0380;Uppsala;0380B3020;Bälinge-Lövstalöt;;;;
0380;Uppsala;0380B3030;Bälinge-Lövstalöt;;;;
0380;Uppsala;0380C1450;Främre Luthagen-Fjärdingen-Glunten;;;;
0380;Uppsala;0380C1590;Främre Luthagen-Fjärdingen-Glunten;;;;
0380;Uppsala;0380C1650;Främre Luthagen-Fjärdingen-Glunten;;;;
0380;Uppsala;0380C1670;Främre Luthagen-Fjärdingen-Glunten;;;;
0380;Uppsala;0380C1730;Främre Luthagen-Fjärdingen-Glunten;;;;
0380;Uppsala;0380C1050;Gamla Gottsunda-Vårdsätra-Vreta;;;;
0380;Uppsala;0380C1010;Gamla Gottsunda-Vårdsätra-Vreta;;;;
0380;Uppsala;0380C2190;Gamla Uppsala;;;;
0380;Uppsala;0380C2210;Gamla Uppsala;;;;
0380;Uppsala;0380B5010;Gunsta-Marielund-Länna;;;;
0380;Uppsala;0380C1480;Kungsängen;;;;
0380;Uppsala;0380C1330;Kungsängen;;;;
0380;Uppsala;0380C1880;Kvarngärdet;;;;
0380;Uppsala;0380C1900;Kvarngärdet;;;;
0380;Uppsala;0380C1350;Kåbo-Norra Rosendal;;;;
0380;Uppsala;0380C1380;Kåbo-Norra Rosendal;;;;
0380;Uppsala;0380B6010;Lindbacken-Jälla;;;;
0380;Uppsala;0380C2080;Löten;;;;
0380;Uppsala;0380C2120;Löten;;;;
0380;Uppsala;0380C2130;Löten;;;;
0380;Uppsala;0380C2150;Löten;;;;
0380;Uppsala;0380C1560;Mellersta Luthagen-Rickomberga;;;;
0380;Uppsala;0380C1790;Mellersta Luthagen-Rickomberga;;;;
0380;Uppsala;0380C1620;Mellersta Luthagen-Rickomberga;;;;
0380;Uppsala;0380C1850;Mellersta Sala backe;;;;
0380;Uppsala;0380C1940;Mellersta Sala backe;;;;
0380;Uppsala;0380C1950;Mellersta Sala backe;;;;
0380;Uppsala;0380C1180;Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda;;;;
0380;Uppsala;0380C1090;Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda;;;;
0380;Uppsala;0380C1110;Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda;;;;
0380;Uppsala;0380C1200;Norby-Norra Valsätra;;;;
0380;Uppsala;0380C1240;Norby-Norra Valsätra;;;;
0380;Uppsala;0380C1250;Norby-Norra Valsätra;;;;
0380;Uppsala;0380C1280;Norby-Norra Valsätra;;;;
0380;Uppsala;0380C1630;Nordvästra Luthagen-Hällby;;;;
0380;Uppsala;0380C1740;Nordvästra Luthagen-Hällby;;;;
0380;Uppsala;0380C1890;Norra Luthagen-Börjetull-Husbyborg;;;;
0380;Uppsala;0380C2090;Norra Luthagen-Börjetull-Husbyborg;;;;
0380;Uppsala;0380C1920;Norra Sala backe;;;;
0380;Uppsala;0380C2030;Norra Sala backe;;;;
0380;Uppsala;0380C1170;Norra Sävja;;;;
0380;Uppsala;0380C1190;Norra Sävja;;;;
0380;Uppsala;0380C1300;Norra Ulleråker-Polacksbacken;;;;
0380;Uppsala;0380C2160;Nyby;;;;
0380;Uppsala;0380C2200;Nyby;;;;
0380;Uppsala;0380C2180;Nyby;;;;
0380;Uppsala;0380C1270;Nåntuna-Vilan;;;;
0380;Uppsala;0380C1230;Nåntuna-Vilan;;;;
0380;Uppsala;0380C1120;Nåntuna-Vilan;;;;
0380;Uppsala;0380C1400;Slavsta-Fyrislund-Danmarksby;;;;
0380;Uppsala;0380C1360;Sommarro-Kungsgärdet;;;;
0380;Uppsala;0380C1440;Sommarro-Kungsgärdet;;;;
0380;Uppsala;0380C1520;Studentstaden;;;;
0380;Uppsala;0380C1540;Studentstaden;;;;
0380;Uppsala;0380C1550;Studentstaden;;;;
0380;Uppsala;0380C1020;Sunnersta;;;;
0380;Uppsala;0380C1030;Sunnersta;;;;
0380;Uppsala;0380C1040;Sunnersta;;;;
0380;Uppsala;0380C1060;Sunnersta;;;;
0380;Uppsala;0380C1710;Sydöstra Luthagen;;;;
0380;Uppsala;0380C1660;Sydöstra Luthagen;;;;
0380;Uppsala;0380C1780;Sydöstra Luthagen;;;;
0380;Uppsala;0380C1260;Södra Rosendal-Malma gård;;;;
0380;Uppsala;0380C1680;Södra Sala backe;;;;
0380;Uppsala;0380C1820;Södra Sala backe;;;;
0380;Uppsala;0380C1830;Södra Sala backe;;;;
0380;Uppsala;0380C1140;Södra Sävja;;;;
0380;Uppsala;0380C1080;Södra Sävja;;;;
0380;Uppsala;0380C1150;Södra Valsätra-Norra Gottsunda;;;;
0380;Uppsala;0380C1160;Södra Valsätra-Norra Gottsunda;;;;
0380;Uppsala;0380C1130;Södra Valsätra-Norra Gottsunda;;;;
0380;Uppsala;0380C1690;Uppsala centrum;;;;
0380;Uppsala;0380C1770;Uppsala centrum;;;;
0380;Uppsala;0380C1580;Uppsala centrum;;;;
0380;Uppsala;0380C1610;Uppsala centrum;;;;
0380;Uppsala;0380C1530;Uppsala centrum;;;;
0380;Uppsala;0380A0110;Uppsala inre norra omland;;;;
0380;Uppsala;0380A0080;Uppsala inre norra omland;;;;
0380;Uppsala;0380A0060;Uppsala inre östra omland;;;;
0380;Uppsala;0380A0030;Uppsala inre östra omland;;;;
0380;Uppsala;0380A0090;Uppsala nordvästra omland;;;;
0380;Uppsala;0380A0120;Uppsala nordvästra omland;;;;
0380;Uppsala;0380A0150;Uppsala nordvästra omland;;;;
0380;Uppsala;0380C1760;Uppsala nordöstra centrum-Höganäs;;;;
0380;Uppsala;0380C1800;Uppsala nordöstra centrum-Höganäs;;;;
0380;Uppsala;0380C1810;Uppsala sydöstra Centrum-Västra Fålhagen;;;;
0380;Uppsala;0380C1720;Uppsala sydöstra Centrum-Västra Fålhagen;;;;
0380;Uppsala;0380C1600;Uppsala sydöstra Centrum-Västra Fålhagen;;;;
0380;Uppsala;0380A0040;Uppsala västra omland;;;;
0380;Uppsala;0380A0010;Uppsala västra omland;;;;
0380;Uppsala;0380A0020;Uppsala västra omland;;;;
0380;Uppsala;0380A0140;Uppsala yttre norra omland;;;;
0380;Uppsala;0380A0100;Uppsala yttre norra omland;;;;
0380;Uppsala;0380A0160;Uppsala yttre norra omland;;;;
0380;Uppsala;0380A0070;Uppsala yttre östra omland;;;;
0380;Uppsala;0380A0130;Uppsala yttre östra omland;;;;
0380;Uppsala;0380A0050;Uppsala yttre östra omland;;;;
0380;Uppsala;0380B7010;Vattholma;;;;
0380;Uppsala;0380B8010;Vänge;;;;
0380;Uppsala;0380C1290;Västra Eriksberg-Håga;;;;
0380;Uppsala;0380C1340;Västra Eriksberg-Håga;;;;
0380;Uppsala;0380C1420;Västra Flogsta;;;;
0380;Uppsala;0380C1430;Västra Flogsta;;;;
0380;Uppsala;0380C1460;Västra Flogsta;;;;
0380;Uppsala;0380C1070;Västra Gottsunda;;;;
0380;Uppsala;0380C1100;Västra Gottsunda;;;;
0380;Uppsala;0380C2040;Västra Gränby;;;;
0380;Uppsala;0380C2100;Västra Gränby;;;;
0380;Uppsala;0380C2020;Västra Kapellgärdet;;;;
0380;Uppsala;0380C1860;Västra Kapellgärdet;;;;
0380;Uppsala;0380C1470;Västra Stenhagen;;;;
0380;Uppsala;0380C1570;Västra Stenhagen;;;;
0380;Uppsala;0380B2040;Västra Storvreta;;;;
0380;Uppsala;0380B2010;Västra Storvreta;;;;
0380;Uppsala;0380C1870;Västra Svartbäcken-Tuna backar;;;;
0380;Uppsala;0380C1980;Västra Svartbäcken-Tuna backar;;;;
0380;Uppsala;0380C1990;Västra Svartbäcken-Tuna backar;;;;
0380;Uppsala;0380C2050;Västra Svartbäcken-Tuna backar;;;;
0380;Uppsala;0380C2070;Västra Svartbäcken-Tuna backar;;;;
0380;Uppsala;0380C2110;Årsta;;;;
0380;Uppsala;0380C2000;Årsta;;;;
0380;Uppsala;0380C1840;Årsta;;;;
0380;Uppsala;0380C1750;Årsta;;;;
0380;Uppsala;0380C1310;Östra Eriksberg;;;;
0380;Uppsala;0380C1320;Östra Eriksberg;;;;
0380;Uppsala;0380C1410;Östra Flogsta-Ekeby-Berthåga;;;;
0380;Uppsala;0380C1390;Östra Flogsta-Ekeby-Berthåga;;;;
0380;Uppsala;0380C1490;Östra Flogsta-Ekeby-Berthåga;;;;
0380;Uppsala;0380C1510;Östra Fålhagen-Boländerna;;;;
0380;Uppsala;0380C1700;Östra Fålhagen-Boländerna;;;;
0380;Uppsala;0380C1640;Östra Fålhagen-Boländerna;;;;
0380;Uppsala;0380C1960;Östra Gränby-Brillinge;;;;
0380;Uppsala;0380C2140;Östra Gränby-Brillinge;;;;
0380;Uppsala;0380C1930;Östra Kapellgärdet;;;;
0380;Uppsala;0380C1970;Östra Kapellgärdet;;;;
0380;Uppsala;0380C2010;Östra Kapellgärdet;;;;
0380;Uppsala;0380C1500;Östra Stenhagen-Kvarnbo;;;;
0380;Uppsala;0380C1370;Östra Stenhagen-Kvarnbo;;;;
0380;Uppsala;0380B2020;Östra Storvreta;;;;
0380;Uppsala;0380B2030;Östra Storvreta;;;;
0380;Uppsala;0380C1910;Östra Svartbäcken-Bärby hage;;;;
0380;Uppsala;0380C2060;Östra Svartbäcken-Bärby hage;;;;
0380;Uppsala;0380C2170;Östra Svartbäcken-Bärby hage;;;;
0760;Uppvidinge;0760B3010;Klavreström-Norrhult;;;;
0760;Uppvidinge;0760B2010;Lenhovda;;;;
0760;Uppvidinge;0760A0010;Uppvidinge omland;;;;
0760;Uppvidinge;0760A0020;Uppvidinge omland;;;;
0760;Uppvidinge;0760C1010;Åseda;;;;
0760;Uppvidinge;0760C1020;Åseda;;;;
0584;Vadstena;0584C1030;Centrala Vadstena-Kvissberg;;;;
0584;Vadstena;0584C1040;Tycklinge;;;;
0584;Vadstena;0584C1020;Vadstena Innerstaden;;;;
0584;Vadstena;0584A0010;Vadstena landsbygd;;;;
0584;Vadstena;0584C1010;Vadstena söder;;;;
0665;Vaggeryd;0665A0030;Bondstorp-Byarum omland;;;;
0665;Vaggeryd;0665A0020;Hok-Svenarum omland;;;;
0665;Vaggeryd;0665C2020;Skillingaryd västra;;;;
0665;Vaggeryd;0665C2010;Skillingaryd östra;;;;
0665;Vaggeryd;0665C1030;Vaggeryd norra;;;;
0665;Vaggeryd;0665C1010;Vaggeryd västra;;;;
0665;Vaggeryd;0665C1020;Vaggeryd östra;;;;
0665;Vaggeryd;0665A0010;Åker-Tofteryd omland;;;;
0563;Valdemarsvik;0563A0010;Gryt-Skärgården;;;;
0563;Valdemarsvik;0563A0020;Gryt-Skärgården;;;;
0563;Valdemarsvik;0563A0030;Ringarum-Gusum;;;;
0563;Valdemarsvik;0563B2010;Ringarum-Gusum;;;;
0563;Valdemarsvik;0563C1010;Valdemarsviks tätort;;;;
0563;Valdemarsvik;0563C1020;Valdemarsviks tätort;;;;
0115;Vallentuna;0115B3010;Karby-Brottby;;;;
0115;Vallentuna;0115B2010;Lindholmen;;;;
0115;Vallentuna;0115C1060;Vallentuna centrala tätort;;;;
0115;Vallentuna;0115C1070;Vallentuna centrala tätort;;;;
0115;Vallentuna;0115C1090;Vallentuna centrala tätort;;;;
0115;Vallentuna;0115C1110;Vallentuna centrala tätort;;;;
0115;Vallentuna;0115A0010;Vallentuna landsbygd;;;;
0115;Vallentuna;0115A0020;Vallentuna landsbygd;;;;
0115;Vallentuna;0115A0030;Vallentuna landsbygd;;;;
0115;Vallentuna;0115A0040;Vallentuna landsbygd;;;;
0115;Vallentuna;0115C1010;Vallentuna södra tätort;;;;
0115;Vallentuna;0115C1020;Vallentuna södra tätort;;;;
0115;Vallentuna;0115C1030;Vallentuna södra tätort;;;;
0115;Vallentuna;0115C1040;Vallentuna södra tätort;;;;
0115;Vallentuna;0115C1080;Vallentuna västra tätort;;;;
0115;Vallentuna;0115C1130;Vallentuna västra tätort;;;;
0115;Vallentuna;0115C1120;Vallentuna östra tätort;;;;
0115;Vallentuna;0115C1100;Vallentuna östra tätort;;;;
0115;Vallentuna;0115C1050;Vallentuna östra tätort;;;;
2021;Vansbro;2021A0010;Vansbro västra landsbygd;;;;
2021;Vansbro;2021C1010;Vansbro;;;;
2021;Vansbro;2021B2010;Dala-Järna;;;;
2021;Vansbro;2021A0020;Vansbro östra landsbygd;;;;
1470;Vara;1470A0030;Helås-Arentorp-Tumleberg;;;;
1470;Vara;1470A0050;Jung-Tråvad;;;;
1470;Vara;1470B2010;Kvänum;;;;
1470;Vara;1470A0020;Larv-Längjum-Edsvära;;;;
1470;Vara;1470A0060;Stora Levene-Håkantorp;;;;
1470;Vara;1470C1020;Vara västra;;;;
1470;Vara;1470C1010;Vara östra-Emtunga;;;;
1470;Vara;1470B3010;Vedum;;;;
1470;Vara;1470A0010;Vedumsbygden;;;;
1470;Vara;1470A0040;Öttum-Norra Vånga;;;;
1383;Varberg;1383C1040;Breared-Mariedal-Apelviken;;;;
1383;Varberg;1383C1050;Breared-Mariedal-Apelviken;;;;
1383;Varberg;1383C1090;Breared-Mariedal-Apelviken;;;;
1383;Varberg;1383C1160;Brunnsberg-Lugnet;;;;
1383;Varberg;1383A0090;Bua-Värö;;;;
1383;Varberg;1383B4010;Bua-Värö;;;;
1383;Varberg;1383B5010;Bua-Värö;;;;
1383;Varberg;1383A0050;Hunnestad-Gödestad;;;;
1383;Varberg;1383A0030;Hunnestad-Gödestad;;;;
1383;Varberg;1383C1170;Håsten-Holmagärde;;;;
1383;Varberg;1383C1180;Håsten-Holmagärde;;;;
1383;Varberg;1383A0040;Rolfstorp-Skällinge-Karl Gustav;;;;
1383;Varberg;1383A0060;Rolfstorp-Skällinge-Karl Gustav;;;;
1383;Varberg;1383A0080;Rolfstorp-Skällinge-Karl Gustav;;;;
1383;Varberg;1383C1010;Södra Näs-Träslövsläge-Gamla Köpstad;;;;
1383;Varberg;1383C1020;Södra Näs-Träslövsläge-Gamla Köpstad;;;;
1383;Varberg;1383C1030;Södra Näs-Träslövsläge-Gamla Köpstad;;;;
1383;Varberg;1383C1060;Sörse;;;;
1383;Varberg;1383C1070;Träslöv;;;;
1383;Varberg;1383C1140;Träslöv;;;;
1383;Varberg;1383C1190;Trönninge-Bläshammar;;;;
1383;Varberg;1383C1200;Trönninge-Bläshammar;;;;
1383;Varberg;1383B2010;Tvååker;;;;
1383;Varberg;1383B2020;Tvååker;;;;
1383;Varberg;1383A0010;Tvååkers omland;;;;
1383;Varberg;1383A0020;Tvååkers omland;;;;
1383;Varberg;1383B6010;Tångaberg-Årnäs;;;;
1383;Varberg;1383B6020;Tångaberg-Årnäs;;;;
1383;Varberg;1383C1110;Varberg centrum;;;;
1383;Varberg;1383C1150;Varberg centrum;;;;
1383;Varberg;1383C1120;Varberg söder;;;;
1383;Varberg;1383C1080;Varberg söder;;;;
1383;Varberg;1383A0070;Veddige-Derome;;;;
1383;Varberg;1383B3010;Veddige-Derome;;;;
1383;Varberg;1383B3020;Veddige-Derome;;;;
1383;Varberg;1383C1130;Öster-Karlberg;;;;
1383;Varberg;1383C1100;Öster-Karlberg;;;;
0187;Vaxholm;0187C1040;Edholma-Kullö;;;;
0187;Vaxholm;0187C1050;Resarö västra-Engarn-Storäng;;;;
0187;Vaxholm;0187C1060;Resarö östra;;;;
0187;Vaxholm;0187C1030;Rindö-Skarpö;;;;
0187;Vaxholm;0187C1020;Vaxön mitt;;;;
0187;Vaxholm;0187A0010;Vaxön västra-Bogesund;;;;
0187;Vaxholm;0187C1010;Vaxön östra-Ramsö-Tynningö;;;;
1233;Vellinge;1233B4010;Arrie-Västra Ingelstad-Östra Grevie;;;;
1233;Vellinge;1233B4020;Arrie-Västra Ingelstad-Östra Grevie;;;;
1233;Vellinge;1233B3010;Falsterbo;;;;
1233;Vellinge;1233B3020;Falsterbo;;;;
1233;Vellinge;1233C1050;Hököpinge;;;;
1233;Vellinge;1233B2060;Höllviken centrum-Collins väg-Klockarevägen;;;;
1233;Vellinge;1233B2070;Höllviken centrum-Collins väg-Klockarevägen;;;;
1233;Vellinge;1233B2050;Höllviken kanalvägarna-Gya-Kämpinge;;;;
1233;Vellinge;1233B2010;Höllviken kanalvägarna-Gya-Kämpinge;;;;
1233;Vellinge;1233B2020;Ljunghusen;;;;
1233;Vellinge;1233B2030;Ljunghusen;;;;
1233;Vellinge;1233B3030;Skanör;;;;
1233;Vellinge;1233B3040;Skanör;;;;
1233;Vellinge;1233C1030;Vellinge centrum-Tran-Vipgränd-Herrestorp;;;;
1233;Vellinge;1233A0010;Vellinge kommuns jordbrukslandskap;;;;
1233;Vellinge;1233A0020;Vellinge kommuns jordbrukslandskap;;;;
1233;Vellinge;1233C1040;Vellinge norra-Asklunda-Eskilstorp;;;;
1233;Vellinge;1233C1010;Vellinge södra-Södervång-Tofta;;;;
1233;Vellinge;1233C1020;Vellinge västra-Norrevång-Torsgården;;;;
1233;Vellinge;1233B2040;Östra Höllviken-Kronodal-Granvik;;;;
1233;Vellinge;1233B2080;Östra Höllviken-Sandeplan-Rängs sand;;;;
0685;Vetlanda;0685A0060;Ekenässjön;;;;
0685;Vetlanda;0685B2010;Ekenässjön;;;;
0685;Vetlanda;0685A0070;Holsby-Kvillsfors;;;;
0685;Vetlanda;0685B4010;Holsby-Kvillsfors;;;;
0685;Vetlanda;0685A0050;Holsby-Kvillsfors;;;;
0685;Vetlanda;0685A0020;Korsberga-Nye;;;;
0685;Vetlanda;0685A0030;Korsberga-Nye;;;;
0685;Vetlanda;0685A0040;Landsbro-Myresö;;;;
0685;Vetlanda;0685A0010;Landsbro-Myresö;;;;
0685;Vetlanda;0685B3010;Landsbro-Myresö;;;;
0685;Vetlanda;0685C1050;Vetlanda-Brunnsgård;;;;
0685;Vetlanda;0685C1010;Vetlanda-Bäckseda;;;;
0685;Vetlanda;0685C1040;Vetlanda-Centrum;;;;
0685;Vetlanda;0685C1060;Vetlanda-Karslund;;;;
0685;Vetlanda;0685C1070;Vetlanda-Mellangården;;;;
0685;Vetlanda;0685C1020;Vetlanda-Tomaslunden;;;;
0685;Vetlanda;0685C1030;Vetlanda-Upplanda;;;;
2462;Vilhelmina;2462C1010;Vilhelmina tätort Södra;;;;
2462;Vilhelmina;2462C1020;Vilhelmina tätort-Baksjön;;;;
2462;Vilhelmina;2462C1030;Vilhelmina tätort-Bergbacka-Trissen;;;;
2462;Vilhelmina;2462A0020;Vilhelmina västra;;;;
2462;Vilhelmina;2462A0010;Vilhelmina östra;;;;
0884;Vimmerby;0884B3010;Storebro;;;;
0884;Vimmerby;0884B2010;Södra Vi;;;;
0884;Vimmerby;0884C1050;Vimmerby norra;;;;
0884;Vimmerby;0884A0030;Vimmerby norra landsbygd;;;;
0884;Vimmerby;0884C1010;Vimmerby sydost;;;;
0884;Vimmerby;0884C1020;Vimmerby sydväst;;;;
0884;Vimmerby;0884A0020;Vimmerby västra landsbygd;;;;
0884;Vimmerby;0884C1040;Vimmerby östra;;;;
0884;Vimmerby;0884A0010;Vimmerby östra landsbygd;;;;
