bro;Kommunnamn;DeSO;RegSO;;;;
0381;Enköping;0381A0030;Trögd;;;;
0381;Enköping;0381A0040;Åsunda;;;;
0381;Enköping;0381A0020;Åsunda;;;;
0381;Enköping;0381A0060;Åsunda;;;;
0381;Enköping;0381B5010;Åsunda;;;;
0484;Eskilstuna;0484A0030;Alberga-Lista;;;;
0484;Eskilstuna;0484A0050;Alberga-Lista;;;;
0484;Eskilstuna;0484C1230;Eskilstuna centrum;;;;
0484;Eskilstuna;0484C1270;Eskilstuna centrum;;;;
0484;Eskilstuna;0484C1130;Eskilstuna söder ;;;;
0484;Eskilstuna;0484C1150;Eskilstuna söder ;;;;
0484;Eskilstuna;0484C1170;Eskilstuna söder ;;;;
0484;Eskilstuna;0484C1210;Eskilstuna öster;;;;
0484;Eskilstuna;0484C1240;Eskilstuna öster;;;;
0484;Eskilstuna;0484C1050;Fröslunda-Vilsta;;;;
0484;Eskilstuna;0484C1090;Fröslunda-Vilsta;;;;
0484;Eskilstuna;0484C1250;Gredby-Lundby-Brottsta-Flacksta;;;;
0484;Eskilstuna;0484C1280;Gredby-Lundby-Brottsta-Flacksta;;;;
0484;Eskilstuna;0484C1300;Gredby-Lundby-Brottsta-Flacksta;;;;
0484;Eskilstuna;0484C1460;Göksten-Krusgården-Edvardslund-Glömsta;;;;
0484;Eskilstuna;0484C1470;Göksten-Krusgården-Edvardslund-Glömsta;;;;
0484;Eskilstuna;0484C1480;Göksten-Krusgården-Edvardslund-Glömsta;;;;
0484;Eskilstuna;0484A0010;Hållsta-Bälgviken;;;;
0484;Eskilstuna;0484B5010;Hållsta-Bälgviken;;;;
0484;Eskilstuna;0484C1400;Hällbybrunn-Folkesta;;;;
0484;Eskilstuna;0484C1420;Hällbybrunn-Folkesta;;;;
0484;Eskilstuna;0484B2010;Kvicksund-Tumbo;;;;
0484;Eskilstuna;0484C1100;Lagersberg-Råbergstorp;;;;
0484;Eskilstuna;0484C1080;Lagersberg-Råbergstorp;;;;
0484;Eskilstuna;0484C1030;Mesta-Borsökna;;;;
0484;Eskilstuna;0484C1040;Mesta-Borsökna;;;;
0484;Eskilstuna;0484C1310;Munktellstaden-Norr-Gamla staden;;;;
0484;Eskilstuna;0484C1340;Munktellstaden-Norr-Gamla staden;;;;
0484;Eskilstuna;0484C1290;Munktellstaden-Norr-Gamla staden;;;;
0484;Eskilstuna;0484C1260;Munktellstaden-Norr-Gamla staden;;;;
0484;Eskilstuna;0484C1110;Myrtorp-Västermalm-Brunnsbacken;;;;
0484;Eskilstuna;0484C1120;Myrtorp-Västermalm-Brunnsbacken;;;;
0484;Eskilstuna;0484C1190;Nyfors centrum-Väster;;;;
0484;Eskilstuna;0484C1220;Nyfors centrum-Väster;;;;
0484;Eskilstuna;0484C1320;Nyfors centrum-Väster;;;;
0484;Eskilstuna;0484C1330;Röksta-Eskilshem-Balsta;;;;
0484;Eskilstuna;0484C1350;Röksta-Eskilshem-Balsta;;;;
0484;Eskilstuna;0484C1410;Skiftinge-Djursta;;;;
0484;Eskilstuna;0484C1390;Skiftinge-Djursta;;;;
0484;Eskilstuna;0484C1430;Skiftinge-Ärsta-Sal;;;;
0484;Eskilstuna;0484C1010;Skogstorp;;;;
0484;Eskilstuna;0484C1020;Skogstorp;;;;
0484;Eskilstuna;0484C1070;Skogsängen-Viptorp;;;;
0484;Eskilstuna;0484C1060;Snopptorp;;;;
0484;Eskilstuna;0484C1490;Solvik-Mälarbaden-Torshälla centrum;;;;
0484;Eskilstuna;0484C1500;Solvik-Mälarbaden-Torshälla centrum;;;;
0484;Eskilstuna;0484C1140;Stenby;;;;
0484;Eskilstuna;0484B4010;Sundbyholm-Kjula-Barva;;;;
0484;Eskilstuna;0484A0060;Sundbyholm-Kjula-Barva;;;;
0484;Eskilstuna;0484A0070;Sundbyholm-Kjula-Barva;;;;
0484;Eskilstuna;0484C1160;Trumtorp-Odlaren-Hagnestahill;;;;
0484;Eskilstuna;0484C1440;Valhalla-Slagsta;;;;
0484;Eskilstuna;0484C1450;Valhalla-Slagsta;;;;
0484;Eskilstuna;0484C1380;Valhalla-Slagsta;;;;
0484;Eskilstuna;0484C1200;Västra Nyfors;;;;
0484;Eskilstuna;0484C1360;Årby-Vallby;;;;
0484;Eskilstuna;0484C1370;Årby-Vallby;;;;
0484;Eskilstuna;0484A0040;Ärla-Hällberga;;;;
0484;Eskilstuna;0484A0020;Ärla-Hällberga;;;;
0484;Eskilstuna;0484B3010;Ärla-Hällberga;;;;
0484;Eskilstuna;0484C1180;Östra Nyfors;;;;
1285;Eslöv;1285C1040;Backarna-Väster-Elvkullen;;;;
1285;Eslöv;1285C1070;Backarna-Väster-Elvkullen;;;;
1285;Eslöv;1285C1050;Berga-Öster;;;;
1285;Eslöv;1285C1010;Berga-Öster;;;;
1285;Eslöv;1285B4010;Billinge-Stockamöllan-Stehag;;;;
1285;Eslöv;1285A0060;Billinge-Stockamöllan-Stehag;;;;
1285;Eslöv;1285A0070;Billinge-Stockamöllan-Stehag;;;;
1285;Eslöv;1285C1030;Eslöv centrum ;;;;
1285;Eslöv;1285C1080;Eslöv norr;;;;
1285;Eslöv;1285B5010;Flyinge-Örtofta-Hurva;;;;
1285;Eslöv;1285A0020;Flyinge-Örtofta-Hurva;;;;
1285;Eslöv;1285A0030;Flyinge-Örtofta-Hurva;;;;
1285;Eslöv;1285A0040;Flyinge-Örtofta-Hurva;;;;
1285;Eslöv;1285C1060;Karlsro-Solkullen;;;;
1285;Eslöv;1285B3010;Löberöd-Harlösa;;;;
1285;Eslöv;1285A0010;Löberöd-Harlösa;;;;
1285;Eslöv;1285B2010;Marieholm;;;;
1285;Eslöv;1285A0050;Marieholm;;;;
1285;Eslöv;1285C1090;Rönneberga-Norrevång;;;;
1285;Eslöv;1285C1020;Sallerup-Hällan-Bäckdala;;;;
1445;Essunga;1445A0020;Främmestad omland;;;;
1445;Essunga;1445A0010;Jonslund omland;;;;
1445;Essunga;1445C1010;Nossebro;;;;
1982;Fagersta;1982C1020;Fagersta centrum;;;;
1982;Fagersta;1982C1050;Fagersta centrum;;;;
1982;Fagersta;1982C1060;Fagersta centrum;;;;
1982;Fagersta;1982C1040;Per Ols;;;;
1982;Fagersta;1982C1010;Västanfors västra-Hedkärra;;;;
1982;Fagersta;1982C1030;Västanfors östra-Meling;;;;
1982;Fagersta;1982A0010;Åvestbo-Ängelsberg-Ulvsbo;;;;
1382;Falkenberg;1382C1070;Falkenberg centrum;;;;
1382;Falkenberg;1382C1100;Falkenberg centrum;;;;
1382;Falkenberg;1382C1030;Falkenberg södra;;;;
1382;Falkenberg;1382C1050;Falkenberg södra;;;;
1382;Falkenberg;1382C1060;Falkenberg södra;;;;
1382;Falkenberg;1382C1010;Falkenberg södra;;;;
1382;Falkenberg;1382A0030;Falkenbergs norra kustområde;;;;
1382;Falkenberg;1382A0010;Falkenbergs södra kustområde;;;;
1382;Falkenberg;1382B2010;Glommen;;;;
1382;Falkenberg;1382C1110;Skogstorp;;;;
1382;Falkenberg;1382C1130;Skogstorp;;;;
1382;Falkenberg;1382C1020;Skrea;;;;
1382;Falkenberg;1382B3010;Slöinge;;;;
1382;Falkenberg;1382C1140;Stafsinge-Gruebäcken;;;;
1382;Falkenberg;1382C1120;Stafsinge-Gruebäcken;;;;
1382;Falkenberg;1382C1150;Tröingeberg-Fajans;;;;
1382;Falkenberg;1382C1090;Tröingeberg-Fajans;;;;
1382;Falkenberg;1382A0060;Ullared-Inland;;;;
1382;Falkenberg;1382A0070;Ullared-Inland;;;;
1382;Falkenberg;1382A0080;Ullared-Inland;;;;
1382;Falkenberg;1382A0090;Ullared-Inland;;;;
1382;Falkenberg;1382A0020;Vessigebro-Årstad;;;;
1382;Falkenberg;1382A0050;Vessigebro-Årstad;;;;
1382;Falkenberg;1382C1160;Vinberg-Ljungby;;;;
1382;Falkenberg;1382A0040;Vinberg-Ljungby;;;;
1382;Falkenberg;1382C1080;Västra gärdet;;;;
1382;Falkenberg;1382C1040;Västra gärdet;;;;
1499;Falköping;1499A0070;Broddetorp;;;;
1499;Falköping;1499C1080;Falköping norra stad;;;;
1499;Falköping;1499C1090;Falköping norra stad;;;;
1499;Falköping;1499C1030;Falköping södra stad;;;;
1499;Falköping;1499C1010;Falköping södra stad;;;;
1499;Falköping;1499C1060;Falköping västra stad;;;;
1499;Falköping;1499C1070;Falköping västra stad;;;;
1499;Falköping;1499C1040;Falköping östra stad;;;;
1499;Falköping;1499C1050;Falköping östra stad;;;;
1499;Falköping;1499C1020;Falköping östra stad;;;;
1499;Falköping;1499B3010;Floby;;;;
1499;Falköping;1499A0030;Floby;;;;
1499;Falköping;1499A0050;Gudhem-Torbjörntorp;;;;
1499;Falköping;1499B4010;Kinnarp-Slutarp-Åsarp;;;;
1499;Falköping;1499A0010;Kinnarp-Slutarp-Åsarp;;;;
1499;Falköping;1499A0040;Odensberg;;;;
1499;Falköping;1499A0060;Stenstorp;;;;
1499;Falköping;1499B2010;Stenstorp;;;;
1499;Falköping;1499A0020;Vartofta-Kättilstorp;;;;
2080;Falun;2080A0020;Aspeboda;;;;
2080;Falun;2080B2010;Bjursås;;;;
2080;Falun;2080B2020;Bjursås;;;;
2080;Falun;2080A0050;Bjursås omland-Sågmyra;;;;
2080;Falun;2080C1240;Bojsenburg;;;;
2080;Falun;2080A0060;Enviken-Linghed-Svärdsjö omland;;;;
2080;Falun;2080B4010;Enviken-Linghed-Svärdsjö omland;;;;
2080;Falun;2080C1150;Falu centrum norra;;;;
2080;Falun;2080C1160;Falu centrum norra;;;;
2080;Falun;2080C1170;Falu centrum norra;;;;
2080;Falun;2080C1130;Falu centrum södra;;;;
2080;Falun;2080C1140;Falu centrum södra;;;;
2080;Falun;2080C1110;Falu centrum södra;;;;
2080;Falun;2080B5010;Grycksbo;;;;
2080;Falun;2080C1210;Herrhagen;;;;
2080;Falun;2080C1020;Hosjö;;;;
2080;Falun;2080C1100;Hosjö;;;;
2080;Falun;2080C1060;Kvarnberget-Främby-Källviken;;;;
2080;Falun;2080C1010;Kvarnberget-Främby-Källviken;;;;
2080;Falun;2080C1090;Nedre Norslund;;;;
2080;Falun;2080C1050;Pilbo-Samuelsdal-Gruvriset;;;;
2080;Falun;2080C1030;Pilbo-Samuelsdal-Gruvriset;;;;
2080;Falun;2080C1120;Slätta-Gamla Berget;;;;
2080;Falun;2080C1200;Slätta-Gamla Berget;;;;
2080;Falun;2080C1230;Slätta-Gamla Berget;;;;
2080;Falun;2080C1220;Stennäset-Britsarvet-Lugnet;;;;
2080;Falun;2080C1260;Stennäset-Britsarvet-Lugnet;;;;
2080;Falun;2080C1180;Stennäset-Britsarvet-Lugnet;;;;
2080;Falun;2080C1190;Stennäset-Britsarvet-Lugnet;;;;
2080;Falun;2080C1250;Sundborn-Danholn-Toftbyn;;;;
2080;Falun;2080A0030;Sundborn-Danholn-Toftbyn;;;;
2080;Falun;2080A0040;Sundborn-Danholn-Toftbyn;;;;
2080;Falun;2080B3010;Svärdsjö;;;;
2080;Falun;2080A0010;Vika;;;;
2080;Falun;2080C1040;Övre Norslund-Hälsinggården-Korsnäs;;;;
2080;Falun;2080C1070;Övre Norslund-Hälsinggården-Korsnäs;;;;
2080;Falun;2080C1080;Övre Norslund-Hälsinggården-Korsnäs;;;;
1782;Filipstad;1782C1010;Bergslagstorget-Eriksberg;;;;
1782;Filipstad;1782A0030;Filipstad norra;;;;
1782;Filipstad;1782A0010;Filipstad södra;;;;
1782;Filipstad;1782A0020;Filipstad södra;;;;
1782;Filipstad;1782C1030;Höglunda-Myrängen;;;;
1782;Filipstad;1782C1020;Kalhyttan-centrum;;;;
1782;Filipstad;1782B2010;Lesjöfors;;;;
1782;Filipstad;1782C1040;Storbron;;;;
0562;Finspång;0562C1040;Dunderbacken-Hårstorp;;;;
0562;Finspång;0562C1050;Finspång centrala-Svälthagen;;;;
0562;Finspång;0562C1070;Finspång centrala-Svälthagen;;;;
0562;Finspång;0562A0010;Finspång omland;;;;
0562;Finspång;0562A0020;Finspång omland;;;;
0562;Finspång;0562A0040;Finspång omland;;;;
0562;Finspång;0562A0050;Finspång omland;;;;
0562;Finspång;0562A0060;Finspång omland;;;;
0562;Finspång;0562C1080;Grosvad-Butbro;;;;
0562;Finspång;0562A0030;Lotorp-Vistinge;;;;
0562;Finspång;0562C1060;Norrmalm-Östermalm;;;;
0562;Finspång;0562C1020;Nyhem;;;;
0562;Finspång;0562C1030;Storängen;;;;
0562;Finspång;0562C1010;Viggestorp-Falla;;;;
0482;Flen;0482A0030;Flens landsbygd norra;;;;
0482;Flen;0482A0010;Flens landsbygd södra;;;;
0482;Flen;0482A0020;Flens landsbygd östra;;;;
0482;Flen;0482C1010;Flensby-Bjurtorp-Öja;;;;
0482;Flen;0482B3010;Hälleforsnäs;;;;
0482;Flen;0482B2010;Malmköping;;;;
0482;Flen;0482C1050;Mellösa-Orrhammar;;;;
0482;Flen;0482C1030;Nybble-Centrum nordväst;;;;
0482;Flen;0482C1040;Orrö-Brogetorp-Centrum nordost;;;;
0482;Flen;0482C1020;Salsta-Centrum södra;;;;
1763;Forshaga;1763B2010;Deje-Dejefors;;;;
1763;Forshaga;1763B2020;Deje-Dejefors;;;;
1763;Forshaga;1763A0010;Forshaga omland;;;;
1763;Forshaga;1763C1010;Forshaga-Skived;;;;
1763;Forshaga;1763C1020;Forshaga-Skived;;;;
1763;Forshaga;1763C1030;Forshaga-Skived;;;;
1439;Färgelanda;1439A0020;Färgelanda norra;;;;
1439;Färgelanda;1439C1010;Färgelanda södra;;;;
1439;Färgelanda;1439C1020;Färgelanda södra;;;;
1439;Färgelanda;1439A0010;Färgelanda södra;;;;
2026;Gagnef;2026A0010;Björbo;;;;
2026;Gagnef;2026A0020;Brötjärna omland;;;;
2026;Gagnef;2026C1010;Djurmo omland;;;;
2026;Gagnef;2026C1020;Djurås;;;;
2026;Gagnef;2026B3010;Kyrkbyn;;;;
2026;Gagnef;2026B2010;Mockfjärd;;;;
0662;Gislaved;0662C1010;Anderstorp nordsydväst;;;;
0662;Gislaved;0662C1030;Anderstorp nordsydväst;;;;
0662;Gislaved;0662C1020;Anderstorp östra;;;;
0662;Gislaved;0662A0040;Broaryd-Gislaved omland;;;;
0662;Gislaved;0662A0020;Broaryd-Gislaved omland;;;;
0662;Gislaved;0662B5010;Burseryd;;;;
0662;Gislaved;0662C1080;Gislaved nordväst;;;;
0662;Gislaved;0662C1090;Gislaved norra;;;;
0662;Gislaved;0662C1040;Gislaved södra;;;;
0662;Gislaved;0662C1060;Gislaved södra;;;;
0662;Gislaved;0662C1070;Gislaved östra;;;;
0662;Gislaved;0662C1050;Gislaved östra;;;;
0662;Gislaved;0662B3010;Hestra;;;;
0662;Gislaved;0662B4010;Reftele;;;;
0662;Gislaved;0662B2010;Smålandsstenar västra;;;;
0662;Gislaved;0662B2030;Smålandsstenar västra;;;;
0662;Gislaved;0662B2020;Smålandsstenar östra;;;;
0662;Gislaved;0662A0030;Smålandsstenar-Reftele omland;;;;
0662;Gislaved;0662A0010;Smålandsstenar-Reftele omland;;;;
0461;Gnesta;0461C1040;Gnesta norra;;;;
0461;Gnesta;0461C1020;Gnesta södra;;;;
0461;Gnesta;0461C1030;Gnesta södra;;;;
0461;Gnesta;0461C1010;Gnesta västra;;;;
0461;Gnesta;0461A0040;Laxne-Gåsinge-Dillnäs;;;;
0461;Gnesta;0461A0010;Stjärnhov-Björnlunda-Hållsta;;;;
0461;Gnesta;0461A0020;Stjärnhov-Björnlunda-Hållsta;;;;
0461;Gnesta;0461A0030;Stjärnhov-Björnlunda-Hållsta;;;;
0617;Gnosjö;0617A0010;Gnosjö landsbygd;;;;
0617;Gnosjö;0617A0020;Gnosjö landsbygd;;;;
0617;Gnosjö;0617C1010;Gnosjö tätort;;;;
0617;Gnosjö;0617C1020;Gnosjö tätort;;;;
0617;Gnosjö;0617C1030;Gnosjö tätort;;;;
0617;Gnosjö;0617B2010;Hillerstorp tätort;;;;
0980;Gotland;0980C1120;Bingeby;;;;
0980;Gotland;0980C1150;Bingeby;;;;
0980;Gotland;0980A0070;Gotland mellersta;;;;
0980;Gotland;0980A0080;Gotland mellersta;;;;
0980;Gotland;0980A0090;Gotland mellersta;;;;
0980;Gotland;0980A0100;Gotland mellersta;;;;
0980;Gotland;0980A0120;Gotland mellersta;;;;
0980;Gotland;0980A0130;Gotland norra;;;;
0980;Gotland;0980A0160;Gotland norra;;;;
0980;Gotland;0980A0170;Gotland norra;;;;
0980;Gotland;0980A0180;Gotland norra;;;;
0980;Gotland;0980A0010;Gotland södra;;;;
0980;Gotland;0980A0020;Gotland södra;;;;
0980;Gotland;0980A0030;Gotland södra;;;;
0980;Gotland;0980A0040;Gotland södra;;;;
0980;Gotland;0980A0050;Gotland södra;;;;
0980;Gotland;0980A0060;Gotland södra;;;;
0980;Gotland;0980C1040;Gråbo;;;;
0980;Gotland;0980C1050;Gråbo;;;;
0980;Gotland;0980C1080;Gråbo;;;;
0980;Gotland;0980B2010;Hemse;;;;
0980;Gotland;0980C1060;Innerstaden-Visby norra;;;;
0980;Gotland;0980C1160;Innerstaden-Visby norra;;;;
0980;Gotland;0980C1130;Innerstaden-Visby norra;;;;
0980;Gotland;0980C1140;Innerstaden-Visby norra;;;;
0980;Gotland;0980C1100;Innerstaden-Visby norra;;;;
0980;Gotland;0980C1110;Innerstaden-Visby norra;;;;
0980;Gotland;0980B3010;Klintehamn;;;;
0980;Gotland;0980B5010;Roma;;;;
0980;Gotland;0980B4010;Slite;;;;
0980;Gotland;0980C1020;Visby omland;;;;
0980;Gotland;0980A0140;Visby omland;;;;
0980;Gotland;0980A0150;Visby omland;;;;
0980;Gotland;0980A0110;Visby omland;;;;
0980;Gotland;0980C1030;Visby södra;;;;
0980;Gotland;0980C1090;Visby södra;;;;
0980;Gotland;0980C1070;Visby södra;;;;
0980;Gotland;0980C1010;Visby södra;;;;
1764;Grums;1764A0020;Borgvik-Värmskog-Skruvstad;;;;
1764;Grums;1764C1020;Gamla Slottsbron;;;;
1764;Grums;1764C1050;Karlberg;;;;
1764;Grums;1764C1030;Orrby-Grönberg;;;;
1764;Grums;1764C1040;Orrby-Grönberg;;;;
1764;Grums;1764A0010;Segmon-Liljedal;;;;
1764;Grums;1764C1010;Slottsbron;;;;
1444;Grästorp;1444A0010;Grästorps omnejd;;;;
1444;Grästorp;1444A0020;Grästorps omnejd;;;;
1444;Grästorp;1444C1010;Grästorps samhälle;;;;
1444;Grästorp;1444C1020;Grästorps samhälle;;;;
1447;Gullspång;1447A0020;Gullspång norra;;;;
1447;Gullspång;1447A0010;Gullspång södra;;;;
1447;Gullspång;1447B2010;Gullspång-Skagersvik;;;;
1447;Gullspång;1447C1010;Hova;;;;
2523;Gällivare;2523C1020;Andra sidan;;;;
2523;Gällivare;2523C1030;Gällivare centrum;;;;
2523;Gällivare;2523A0030;Gällivare norra;;;;
2523;Gällivare;2523A0010;Gällivare södra;;;;
2523;Gällivare;2523C1050;Gällivare väst;;;;
2523;Gällivare;2523C1040;Gällivare öst;;;;
2523;Gällivare;2523A0020;Gällivare östra omland ;;;;
2523;Gällivare;2523B2010;Koskullskulle;;;;
2523;Gällivare;2523C1060;Malmberget-Mosebacke;;;;
2523;Gällivare;2523C1070;Malmberget-Mosebacke;;;;
2523;Gällivare;2523C1080;Malmberget-Mosebacke;;;;
2523;Gällivare;2523C1010;Vassara Älv;;;;
2180;Gävle;2180C1040;Andersberg;;;;
2180;Gävle;2180C1080;Andersberg;;;;
2180;Gävle;2180C1090;Andersberg;;;;
2180;Gävle;2180B5010;Bergby-Norrsundet;;;;
2180;Gävle;2180A0040;Bergby-Norrsundet;;;;
2180;Gävle;2180B2010;Bergby-Norrsundet;;;;
2180;Gävle;2180A0030;Björke-Norrlandet;;;;
2180;Gävle;2180C1460;Björke-Norrlandet;;;;
2180;Gävle;2180C1010;Forsbacka-Överhärde;;;;
2180;Gävle;2180C1020;Forsbacka-Överhärde;;;;
2180;Gävle;2180B4010;Furuvik-Sälgsjön;;;;
2180;Gävle;2180A0020;Furuvik-Sälgsjön;;;;
2180;Gävle;2180C1220;Gävle centrum;;;;
2180;Gävle;2180C1230;Gävle centrum;;;;
2180;Gävle;2180C1270;Gävle centrum;;;;
2180;Gävle;2180C1290;Gävle centrum;;;;
2180;Gävle;2180C1340;Gävle centrum;;;;
2180;Gävle;2180C1360;Gävle Strand-Näringen-Öster;;;;
2180;Gävle;2180C1110;Gävle söder-Sörby;;;;
2180;Gävle;2180C1160;Gävle söder-Sörby;;;;
2180;Gävle;2180C1190;Gävle söder-Sörby;;;;
2180;Gävle;2180C1120;Hagaström-Lexe;;;;
2180;Gävle;2180C1320;Hagaström-Lexe;;;;
2180;Gävle;2180B3010;Hedesunda;;;;
2180;Gävle;2180A0010;Hedesunda;;;;
2180;Gävle;2180C1140;Hemlingby-Hemsta-Järvsta;;;;
2180;Gävle;2180C1070;Hemlingby-Hemsta-Järvsta;;;;
2180;Gävle;2180C1440;Hille-Åbyggeby;;;;
2180;Gävle;2180C1450;Hille-Åbyggeby;;;;
2180;Gävle;2180C1350;Holmsund-Sjöäng-Sörby Urfjäll;;;;
2180;Gävle;2180C1240;Holmsund-Sjöäng-Sörby Urfjäll;;;;
2180;Gävle;2180C1430;Jonstorp-Lindbacka-Strömsbro;;;;
2180;Gävle;2180C1310;Norra Brynäs;;;;
2180;Gävle;2180C1280;Norra Brynäs;;;;
2180;Gävle;2180C1300;Norrtull-Nynäs;;;;
2180;Gävle;2180C1330;Norrtull-Nynäs;;;;
2180;Gävle;2180C1420;Stigslund-Gavlehov;;;;
2180;Gävle;2180C1390;Stigslund-Gavlehov;;;;
2180;Gävle;2180C1400;Sätra;;;;
2180;Gävle;2180C1410;Sätra;;;;
2180;Gävle;2180C1370;Sätra;;;;
2180;Gävle;2180C1380;Sätra;;;;
2180;Gävle;2180C1260;Södra Bomhus;;;;
2180;Gävle;2180C1210;Södra Bomhus;;;;
2180;Gävle;2180C1150;Södra Bomhus;;;;
2180;Gävle;2180C1170;Södra Bomhus;;;;
2180;Gävle;2180C1180;Södra Brynäs;;;;
2180;Gävle;2180C1250;Södra Brynäs;;;;
2180;Gävle;2180C1030;Valbo;;;;
2180;Gävle;2180C1050;Valbo;;;;
2180;Gävle;2180C1060;Valbo;;;;
2180;Gävle;2180C1100;Villastaden-Fridhem;;;;
2180;Gävle;2180C1200;Villastaden-Fridhem;;;;
2180;Gävle;2180C1130;Villastaden-Fridhem;;;;
1480;Göteborg;1480C3830;Angered centrum-Agnesberg;;;;
1480;Göteborg;1480C3790;Angered centrum-Agnesberg;;;;
1480;Göteborg;1480C3880;Angered centrum-Agnesberg;;;;
1480;Göteborg;1480C1900;Annedal-Änggården;;;;
1480;Göteborg;1480C2020;Annedal-Änggården;;;;
1480;Göteborg;1480C1540;Annedal-Änggården;;;;
1480;Göteborg;1480C1150;Askim norra;;;;
1480;Göteborg;1480C1160;Askim norra;;;;
1480;Göteborg;1480C1190;Askim norra;;;;
1480;Göteborg;1480C1110;Askim södra;;;;
1480;Göteborg;1480C1120;Askim södra;;;;
1480;Göteborg;1480C1130;Askim södra;;;;
1480;Göteborg;1480C3310;Backa centrala;;;;
1480;Göteborg;1480C3350;Backa centrala;;;;
1480;Göteborg;1480C3290;Backa Röd;;;;
1480;Göteborg;1480C3260;Backa östra;;;;
1480;Göteborg;1480C2830;Bagaregården;;;;
1480;Göteborg;1480C2910;Bagaregården;;;;
1480;Göteborg;1480C3440;Bergsjön centrala;;;;
1480;Göteborg;1480C3580;Bergsjön centrala;;;;
1480;Göteborg;1480C3600;Bergsjön nordvästra;;;;
1480;Göteborg;1480C3500;Bergsjön nordvästra;;;;
1480;Göteborg;1480C3510;Bergsjön nordvästra;;;;
1480;Göteborg;1480C3530;Bergsjön Rymdtorget;;;;
1480;Göteborg;1480C3560;Bergsjön Rymdtorget;;;;
1480;Göteborg;1480C3390;Bergsjön sydöstra;;;;
1480;Göteborg;1480C3400;Bergsjön södra;;;;
1480;Göteborg;1480C3800;Bergum;;;;
1480;Göteborg;1480C3820;Bergum;;;;
1480;Göteborg;1480A0040;Bergum;;;;
1480;Göteborg;1480C1050;Billdal Brottkärr;;;;
1480;Göteborg;1480C1060;Billdal Brottkärr;;;;
1480;Göteborg;1480C1010;Billdal Lindås;;;;
1480;Göteborg;1480C1020;Billdal Lindås;;;;
1480;Göteborg;1480C1030;Billdal Skintebo;;;;
1480;Göteborg;1480C1040;Billdal Skintebo;;;;
1480;Göteborg;1480C2040;Björkekärr Delsjön;;;;
1480;Göteborg;1480C2620;Björkekärr Rosendal;;;;
1480;Göteborg;1480C2670;Björkekärr Östra sjukhuset;;;;
1480;Göteborg;1480C2770;Björkekärr Östra sjukhuset;;;;
1480;Göteborg;1480C2730;Björkekärr Östra sjukhuset;;;;
1480;Göteborg;1480C3740;Björlanda;;;;
1480;Göteborg;1480C3630;Björlanda;;;;
1480;Göteborg;1480C3330;Björlanda;;;;
1480;Göteborg;1480C3340;Björlanda;;;;
1480;Göteborg;1480C1290;Bratthammar;;;;
1480;Göteborg;1480C3160;Brunnsbo norra;;;;
1480;Göteborg;1480C3080;Brunnsbo torg;;;;
1480;Göteborg;1480C3210;Brunnsbo torg;;;;
1480;Göteborg;1480C2210;Eriksberg;;;;
1480;Göteborg;1480C2290;Eriksberg;;;;
1480;Göteborg;1480C2360;Eriksberg;;;;
1480;Göteborg;1480C2410;Eriksberg;;;;
1480;Göteborg;1480C2430;Eriksberg;;;;
1480;Göteborg;1480C3660;Eriksbo;;;;
1480;Göteborg;1480C3700;Eriksbo;;;;
1480;Göteborg;1480C1260;Fiskebäck södra;;;;
1480;Göteborg;1480C1390;Fiskebäck södra;;;;
1480;Göteborg;1480C1410;Fiskebäck södra;;;;
1480;Göteborg;1480C1470;Fiskebäck Tranered;;;;
1480;Göteborg;1480C1420;Flatås västra;;;;
1480;Göteborg;1480C1370;Frölunda torg västra;;;;
1480;Göteborg;1480C1340;Frölunda torg västra;;;;
1480;Göteborg;1480C1350;Frölunda torg östra;;;;
1480;Göteborg;1480C1280;Frölunda torg östra;;;;
1480;Göteborg;1480C3220;Gamlestaden Kviberg;;;;
1480;Göteborg;1480C3230;Gamlestaden Kviberg;;;;
1480;Göteborg;1480C3280;Gamlestaden västra;;;;
1480;Göteborg;1480C3090;Gamlestaden västra;;;;
1480;Göteborg;1480C3060;Gamlestaden västra;;;;
1480;Göteborg;1480C1250;Grevegården;;;;
1480;Göteborg;1480C1230;Grevegården;;;;
1480;Göteborg;1480C1440;Grimmered;;;;
1480;Göteborg;1480C1580;Grimmered;;;;
1480;Göteborg;1480C1720;Guldheden mellersta;;;;
1480;Göteborg;1480C1730;Guldheden mellersta;;;;
1480;Göteborg;1480C1810;Guldheden norra;;;;
1480;Göteborg;1480C1600;Guldheden södra;;;;
1480;Göteborg;1480C1610;Guldheden södra;;;;
1480;Göteborg;1480C1650;Guldheden södra;;;;
1480;Göteborg;1480C1380;Guldringen;;;;
1480;Göteborg;1480C3870;Gårdsten nordöstra;;;;
1480;Göteborg;1480C3890;Gårdsten nordöstra;;;;
1480;Göteborg;1480C3940;Gårdsten nordöstra;;;;
1480;Göteborg;1480C3930;Gårdsten sydvästra;;;;
1480;Göteborg;1480C3900;Gårdsten sydvästra;;;;
1480;Göteborg;1480C2240;Haga;;;;
1480;Göteborg;1480C2250;Haga;;;;
1480;Göteborg;1480C1640;Hagen;;;;
1480;Göteborg;1480C1710;Hagen;;;;
1480;Göteborg;1480C1560;Hagen;;;;
1480;Göteborg;1480C3770;Hammarkullen centrala;;;;
1480;Göteborg;1480C3730;Hammarkullen centrala;;;;
1480;Göteborg;1480C3710;Hammarkullen yttre;;;;
