deso,total_households,,,"Antal hushåll efter år, region och hushållstyp"
0980C1100,817,,,
0980C1110,884,,,
0980C1120,939,,,
0980C1130,852,,,
0980C1140,867,,,
0980C1150,847,,,
0980C1160,784,,,
1060A0010,580,,,
1060A0020,702,,,
1060B2010,488,,,
1060C1010,806,,,
1060C1020,780,,,
1060C1030,1159,,,
1060C1040,876,,,
1060C1050,1105,,,
1080A0010,774,,,
1080A0020,408,,,
1080A0030,1110,,,
1080A0040,611,,,
1080A0050,944,,,
1080A0060,640,,,
1080A0070,451,,,
1080A0080,556,,,
1080A0090,846,,,
1080A0100,536,,,
1080B2010,658,,,
1080B2020,836,,,
1080B3010,646,,,
1080B3020,611,,,
1080B4010,762,,,
1080B5010,677,,,
1080C1010,1094,,,
1080C1020,1153,,,
1080C1030,862,,,
1080C1040,1023,,,
1080C1050,871,,,
1080C1060,1287,,,
1080C1070,1033,,,
1080C1080,1285,,,
1080C1090,585,,,
1080C1100,965,,,
1080C1110,615,,,
1080C1120,987,,,
1080C1130,725,,,
1080C1140,455,,,
1080C1150,647,,,
1080C1160,1101,,,
1080C1170,926,,,
1080C1180,915,,,
1080C1190,516,,,
1080C1200,702,,,
1080C1210,698,,,
1080C1220,579,,,
1080C1230,921,,,
1080C1240,913,,,
1081A0010,786,,,
1081A0020,537,,,
1081A0030,620,,,
1081A0040,637,,,
1081A0050,716,,,
1081B2010,805,,,
1081B3010,893,,,
1081C1010,955,,,
1081C1020,1130,,,
1081C1030,635,,,
1081C1040,732,,,
1081C1050,796,,,
1081C1060,721,,,
1081C1070,1011,,,
1081C1080,561,,,
1081C1090,831,,,
1081C1100,650,,,
1081C1110,702,,,
1082A0010,667,,,
1082A0020,1131,,,
1082A0030,501,,,
1082B2010,999,,,
1082C1010,816,,,
1082C1020,777,,,
1082C1030,909,,,
1082C1040,1003,,,
1082C1050,694,,,
1082C1060,1018,,,
1082C1070,892,,,
1082C1080,926,,,
1082C1090,933,,,
1082C1100,679,,,
1082C1110,673,,,
1082C1120,1078,,,
1082C1130,1196,,,
1082C1140,810,,,
1083A0010,960,,,
1083A0020,770,,,
1083B2010,969,,,
1083B3010,717,,,
1083B4010,533,,,
1083C1010,1043,,,
1083C1020,959,,,
1083C1030,1479,,,
1083C1040,1009,,,
1214A0010,382,,,
1214A0020,758,,,
1214A0030,675,,,
1214A0040,462,,,
1214B2010,825,,,
1214B3010,694,,,
1214B4010,475,,,
1214C1010,892,,,
1214C1020,990,,,
1230A0010,702,,,
1230A0020,401,,,
1230B2010,935,,,
1230B2020,969,,,
1230C1010,1223,,,
1230C1020,842,,,
1230C1030,857,,,
1230C1040,852,,,
1230C1050,1259,,,
1230C1060,807,,,
1230C1070,734,,,
1230C1080,868,,,
1231C1010,800,,,
1231C1020,1275,,,
1231C1030,692,,,
1231C1040,799,,,
1231C1050,980,,,
1231C1060,656,,,
1231C1070,614,,,
1231C1080,858,,,
1231C1090,786,,,
1231C1100,759,,,
1233A0010,597,,,
1233A0020,320,,,
1233B2010,803,,,
1233B2020,608,,,
1233B2030,474,,,
1233B2040,749,,,
1233B2050,869,,,
1233B2060,829,,,
1233B2070,1063,,,
1233B2080,803,,,
1233B3010,609,,,
1233B3020,732,,,
1233B3030,864,,,
1233B3040,1051,,,
1233B4010,375,,,
1233B4020,645,,,
1233C1010,498,,,
1233C1020,815,,,
1233C1030,1135,,,
1233C1040,744,,,
1233C1050,709,,,
1256A0010,547,,,
1256A0020,370,,,
1256A0030,504,,,
1256B2010,790,,,
1256B2020,738,,,
1256B3010,732,,,
1256B4010,644,,,
1256B5010,556,,,
1256C1010,628,,,
1256C1020,894,,,
1257A0010,578,,,
1257A0020,848,,,
1257A0030,766,,,
1257C1010,603,,,
1257C1020,803,,,
1257C1030,844,,,
1257C1040,435,,,
1260A0010,700,,,
1260A0020,1008,,,
1260A0030,796,,,
1260B2010,846,,,
1260C1010,720,,,
1260C1020,882,,,
1260C1030,724,,,
1260C1040,1020,,,
1261A0010,272,,,
1261A0020,338,,,
1261A0030,440,,,
1261B2010,793,,,
1261B2020,900,,,
1261B2030,861,,,
1261B2040,831,,,
1261B2050,896,,,
1261B2060,657,,,
1261B2070,603,,,
1261C1010,565,,,
1261C1020,482,,,
1261C1030,757,,,
1261C1040,860,,,
1261C1050,599,,,
1261C1060,560,,,
1261C1070,802,,,
1261C1080,1494,,,
1261C1090,564,,,
1262C1010,708,,,
1262C1020,612,,,
1262C1030,933,,,
1262C1040,724,,,
1262C1050,1204,,,
1262C1060,791,,,
1262C1070,1015,,,
1262C1080,593,,,
1262C1090,921,,,
1262C1100,972,,,
1262C1110,703,,,
1262C1120,696,,,
1263A0010,383,,,
1263A0020,694,,,
1263B2010,642,,,
1263B2020,1033,,,
1263B3010,814,,,
1263C1010,860,,,
1263C1020,1151,,,
1263C1030,500,,,
1263C1040,957,,,
1263C1050,964,,,
1263C1060,518,,,
1263C1070,794,,,
1264A0010,543,,,
1264A0020,452,,,
1264A0030,371,,,
1264A0040,451,,,
1264B2010,727,,,
1264B3010,640,,,
1264C1010,1282,,,
1264C1020,829,,,
1264C1030,901,,,
1264C1040,1102,,,
1265A0010,654,,,
1265A0020,527,,,
1265A0030,749,,,
1265A0040,603,,,
1265A0050,762,,,
1265A0060,489,,,
1265A0070,409,,,
1265B2010,667,,,
1265C1010,1200,,,
1265C1020,926,,,
1265C1030,899,,,
1265C1040,1126,,,
1266A0010,729,,,
1266A0020,524,,,
1266A0030,384,,,
1266A0040,454,,,
1266A0050,595,,,
1266B2010,683,,,
1266C1010,719,,,
1266C1020,1170,,,
1266C1030,994,,,
1266C1040,960,,,
1267A0010,678,,,
1267A0020,854,,,
1267C1010,813,,,
1267C1020,951,,,
1267C1030,754,,,
1267C1040,976,,,
1267C1050,1210,,,
1267C1060,834,,,
1267C1070,451,,,
1270A0010,1035,,,
1270A0020,936,,,
1270A0030,970,,,
1270C1010,1141,,,
1270C1020,948,,,
1270C1030,420,,,
1270C1040,959,,,
1272A0010,588,,,
1272B2010,646,,,
1272B3010,576,,,
1272C1010,1359,,,
1272C1020,1174,,,
1272C1030,732,,,
1272C1040,714,,,
1273A0010,400,,,
1273A0020,528,,,
1273A0030,585,,,
1273B2010,994,,,
1273C1010,664,,,
1273C1020,636,,,
1273C1030,678,,,
1273C1040,799,,,
1273C1050,877,,,
1275A0010,559,,,
1275C1010,665,,,
1275C1020,767,,,
1275C1030,639,,,
1275C1040,772,,,
1276A0010,773,,,
1276A0020,395,,,
1276A0030,629,,,
1276B2010,1146,,,
1276B3010,858,,,
1276C1010,1387,,,
1276C1020,1009,,,
1276C1030,747,,,
1276C1040,589,,,
1276C1050,723,,,
1277A0010,346,,,
1277B2010,931,,,
1277B3010,865,,,
1277C1010,317,,,
1277C1020,607,,,
1277C1030,740,,,
1277C1040,654,,,
1277C1050,1082,,,
1277C1060,429,,,
1277C1070,666,,,
1278A0010,749,,,
1278A0020,938,,,
1278B2010,640,,,
1278B2020,463,,,
1278B2030,522,,,
1278B3010,626,,,
1278C1010,1004,,,
1278C1020,1195,,,
1278C1030,1364,,,
1280C1010,762,,,
1280C1020,447,,,
1280C1030,698,,,
1280C1040,739,,,
1280C1050,886,,,
1280C1060,572,,,
1280C1070,849,,,
1280C1080,609,,,
1280C1090,808,,,
1280C1100,554,,,
1280C1110,1077,,,
1280C1120,353,,,
1280C1130,677,,,
1280C1140,515,,,
1280C1150,653,,,
1280C1160,890,,,
1280C1170,1241,,,
1280C1180,536,,,
1280C1190,850,,,
1280C1200,858,,,
1280C1210,964,,,
1280C1220,872,,,
1280C1230,800,,,
1280C1240,838,,,
1280C1250,637,,,
1280C1260,648,,,
1280C1270,3269,,,
1280C1280,788,,,
1280C1290,830,,,
1280C1300,673,,,
1280C1310,734,,,
1280C1320,804,,,
1280C1330,643,,,
1280C1340,1477,,,
1280C1350,803,,,
1280C1360,700,,,
1280C1370,642,,,
1280C1380,1035,,,
1280C1390,869,,,
1280C1400,679,,,
1280C1410,484,,,
1280C1420,740,,,
1280C1430,964,,,
1280C1440,1687,,,
1280C1450,604,,,
1280C1460,888,,,
1280C1470,748,,,
1280C1480,498,,,
1280C1490,452,,,
1280C1500,973,,,
1280C1510,846,,,
1280C1520,674,,,
1280C1530,816,,,
1280C1540,595,,,
1280C1550,841,,,
1280C1560,603,,,
1280C1570,703,,,
1280C1580,879,,,
1280C1590,1037,,,
1280C1600,835,,,
1280C1610,620,,,
1280C1620,575,,,
1280C1630,805,,,
1280C1640,560,,,
1280C1650,771,,,
1280C1660,550,,,
1280C1670,554,,,
1280C1680,993,,,
1280C1690,421,,,
1280C1700,1005,,,
1280C1710,940,,,
1280C1720,817,,,
1280C1730,765,,,
1280C1740,979,,,
1280C1750,615,,,
1280C1760,592,,,
1280C1770,941,,,
1280C1780,714,,,
1280C1790,987,,,
1280C1800,956,,,
1280C1810,583,,,
1280C1820,1343,,,
1280C1830,571,,,
1280C1840,700,,,
1280C1850,800,,,
1280C1860,1122,,,
1280C1870,986,,,
1280C1880,321,,,
1280C1890,688,,,
1280C1900,880,,,
1280C1910,1012,,,
1280C1920,667,,,
1280C1930,844,,,
1280C1940,1081,,,
1280C1950,857,,,
1280C1960,871,,,
1280C1970,976,,,
1280C1980,737,,,
1280C1990,642,,,
1280C2000,704,,,
1280C2010,526,,,
1280C2020,962,,,
1280C2030,725,,,
1280C2040,667,,,
1280C2050,575,,,
1280C2060,813,,,
1280C2070,415,,,
1280C2080,4202,,,
1280C2090,998,,,
1280C2100,714,,,
1280C2110,786,,,
1280C2120,702,,,
1280C2130,1054,,,
1280C2140,830,,,
1280C2150,779,,,
1280C2160,799,,,
1280C2170,783,,,
1280C2180,1185,,,
1280C2190,630,,,
1280C2200,1119,,,
1280C2210,747,,,
1280C2220,1137,,,
1280C2230,793,,,
1280C2240,968,,,
1280C2250,761,,,
1280C2260,848,,,
1280C2270,997,,,
1280C2280,747,,,
1280C2290,1054,,,
1280C2300,893,,,
1280C2310,901,,,
1280C2320,750,,,
1280C2330,534,,,
1280C2340,806,,,
1280C2350,765,,,
1280C2360,986,,,
1280C2370,1022,,,
1280C2380,960,,,
1280C2390,834,,,
1280C2400,904,,,
1280C2410,971,,,
1280C2420,893,,,
1280C2430,845,,,
1280C2440,728,,,
1280C2450,934,,,
1280C2460,923,,,
1280C2470,922,,,
1280C2480,757,,,
1280C2490,935,,,
1280C2500,1767,,,
1280C2510,771,,,
1280C2520,1002,,,
1280C2530,605,,,
1280C2540,989,,,
1280C2550,720,,,
1280C2560,757,,,
1280C2570,791,,,
1280C2580,655,,,
1280C2590,930,,,
1280C2600,1251,,,
1280C2610,2046,,,
1280C2620,861,,,
1280C2630,896,,,
1280C2640,407,,,
1280C2650,850,,,
1280C2660,722,,,
1280C2670,1029,,,
1280C2680,831,,,
1280C2690,751,,,
1280C2700,1241,,,
1280C2710,798,,,
1280C2720,815,,,
1280C2730,821,,,
1280C2740,597,,,
1280C2750,1188,,,
1280C2760,798,,,
1280C2770,708,,,
1280C2780,1009,,,
1280C2790,707,,,
1280C2800,877,,,
1280C2810,1122,,,
1280C2820,856,,,
1280C2830,898,,,
1280C2840,994,,,
1280C2850,961,,,
1280C2860,801,,,
1280C2870,2345,,,
1280C2880,2545,,,
1280C2890,742,,,
1280C2900,1028,,,
1280C2910,1118,,,
1280C2920,1001,,,
1281A0010,371,,,
1281A0020,927,,,
1281A0030,639,,,
1281A0040,485,,,
1281B2010,724,,,
1281B2020,461,,,
1281B2030,638,,,
1281B2040,909,,,
1281B3010,552,,,
1281B3020,917,,,
1281B3030,541,,,
1281B3040,784,,,
1281B4010,625,,,
1281B4020,862,,,
1281B4030,742,,,
1281B5010,855,,,
1281B5020,407,,,
1281C1010,961,,,
1281C1020,935,,,
1281C1030,1389,,,
1281C1040,703,,,
1281C1050,891,,,
1281C1060,832,,,
1281C1070,1353,,,
1281C1080,1131,,,
1281C1090,710,,,
1281C1100,1211,,,
1281C1110,1062,,,
1281C1120,1445,,,
1281C1130,934,,,
1281C1140,703,,,
1281C1150,922,,,
1281C1160,715,,,
1281C1170,770,,,
1281C1180,963,,,
1281C1190,978,,,
1281C1200,691,,,
1281C1210,822,,,
1281C1220,971,,,
1281C1230,741,,,
1281C1240,675,,,
1281C1250,1006,,,
1281C1260,1259,,,
1281C1270,850,,,
1281C1280,1076,,,
1281C1290,818,,,
1281C1300,580,,,
1281C1310,631,,,
1281C1320,1233,,,
1281C1330,678,,,
1281C1340,675,,,
1281C1350,1067,,,
1281C1360,992,,,
1281C1370,1603,,,
1281C1380,950,,,
1281C1390,805,,,
1281C1400,858,,,
1281C1410,661,,,
1281C1420,691,,,
1281C1430,1609,,,
1281C1440,1104,,,
1281C1450,1170,,,
1281C1460,891,,,
1281C1470,1044,,,
1281C1480,500,,,
1281C1490,727,,,
1281C1500,796,,,
1281C1510,884,,,
1281C1520,610,,,
1281C1530,872,,,
1281C1540,747,,,
1281C1550,897,,,
1281C1560,550,,,
1281C1570,266,,,
1282A0010,1074,,,
1282B2010,941,,,
1282B3010,701,,,
1282C1010,864,,,
1282C1020,1019,,,
1282C1030,500,,,
1282C1040,1120,,,
1282C1050,1037,,,
1282C1060,1029,,,
1282C1070,1120,,,
1282C1080,1193,,,
1282C1090,1042,,,
1282C1100,1057,,,
1282C1110,1139,,,
1282C1120,633,,,
1282C1130,973,,,
1282C1140,809,,,
1282C1150,419,,,
1282C1160,964,,,
1282C1170,451,,,
1282C1180,1031,,,
1282C1190,1171,,,
1282C1200,867,,,
1283A0010,481,,,
1283A0020,472,,,
1283A0030,760,,,
1283A0040,474,,,
1283B2010,704,,,
1283B2020,1253,,,
1283B2030,630,,,
1283B3010,794,,,
1283B4010,622,,,
1283B5010,398,,,
1283C1010,564,,,
1283C1020,776,,,
1283C1030,860,,,
1283C1040,977,,,
1283C1050,534,,,
1283C1060,388,,,
1283C1070,814,,,
1283C1080,872,,,
1283C1090,851,,,
1283C1100,560,,,
1283C1110,682,,,
1283C1120,1130,,,
1283C1130,936,,,
1283C1140,729,,,
1283C1150,994,,,
1283C1160,654,,,
1283C1170,595,,,
1283C1180,585,,,
1283C1190,909,,,
1283C1200,1692,,,
1283C1210,1058,,,
1283C1220,1081,,,
1283C1230,991,,,
1283C1240,925,,,
1283C1250,1010,,,
1283C1260,913,,,
1283C1270,685,,,
1283C1280,855,,,
1283C1290,1046,,,
1283C1300,655,,,
1283C1310,1085,,,
1283C1320,586,,,
1283C1330,893,,,
1283C1340,610,,,
1283C1350,883,,,
1283C1360,942,,,
1283C1370,846,,,
1283C1380,1162,,,
1283C1390,1006,,,
1283C1400,1068,,,
1283C1410,1013,,,
1283C1420,933,,,
1283C1430,1059,,,
1283C1440,1044,,,
1283C1450,1115,,,
1283C1460,1168,,,
1283C1470,1074,,,
1283C1480,1190,,,
1283C1490,924,,,
1283C1500,1257,,,
1283C1510,932,,,
1283C1520,1057,,,
1283C1530,1479,,,
1283C1540,597,,,
1283C1550,796,,,
1283C1560,826,,,
1283C1570,754,,,
1283C1580,1194,,,
1283C1590,1076,,,
1283C1600,725,,,
1283C1610,1351,,,
1283C1620,601,,,
1283C1630,1930,,,
1283C1640,739,,,
1283C1650,526,,,
1283C1660,871,,,
1283C1670,937,,,
1283C1680,325,,,
1283C1690,784,,,
1283C1700,736,,,
1284A0010,695,,,
1284A0020,657,,,
1284A0030,399,,,
1284B2010,419,,,
1284B2020,522,,,
1284C1010,616,,,
1284C1020,1068,,,
1284C1030,564,,,
1284C1040,460,,,
1284C1050,605,,,
1284C1060,1089,,,
1284C1070,1094,,,
1284C1080,934,,,
1284C1090,1146,,,
1284C1100,944,,,
1284C1110,661,,,
1284C1120,793,,,
1285A0010,920,,,
1285A0020,313,,,
1285A0030,317,,,
1285A0040,590,,,
1285A0050,475,,,
1285A0060,437,,,
1285A0070,433,,,
1285B2010,752,,,
1285B3010,567,,,
1285B4010,535,,,
1285B5010,407,,,
1285C1010,1409,,,
1285C1020,933,,,
1285C1030,1030,,,
1285C1040,842,,,
1285C1050,789,,,
1285C1060,1083,,,
1285C1070,879,,,
1285C1080,1393,,,
1285C1090,1010,,,
1286A0010,573,,,
1286A0020,607,,,
1286A0030,713,,,
1286A0040,402,,,
1286A0050,414,,,
1286A0060,340,,,
1286B2010,719,,,
1286B2020,504,,,
1286C1010,1122,,,
1286C1020,1056,,,
1286C1030,961,,,
1286C1040,1627,,,
1286C1050,739,,,
1286C1060,1333,,,
1286C1070,1087,,,
1286C1080,1396,,,
1286C1090,749,,,
1286C1100,288,,,
1286C1110,832,,,
1287A0010,614,,,
1287A0020,647,,,
1287A0030,503,,,
1287A0040,606,,,
1287A0050,520,,,
1287B2010,598,,,
1287B2020,812,,,
1287B3010,921,,,
1287C1010,940,,,
1287C1020,621,,,
1287C1030,763,,,
1287C1040,727,,,
1287C1050,993,,,
1287C1060,1240,,,
1287C1070,1025,,,
1287C1080,748,,,
1287C1090,729,,,
1287C1100,1290,,,
1287C1110,619,,,
1287C1120,860,,,
1287C1130,700,,,
1287C1140,513,,,
1287C1150,660,,,
1287C1160,903,,,
1287C1170,954,,,
1287C1180,896,,,
1287C1190,546,,,
1290A0010,451,,,
1290A0020,720,,,
1290A0030,730,,,
1290A0040,811,,,
1290A0050,834,,,
1290A0060,400,,,
1290A0070,442,,,
1290A0080,985,,,
1290A0090,752,,,
1290A0100,428,,,
1290A0110,1023,,,
1290B2010,1170,,,
1290B2020,672,,,
1290B2030,1026,,,
1290B2040,765,,,
1290B2050,979,,,
1290B2060,768,,,
1290B3010,973,,,
1290B3020,673,,,
1290B4010,845,,,
1290B5010,719,,,
1290B6010,611,,,
1290B7010,676,,,
1290B8010,399,,,
1290C1010,433,,,
1290C1020,966,,,
1290C1030,696,,,
1290C1040,483,,,
1290C1050,1000,,,
1290C1060,676,,,
1290C1070,1272,,,
1290C1080,886,,,
1290C1090,898,,,
1290C1100,1205,,,
1290C1110,885,,,
1290C1120,1274,,,
1290C1130,1170,,,
1290C1140,1110,,,
1290C1150,1001,,,
1290C1160,1218,,,
1290C1170,1032,,,
1290C1180,1348,,,
1290C1190,1164,,,
1290C1200,714,,,
1290C1210,669,,,
1290C1220,853,,,
1290C1230,1010,,,
1291A0010,603,,,
1291A0020,372,,,
1291A0030,505,,,
1291A0040,611,,,
1291A0050,546,,,
1291A0060,509,,,
1291A0070,561,,,
1291B2010,550,,,
1291B3010,488,,,
1291B4010,531,,,
1291B5010,472,,,
1291C1010,542,,,
1291C1020,1211,,,
1291C1030,1062,,,
1291C1040,1140,,,
1292A0010,351,,,
1292A0020,509,,,
1292A0030,1002,,,
1292A0040,754,,,
1292B2010,942,,,
1292B2020,790,,,
1292B3010,458,,,
1292B3020,385,,,
1292B4010,563,,,
1292C1010,857,,,
1292C1020,1005,,,
1292C1030,1286,,,
1292C1040,1112,,,
1292C1050,1000,,,
1292C1060,1089,,,
1292C1070,1101,,,
1292C1080,1202,,,
1292C1090,920,,,
1292C1100,959,,,
1292C1110,947,,,
1292C1120,782,,,
1292C1130,625,,,
1292C1140,780,,,
1292C1150,1091,,,
1293A0010,674,,,
1293A0020,743,,,
1293A0030,628,,,
1293A0040,603,,,
1293A0050,565,,,
1293A0060,580,,,
1293A0070,425,,,
1293A0080,568,,,
1293B2010,765,,,
1293B2020,725,,,
1293B2030,778,,,
1293B3010,436,,,
1293B3020,925,,,
1293B3030,563,,,
1293B4010,671,,,
1293B4020,688,,,
1293B5010,919,,,
1293B6010,944,,,
1293B7010,812,,,
1293B8010,458,,,
1293C1010,934,,,
1293C1020,559,,,
1293C1030,685,,,
1293C1040,1131,,,
1293C1050,1254,,,
1293C1060,961,,,
1293C1070,901,,,
1293C1080,544,,,
1293C1090,975,,,
1293C1100,713,,,
1293C1110,522,,,
1293C1120,1188,,,
1293C1130,624,,,
1315A0010,514,,,
1315A0020,586,,,
1315A0030,566,,,
1315A0040,600,,,
1315B2010,622,,,
1315C1010,1088,,,
1315C1020,604,,,
1380A0010,694,,,
1380A0020,773,,,
1380A0030,683,,,
1380A0040,647,,,
1380A0050,518,,,
1380A0060,485,,,
1380A0070,565,,,
1380B2010,934,,,
1380B2020,720,,,
1380B2030,1077,,,
1380B3010,928,,,
1380B4010,697,,,
1380C1010,485,,,
1380C1020,672,,,
1380C1030,596,,,
1380C1040,735,,,
1380C1050,872,,,
1380C1060,707,,,
1380C1070,884,,,
1380C1080,1145,,,
1380C1090,1208,,,
1380C1100,1231,,,
1380C1110,885,,,
1380C1120,1125,,,
1380C1130,666,,,
1380C1140,870,,,
1380C1150,512,,,
1380C1160,1241,,,
1380C1170,816,,,
1380C1180,1105,,,
1380C1190,886,,,
1380C1200,831,,,
1380C1210,774,,,
1380C1220,1025,,,
1380C1230,1065,,,
1380C1240,936,,,
1380C1250,804,,,
1380C1260,739,,,
1380C1270,1032,,,
1380C1280,1474,,,
1380C1290,1505,,,
1380C1300,1182,,,
1380C1310,943,,,
1380C1320,1282,,,
1380C1330,845,,,
1380C1340,1148,,,
1380C1350,729,,,
1380C1360,814,,,
1380C1370,1077,,,
1380C1380,989,,,
1380C1390,710,,,
1380C1400,794,,,
1380C1410,941,,,
1380C1420,657,,,
1380C1430,866,,,
1380C1440,488,,,
1381A0010,547,,,
1381A0020,668,,,
1381A0030,603,,,
1381A0040,747,,,
1381A0050,764,,,
1381A0060,427,,,
1381B2010,1143,,,
1381B2020,1198,,,
1381B3010,390,,,
1381B3020,565,,,
1381B4010,598,,,
1381B5010,555,,,
1381C1010,1066,,,
1381C1020,826,,,
1381C1030,1322,,,
1381C1040,510,,,
1382A0010,855,,,
1382A0020,691,,,
1382A0030,969,,,
1382A0040,466,,,
1382A0050,719,,,
1382A0060,477,,,
1382A0070,593,,,
1382A0080,723,,,
1382A0090,604,,,
1382B2010,648,,,
1382B3010,525,,,
1382C1010,854,,,
1382C1020,1212,,,
1382C1030,1207,,,
1382C1040,803,,,
1382C1050,551,,,
1382C1060,1029,,,
1382C1070,1618,,,
1382C1080,432,,,
1382C1090,670,,,
1382C1100,1058,,,
1382C1110,332,,,
1382C1120,1058,,,
1382C1130,539,,,
1382C1140,759,,,
1382C1150,1430,,,
1382C1160,404,,,
1383A0010,509,,,
1383A0020,627,,,
1383A0030,861,,,
1383A0040,455,,,
1383A0050,604,,,
1383A0060,454,,,
1383A0070,814,,,
1383A0080,704,,,
1383A0090,746,,,
1383B2010,849,,,
1383B2020,541,,,
1383B3010,404,,,
1383B3020,721,,,
1383B4010,920,,,
1383B5010,1044,,,
1383B6010,485,,,
1383B6020,408,,,
1383C1010,568,,,
1383C1020,747,,,
1383C1030,403,,,
1383C1040,800,,,
1383C1050,1380,,,
1383C1060,1247,,,
1383C1070,657,,,
1383C1080,1088,,,
1383C1090,1154,,,
1383C1100,974,,,
1383C1110,1228,,,
1383C1120,1526,,,
1383C1130,984,,,
1383C1140,448,,,
1383C1150,1398,,,
1383C1160,1140,,,
1383C1170,1002,,,
1383C1180,1036,,,
1383C1190,1188,,,
1383C1200,800,,,
1384A0010,486,,,
1384A0020,774,,,
1384A0030,637,,,
1384A0040,779,,,
1384A0050,510,,,
1384B2010,789,,,
1384B2020,451,,,
1384B2030,904,,,
1384B2040,955,,,
1384B2050,801,,,
1384B3010,521,,,
1384B3020,951,,,
1384C1010,870,,,
1384C1020,887,,,
1384C1030,723,,,
1384C1040,793,,,
1384C1050,897,,,
1384C1060,788,,,
1384C1070,882,,,
1384C1080,736,,,
1384C1090,587,,,
1384C1100,798,,,
1384C1110,1354,,,
1384C1120,799,,,
1384C1130,692,,,
1384C1140,949,,,
1384C1150,767,,,
1384C1160,675,,,
1384C1170,730,,,
1384C1180,938,,,
1384C1190,788,,,
1384C1200,614,,,
1384C1210,1112,,,
1384C1220,948,,,
1384C1230,636,,,
1384C1240,712,,,
1384C1250,1384,,,
1384C1260,943,,,
1384C1270,750,,,
1384C1280,719,,,
1384C1290,801,,,
1384C1300,341,,,
1384C1310,782,,,
1384C1320,747,,,
1401A0010,939,,,
1401A0020,672,,,
1401B2010,687,,,
1401B2020,520,,,
1401B3010,795,,,
1401C1010,716,,,
1401C1020,620,,,
1401C1030,519,,,
1401C1040,862,,,
1401C1050,718,,,
1401C1060,780,,,
1401C1070,659,,,
1401C1080,1081,,,
1401C1090,1020,,,
1401C1100,1009,,,
1401C1110,601,,,
1401C1120,797,,,
1401C1130,760,,,
1401C1140,722,,,
1401C1150,883,,,
1401C1160,491,,,
1402C1010,915,,,
1402C1020,957,,,
1402C1030,810,,,
1402C1040,918,,,
1402C1050,1190,,,
1402C1060,956,,,
1402C1070,658,,,
1402C1080,697,,,
1402C1090,722,,,
1402C1100,801,,,
1402C1110,836,,,
1402C1120,831,,,
1402C1130,834,,,
1402C1140,1067,,,
1402C1150,1323,,,
1402C1160,1076,,,
1402C1170,940,,,
1402C1180,796,,,
1407A0010,336,,,
1407A0020,818,,,
1407A0030,597,,,
1407C1010,573,,,
1407C1020,728,,,
1407C1030,708,,,
1407C1040,695,,,
1407C1050,696,,,
1415A0010,522,,,
1415A0020,1002,,,
1415A0030,548,,,
1415C1010,832,,,
1415C1020,759,,,
1415C1030,777,,,
1415C1040,776,,,
1415C1050,645,,,
1415C1060,455,,,
1415C1070,1148,,,
1415C1080,580,,,
1415C1090,970,,,
1415C1100,1317,,,
1415C1110,1063,,,
1415C1120,681,,,
1419A0010,659,,,
1419A0020,612,,,
1419A0030,666,,,
1419B2010,936,,,
1419B2020,615,,,
1419B3010,716,,,
1419C1010,899,,,
1419C1020,477,,,
1419C1030,879,,,
1419C1040,835,,,
1421A0010,601,,,
1421A0020,601,,,
1421A0030,526,,,
1421A0040,424,,,
1421A0050,563,,,
1421A0060,595,,,
1421B2010,1035,,,
1421B3010,589,,,
1421B4010,464,,,
1421B5010,645,,,
1421C1010,571,,,
1421C1020,662,,,
1427A0010,795,,,
1427A0020,683,,,
1427A0030,771,,,
1427B2010,1391,,,
1427C1010,1091,,,
1430A0010,808,,,
1430A0020,709,,,
1430A0030,711,,,
1430A0040,713,,,
1430C1010,1292,,,
1430C1020,733,,,
1435A0010,894,,,
1435A0020,732,,,
1435A0030,963,,,
1435A0040,904,,,
1435A0050,717,,,
1435B2010,1011,,,
1435C1010,955,,,
1438A0010,772,,,
1438C1010,414,,,
1438C1020,1144,,,
1439A0010,828,,,
1439A0020,975,,,
1439C1010,690,,,
1439C1020,633,,,
1440A0010,917,,,
1440A0020,758,,,
1440B2010,679,,,
1440B2020,816,,,
1440B2030,802,,,
1440B2040,700,,,
1440B3010,388,,,
1440C1010,798,,,
1440C1020,502,,,
1440C1030,961,,,
1440C1040,561,,,
1440C1050,983,,,
1440C1060,877,,,
1440C1070,884,,,
1440C1080,930,,,
1440C1090,689,,,
1440C1100,960,,,
1441A0010,1012,,,
1441B2010,930,,,
1441B2020,463,,,
1441B2030,1189,,,
1441B2040,804,,,
1441B3010,420,,,
1441B4010,451,,,
1441C1010,605,,,
1441C1020,691,,,
1441C1030,759,,,
1441C1040,767,,,
1441C1050,698,,,
1441C1060,763,,,
1441C1070,614,,,
1441C1080,846,,,
1441C1090,771,,,
1441C1100,401,,,
1441C1110,913,,,
1441C1120,1002,,,
1441C1130,349,,,
1441C1140,692,,,
1441C1150,746,,,
1441C1160,586,,,
1441C1170,712,,,
1442A0010,874,,,
1442A0020,606,,,
1442A0030,941,,,
1442C1010,500,,,
1442C1020,899,,,
1442C1030,1046,,,
1442C1040,494,,,
1443A0010,389,,,
1443A0020,698,,,
1443A0030,498,,,
1443B2010,433,,,
1443C1010,975,,,
1443C1020,1084,,,
1444A0010,544,,,
1444A0020,576,,,
1444C1010,739,,,
1444C1020,834,,,
1445A0010,950,,,
1445A0020,679,,,
1445C1010,997,,,
1446A0010,509,,,
